Translation Key,Translated Value
st_salmon,Копчёный лосось
wpn_tt33_descr,"Культовый советский пистолет ТТ-33 представляет собой усовершенствованную версию полуавтоматического пистолета ТТ-30, разработанного в 1930-м году на замену устаревшему револьверу системы Нагана обр. 1895 года. Несмотря на то, что производство ТТ-33 в России продолжалось с 1933 по 1954 года, некоторые экземпляры до сих пор стоят на вооружении и собираются в странах Третьего мира. Пистолет ТТ отличается простотой конструкции и в силу этого - невысокой себестоимостью производства и лёгкостью в обслуживании. Очень мощный патрон, нетипичный для пистолетов, обеспечивает необычно высокую проникающую способность и дульную энергию около 500 Дж.\n \n"
st_af_kislushka_descr,"Полое образование шарообразной формы, напоминающее прозрачный пергамент. Покрыт слоем плёнки, приятной на ощупь, и излучает слабое изумрудное свечение. Популярен среди сталкеров благодаря способности частично нейтрализовать вредные для человека химические вещества, а также снижать воздействие радиации на организм. \n Благодаря этим свойствам «Кислушка» ценится как среди исследователей, так и среди обычных искателей артефактов, особенно при передвижении по опасным зонам с высоким уровнем токсичных веществ и радиационного фона. \n \n %c[ui_gray_2]ХАРАКТЕРИСТИКИ:\n %c[200,150,150,250] • %c[0,150,150,165] Сырой, нестабильный артефакт, который ещё не до конца сформировался\n %c[200,150,250,150] • %c[0,150,173,150] Из-за своей нестабильности его невозможно поместить в контейнер – он либо разрушится, либо утратит свои свойства \n \n"
st_equ_milpack_name,Армейский рюкзак
st_gloves,Кожаные перчатки
st_wpn_m24,M24 SWS «Green Dragon»
ammo-5.45x39-ep_descr,"Патрон калибра 5,45x39 мм с экспансивной пулей. Безоболоченая пуля обеспечивает повышенное останавливающее действие.\n \n%c[d_purple] • %c[ui_gray_2] пробивает броню класса: %c[ui_gray_1]BR1\n%c[d_purple] • %c[ui_gray_2] повреждение тканей: %c[ui_gray_1]высокое"
st_wpn_toz34_descr,"Охотничье ружьё-вертикалка ТОЗ-34 было разработано талантливыми конструкторами Тульского оружейного завода Н.И. Коровяковым и В.П. Очневым в 1965 году. Доступная цена, большая убойная сила и возможность выстрела из обоих стволов одновременно быстро сделали его популярным среди новичков на окраинах Зоны. Особенно эффективно против мутантов благодаря высокой убойной силе.\n \n"
st_wpn_svu_nimble_descr,"Укороченная снайперская винтовка с увеличенным темпом стрельбы - самый компактный вариант из семейства винтовок СВУ и СВД. Её уникальной особенностью является автоматический режим стрельбы, добавленный по требованию МВД РФ. Хотя, в целом, данное оружие не предназначено для ближнего боя, автоматический режим огня оказывается полезен в экстренных случаях, когда снайпер оказывается обнаружен противником. Обратной стороной уменьшенных габаритов является сниженная точность и скорость полёта пули. Чтобы компенсировать сильную отдачу при автоматической стрельбе, СВУ-А комплектуется интегрированным глушителем-пламегасителем, который также является эффективным дульным тормозом. Этот экземпляр винтовки ранее принадлежал Максу, легендарному хранителю группировки «Свобода».\n \n %c[ui_gray_2]НАВЕСНОЕ ОБОРУДОВАНИЕ: \n %c[d_purple] • %c[ui_gray_2] прицелы Кобра ЭКП-1С-03, УСП-1 «Тюльпан», ПСО-1М\n \n"
st_upgr_o_power,Пластиковые и синтетические части
st_wpn_svu_descr,"TОЦ-О3 СВУ является модернизированной версией снайперской винтовки СВД, первоначально созданной для воздушно-десантных войск СССР, но в производство не пошла. Впоследствии, уже в начале 1990-х винтовка была принята на вооружение российского Министерства Внутренних Дел. Разработанная в компактной конфигурации «булл-пап», СВУ оснащена мощным дульным тормозом-компенсатором, снижающим отдачу и громкость выстрела.\n \n %c[ui_gray_2]НАВЕСНОЕ ОБОРУДОВАНИЕ: \n %c[d_purple] • %c[ui_gray_2] прицелы Кобра ЭКП-1С-03, УСП-1 «Тюльпан», ПСО-1М\n \n"
st_axe3_descr,"%c[ui_gray_1]Охотничий топор - орудие, которым пользовались на протяжении тысячелетий для рубки дерева, в качестве оружия и даже в качестве церемониального предмета. Топор имеет много различных форм, но, как правило, состоит из колуна с рукояткой. В Зоне топор может означать как жизнь, так и смерть.\n \n %c[0,255,255,255]ХАРАКТЕРИСТИКИ:\n %c[d_cyan] • %c[ui_gray_2] холодное оружие\n %c[d_cyan] • %c[ui_gray_2] больший радиус действия, чем у ножей\n %c[255, 245, 118, 56] • %c[ui_gray_2] сила основной атаки: %c[255, 198, 165, 131]124\n %c[255, 245, 118, 56] • %c[ui_gray_2] сила дополнительной атаки: %c[255, 198, 165, 131]187\n"
st_wpn_svd_descr,"Первоначально предназначавшаяся для пехотных снайперов в каждом советском пехотном отделении, СВД не была оружием отдельной специализированной снайперской бригады. Являясь относительно лёгкой для снайперской винтовки, хорошо сбалансированной и имеющей полуавтоматический режим стрельбы, по точности СВД показывает хорошие, но не выдающиеся результаты. Эффективная дальность стрельбы до 800 метров.\n \n %c[ui_gray_2]НАВЕСНОЕ ОБОРУДОВАНИЕ: \n %c[d_purple] • %c[ui_gray_2] прицелы Кобра ЭКП-1С-03, УСП-1 «Тюльпан», ПСО-1М\n %c[d_purple] • %c[ui_gray_2] глушитель КЗРЗП (после модификации)\n \n"
st_meat_boar_descr,"Небольшая часть стейка, приготовленная на гриле и обильно приправленная солью и перцем. Наиболее популярное блюдо среди сталкеров.\n \n %c[ui_gray_3]ХАРАКТЕРИСТИКИ:\n"
st_wpn_sv98_descr,"СВ-98 - российская магазинная снайперская винтовка, созданная в 1998 - 2000 гг. коллективом конструкторов под руководством Владимира Стронского и серийно выпускаемая концерном «Ижмаш». СВ-98 предназначена для поражения появляющейся, движущейся, открытой и демаскированной, незащищённой и снабжёнными средствами индивидуальной бронезащиты живой силы противника на дальности до 1000 м. Винтовка состоит на вооружении и используется подразделениями МВД.\n \n %c[ui_gray_2]НАВЕСНОЕ ОБОРУДОВАНИЕ: \n %c[d_purple] • %c[ui_gray_2] прицел ПКС-07 (интегрированный)\n \n"
st_itm_mapkit_5,Карта аномалий (Кладбище техники)
st_letter_military_log_name,Информационный доклад / Операция MSRC / 05.04.2014 18:36:21
st_wpn_spas12_descr,"Гладкоствольный автоматический дробовик специального назначения с возможностью переключения режимов ведения огня. Разработанный ещё во второй половине ХХ столетия, продолжает применяться в качестве универсального боевого оружия полиции и штурмовых подразделений армии. Отличается высокой надёжностью и тактической гибкостью. Несмотря на большую массу, сложное устройство и высокую цену, довольно популярен в Зоне как эффективное средство борьбы с мутантами.\n \n"
st_compression_bag,Компрессионный мешок
st_wpn_sks_descr,"Советский самозарядный карабин конструкции Сергея Симонова принят на вооружение в 1949 году. Заменённый в начале 1950-х годов на переднем крае войсковой службы автоматом АК, он остался в запасе на десятилетия и до сих пор используется в качестве парадно-церемониального оружия.\n \n %c[ui_gray_2]НАВЕСНОЕ ОБОРУДОВАНИЕ: \n%c[d_purple]• %c[ui_gray_2] прицел ПУ\n \n"
st_wpn_sig552_descr,"Компактный вариант штурмовой винтовки SIG SG 550, со стволом 226 мм, предназначенный для специальных полицейских подразделений. В отличие от SG 550 возвратная пружина позади затворной рамы и действует непосредственно на неё, а не на шток газового поршня. Автомат имеет изменённый пламегаситель и может оснащаться планками «Пикатинни» для установки дополнительных аксессуаров.\n \n %c[ui_gray_2]НАВЕСНОЕ ОБОРУДОВАНИЕ: \n %c[d_purple] • %c[ui_gray_2] глушитель НАТО\n %c[d_purple] • %c[ui_gray_2] прицелы ACOG, Barska ES AC10632, «EOTech»\n \n"
st_wpn_sig550_sniper_descr,"Снайперский вариант популярной швейцарской автоматической винтовки. SG 550-S является золотой серединой между снайперской винтовкой и автоматом, имея сильные стороны обоих типов оружия. С другой стороны, он также страдает от недостатков, таких как недостаточная останавливающая способность и точность стрельбы (для снайперской винтовки) и отсутствие режима автоматического огня. Тем не менее, остаётся одним из излюбленных вариантов оружия в ЧЗО среди наёмников и сталкеров-мастеров.\n \n %c[ui_gray_2]НАВЕСНОЕ ОБОРУДОВАНИЕ: \n %c[d_purple] • %c[ui_gray_2] глушитель НАТО\n %c[d_purple] • %c[ui_gray_2] прицел Kahles ZF95 (интегрированный)\n \n"
st_wpn_m79_descr,"M79 - однозарядный 40-мм гранатомёт, принятый на вооружение в 1961 году армией США. Разработан в период 1951-1961 годов американской корпорацией Springfield Armory. Неофициальное название - «слоновое ружьё».\n \n"
st_wpn_sig550_strelok_descr,"Хоть этот экземпляр штурмовой винтовки и выпущен явно не вчера, но хорошо видно, что прежний владелец обращался с оружием бережно. Винтовка полностью перебрана и её детали тщательно подогнаны друг к другу, что позволило несколько увеличить убойную силу. На прикладе аккуратно вырезаны буква «С» и 16 маленьких крестиков.\n \n %c[ui_gray_2]НАВЕСНОЕ ОБОРУДОВАНИЕ: \n %c[d_purple] • %c[ui_gray_2] глушитель НАТО\n %c[d_purple] • %c[ui_gray_2] прицелы ACOG, Barska ES AC10632, «EOTech»\n %c[d_purple] • %c[ui_gray_2] подствольный гранатомёт М203\n \n"
pda_encyclopedia_name,Название
svoboda_scientific_outfit_name,Комбинезон «Искатель свободы»
st_wpn_sig220_nimble_descr,Уникальная модель SIG P220. Была выпущена малой партией по заказу неизвестного спецподразделения. Данная модификация характерна стволом из особо прочной стали и полимерным кожухом ствола.\n \n %c[ui_gray_2]НАВЕСНОЕ ОБОРУДОВАНИЕ: \n %c[d_purple] • %c[ui_gray_2] глушитель .45ACP\n \n
st_detector2,Детектор «Медведь»
st_bolt_carrier_10,Скользящий затвор с запиранием поворотом [НАТО]
st_wpn_ash12_descr,"Крупнокалиберный Автомат штурмовой под калибр 12,7 мм (АШ-12), созданный в ЦКИБ СОО для нужд подразделений спецназначения ФСБ России вместе со снайперской винтовкой ВССК. Представляет собой комплекс «оружие-патрон», так как для него в ЦКИБ СОО был разработан новый крупнокалиберный патрон 12,7х55 мм СЦ-130, который обеспечивает высокое останавливающее действие при огневых боестолкновениях на малых дистанциях (в городе, при штурме помещений и т.п.) и снижение вероятности поражения третьих лиц за счет быстрого снижения энергии пули при повышении дальности стрельбы. Первые поставки крупнокалиберных штурмовых автоматов АШ-12 заказчику были осуществлены в конце 2011 года.\n \n %c[ui_gray_2]НАВЕСНОЕ ОБОРУДОВАНИЕ: \n %c[d_purple] • %c[ui_gray_2] прицелы ACOG, Barska ES AC10632, C-more Railway Tactical, «EOTech»\n \n"
st_meat_snork_descr,"Прожаренная филейная часть руки снорка. Трудно представить себе пищу хуже, чем это. Также не стоит забывать, что поедание снорков - самый настоящий каннибализм.\n \n %c[ui_gray_3]ХАРАКТЕРИСТИКИ:\n"
l06_rostok,Дикая территория
st_ui_number_of_uses,Кол-во использований
st_af_repei_descr,"Артефакт, часто возникающий в зонах термической активности. «Репейник» обладает уникальной способностью снижать общий вес экипировки, что делает его полезным для сталкеров, которым приходится носить тяжёлый груз. Помимо этого, артефакт обеспечивает владельцу дополнительную защиту от радиации, снижая её негативное воздействие на организм. \n Благодаря своим свойствам «Репейник» ценится как среди новичков, так и среди опытных исследователей Зоны, позволяя дольше находиться в заражённых районах без серьёзных последствий. \n \n %c[ui_gray_2]ХАРАКТЕРИСТИКИ:\n %c[200,150,150,250] • %c[0,150,150,165] Сырой, нестабильный артефакт, который ещё не до конца сформировался\n %c[200,150,250,150] • %c[0,150,173,150] Из-за своей нестабильности его невозможно поместить в контейнер – он либо разрушится, либо утратит свои свойства \n \n"
st_cigar3_descr,"Бюджетная пачка крепких сигарет очень низкого качества. Видимо, уже кем-то начатая, так как сигарет в пачке осталось очень мало. Подлинный аромат СССР был тщательно сохранен.\n \n %c[ui_gray_3]ХАРАКТЕРИСТИКИ:\n %c[d_blue] • %c[ui_gray_2] стимулятор\n %c[d_blue] • %c[ui_gray_2] слабый отрезвляющий эффект\n"
st_wpn_usas12_descr,"USAS-12 - автоматическое ружьё, разработанное Джоном Тревором в конце 1980-х годов на основе идей другого американского конструктора Максвелла Атчиссона, создавшего Atchisson Assault Shotgun. USAS-12 использует автоматику на основе отвода пороховых газов из канала ствола с запиранием ствола поворотом затвора. Как и у AAS/AA-12, пластиковый приклад сделан полым для того, чтобы в него при стрельбе откатывалась затворная группа. Данное решение снижает темп стрельбы и уменьшает отдачу. Для обеспечения «двухсторонности» окна гильзоэкстрактора, а также вырезы для рукоятки взведения затвора, имеются на обеих сторонах ствольной коробки. Трёхпозиционный предохранитель-переводчик режимов стрельбы аналогичен таковому у автомата M16. В ствольную коробку интегрирована ручка для переноски.\n \n"
st_wpn_rpk74_descr,"Ручной пулемёт, разработанный в середине семидесятых годов для замены в войсках пулемёта РПК под патрон 7,62x39 мм в рамках перехода на систему стрелкового оружия под малоимпульсный патрон 5,45x39 мм. Он построен на основе автомата АК-74, но имеет магазин большей ёмкости.\n \n %c[ui_gray_2]НАВЕСНОЕ ОБОРУДОВАНИЕ: \n %c[d_purple] • %c[ui_gray_2] прицелы Кобра ЭКП-1С-03, УСП-1 «Тюльпан», ПСО-1М\n %c[d_purple] • %c[ui_gray_2] глушитель ТГП-А\n \n"
csky,«Чистое небо»
st_wpn_usp,USP45
st_wpn_rpd_descr,"7,62-мм ручной пулемёт Дегтярёва (РПД) - советский ручной пулемёт, разработанный в 1944 году под патрон 7,62х39 мм. РПД стал одним из первых принятых на вооружение образцов оружия под патрон образца 1943 года. С начала 1950-х и до середины 1960-х он являлся основным оружием поддержки уровня отделения, а затем стал постепенно заменяться на РПК, оказавшимся более предпочтительным с точки зрения унификации. Впрочем, РПД до сих пор находится на складах армейских резервов. Как и многие другие образцы советского вооружения, РПД широко поставлялся на экспорт, в дружественные СССР страны, а также выпускался за рубежом, например, в КНР под обозначением Тип 56. Некоторые фирмы США, такие как DC Arms, выпускают модернизированные РПД. Модернизация включает телескопический приклад, цевьё с планками «Пикатинни», эргономичные сошки и пластиковую рукоятку.\n \n"
st_wpn_rg6_descr,"Гранатомёт револьверного типа используется для повышения огневой мощи пехоты в условиях городского боя. Применялся в некоторых локальных конфликтах, например, войне в Чечне. Камеры барабана переднего заряжания образованы шестью нарезными стволами, идентичными используемым в подствольных гранатомётах. Предназначен для борьбы с противником в укрытиях и ведению огня по площадям. Полезен также при нападении на хорошо охраняемые объекты или в бою с особо живучими тварями.\n \n"
st_af_skull_miser_name,«Череп скряги»
renegademerc_outfit_name,Лёгкий комбинезон ренегатов
light_isg_outfit_name,Бронежилет IBA-З ИИГ
st_barrel_1,Ствол 18.5 мм [Р]
exo_dolg_wood_outfit_name,ПСЗ-101 «Лесник»
st_data_export_k_ap,К. БП
st_wpn_remington870_descr,"Remington 870 - это гладкоствольное помповое оружие. Магазин сделан по типу трубчатого и размещается под стволом. Самый распространённый вариант 870 адаптирован под боеприпасы 12-го калибра, иные же разновидности предполагают использование других калибров.\nИспользуется для вооружения силовых структур различных стран, а также для охоты на зверей разных размеров. В 70-х годах прошлого столетия появилась военная версия дробовика, которая отличалась магазином на 7 патронов, установленным штык-ножом, накладками для предотвращения ожогов владельца. Металлические детали снаружи защищены матовым покрытием, которое исключает возможность появления бликов и возникновение коррозии.\n \n %c[ui_gray_2]НАВЕСНОЕ ОБОРУДОВАНИЕ: \n %c[d_purple] • %c[ui_gray_2] прицелы Barska ES AC10632, C-more Railway Tactical, «EOTech»\n \n"
st_wpn_remington700_descr,"Винтовки 700 модели выпускаются в США фирмой Ремингтон с 1962 года. Это, возможно, самая широко распространённая в США снайперская и охотничья винтовка с продольно-скользящим затвором. Является топовым продуктом фирмы Remington Arms. Существует множество вариантов винтовки под разный патрон, однако стандартный патрон - это 7,62х51 мм НАТО. Ёмкость магазина зависит от калибра и может составлять от 3 до 5.\nКонструкция 700-ой была и остаётся базовой для множества специализированных снайперских ружей. Американский Корпус Морской пехоты был среди первых, кто выбрал Модель 700 в качестве основы для высокоточного снайперского оружия.\nВинтовки М40, использовавшиеся во Вьетнаме и вплоть до конца 70-х годов, были созданы на основе конструкции Модели 700BDL. Современные винтовки КМП США М40А1 всё еще создаются на основе той же модели. Когда Армия США решила перейти с самозарядных полуавтоматических снайперских винтовок к винтовкам с ручным перезаряжанием продольно-скользящим затвором, Модель 700 снова была выбрана основой для винтовки М24.\n \n %c[ui_gray_2]НАВЕСНОЕ ОБОРУДОВАНИЕ: \n %c[d_purple] • %c[ui_gray_2] глушитель КЗРЗП (после модификации)\n \n"
merc_scout_outfit_description,"%c[ui_gray_1]Представляет собой модифицированную и узконаправленную версию стандартного комбинезона наёмников. Крайне удобен, однако основными отличиями всё же будут повышенный вес экипировки и немного сниженные показатели боевой защиты по сравнению с «Истребителем». Недорогой комбинезон, который подойдёт наёмникам с ограниченным бюджетом, чьи контракты заключаются в работе на территориях с повышенным аномальным фоном. \n \n"
st_axe_descr,"%c[ui_gray_1]Старый топор, служивший когда-то помощником бывшему жителю здешних мест. Ввиду своей громоздкости практически не используется сталкерами в дальних вылазках.\n \n %c[0,255,255,255]ХАРАКТЕРИСТИКИ:\n %c[d_cyan] • %c[ui_gray_2] холодное оружие\n %c[d_cyan] • %c[ui_gray_2] больший радиус действия, чем у ножей\n %c[255, 245, 118, 56] • %c[ui_gray_2] сила основной атаки: %c[255, 198, 165, 131]120\n %c[255, 245, 118, 56] • %c[ui_gray_2] сила дополнительной атаки: %c[255, 198, 165, 131]161\n"
ui_inv_outfit_fire_wound_protection,Баллист. защита
st_wpn_protecta_aim_descr,"Гладкоствольный боевой дробовик револьверной схемы, предназначенный обеспечить высокую огневую мощь военизированным подразделениям. Будучи устаревшим на сегодняшний день в сравнении с отечественной Сайгой-12 и американским АА-12, в 1980-х годах дробовик Protecta был революционным оружием. Основными достоинствами являются большая ёмкость магазина и практическая скорострельность, однако плата за это - внушительные габариты и масса оружия вкупе с низкой скоростью перезарядки. В Зоне встречается редко и применяется в основном для зачисток закрытых пространств от мутантов.\n \n %c[ui_gray_2]НАВЕСНОЕ ОБОРУДОВАНИЕ: \n %c[d_purple] • %c[ui_gray_2] коллиматорный прицел «Aimpoint»(интегрированный)\n \n"
svoboda_heavy_outfit_name,Комбинезон «Страж свободы»
st_wpn_remington870,Remington 870
st_recipe_basic_1,Руководство по выживанию (ч. 1)
st_wpn_protecta_descr,"Гладкоствольный боевой дробовик револьверной схемы, предназначенный обеспечить высокую огневую мощь военизированным подразделениям. Будучи устаревшим на сегодняшний день в сравнении с отечественной Сайгой-12 и американским АА-12, в 1980-х годах дробовик Protecta был революционным оружием. Основными достоинствами являются большая ёмкость магазина и практическая скорострельность, однако плата за это - внушительные габариты и масса оружия вкупе с низкой скоростью перезарядки. В Зоне встречается редко и применяется в основном для зачисток закрытых пространств от мутантов.\n \n"
st_wpn_ak74_custom,Заказной АК-74
st_prop_binoc_zoom,Увеличение
st_upgr_w_reliability,Автоматические газовые регуляторы
st_medkit_army,Армейская аптечка
st_grenade_rgd5,Граната РГД-5
st_wpn_ppsh41_descr,"Пистолет-пулемёт, разработанный советским конструктором Георгием Шпагиным, принятый на вооружение в 1941 году и активно использовавшийся в Великой Отечественной войне, а также во многих вооружённых конфликтах послевоенного времени. В СССР был снят с вооружения в 1951 году и заменён автоматом Калашникова, но после этого ещё длительное время использовался различными армиями или вооружёнными формированиями по всему миру, например, в войнах в Корее и во Вьетнаме, а из недавних конфликтов - в обеих афганских и войне в Ираке.\n \n"
st_gas_tube_9,Экстрактор от бокфлинта [Р]
bandit_novice_alt_outfit_description,"%c[ui_gray_1]Подобные куртки начали всплывать в Зоне после того, как снабженец «Долга» Морган наладил поставки припасов на сторону, включая и бандитов. Предлагает защиту, сопоставимую с обычным армейским бронежилетом, однако всё равно недостаточную для условий Зоны, особенно при боевых столкновениях с долговцами.\n \n"
st_wpn_ak74m_camo,Камуфлированный АК-74М
st_upgr_o_weight,Облегчённые материалы
st_prt_o_retardant_20,Атласные ткани с изоляцией из стекловолокна
st_knife_combat,Штык-нож M9
st_af_ceramic_name,Керамические пластины
st_wpn_pp2000_descr,"ПП-2000 - российский 9-мм пистолет-пулемёт, разработанный коллективом конструкторов тульского КБ приборостроения под руководством В.П. Грязева и А.Г. Шипунова. ПП-2000 позиционируется как оружие для подразделений правоохранительных органов, действующих в городских условиях, а также как личное оружие самообороны для отдельных категорий военнослужащих. В 2006 году началось серийное производство ПП-2000 для МВД РФ. Корпус выполнен из высокопрочного пластика. Канал ствола хромирован, также может комплектоваться глушителем, коллиматорным и оптическим прицелом, на крышке ствольной коробки серийных ПП-2000 установлена универсальная прицельная планка.\n \n %c[ui_gray_2]НАВЕСНОЕ ОБОРУДОВАНИЕ: \n %c[d_purple] • %c[ui_gray_2] прицелы ACOG, Barska ES AC10632, «EOTech»\n %c[d_purple] • %c[ui_gray_2] глушитель 9 мм\n \n"
st_wpn_m4a1,M4A1
st_data_export_can_be_cooked,Можно приготовить
st_af_soul_descr,"Органический артефакт, обладающий свойством выделять слизь, которая неизвестным пока что образом увеличивает общую скорость регенерации организма после травм любой природы, снижая при этом боль.\nКроме того, артефакт к тому же ослабляет ещё и воздействие пси-волн на организм носителя, правда, негативно при этом влияя на его выносливость.\nДругим небольшим недостатком является склонность артефакта к накоплению радиоактивных веществ при попадании в очаг радиации.\nВвиду особенностей воздействия на организм, низкого веса и приятного внешнего вида представляет особый интерес для коллекционеров. \n \n %c[ui_gray_2]ХАРАКТЕРИСТИКИ:\n %c[200,210, 131, 60] • %c[0,133, 83, 38] Радиоактивное излучение по «Шкале излучения артефактов» - %c[200,210, 131, 60]низкое. \n \n"
st_wpn_pkp_descr,"7,62-мм пулемёт ПКП «Печенег» - российский единый пулемёт, разработанный на основе ПКМ. Предназначен для поражения живой силы противника, огневых и транспортных средств, воздушных целей. Разработан ЦНИИточмаш. В пулемёте применена система принудительного воздушного охлаждения ствола за счёт энергии пороховых газов. Регулируемый газоотводный механизм позволяет эксплуатировать «Печенег» в любых климатических условиях. Ствол имеет наружное оребрение и заключён в металлический кожух. Пороховые газы, выходя из ствола, создают зону разрежения в передней части кожуха. В задней же части кожуха сделаны специальные вентиляционные окна. Таким образом, во время стрельбы вдоль ствола непрерывно прокачивается холодный воздух. Постоянное охлаждение ствола уменьшает рассеивание при стрельбе, а также увеличивает долговечность ствола. В целом, «Печенег» сохранил до 80% процентов общих деталей с ПКМ (ствольная коробка со всеми механизмами, станок), а повышение эффективности огня, по данным разработчиков, составило от 150% при огне со станка до 250% при огне с сошек.\n \n"
st_wpn_mk14,Mk 14 EBR
st_af_vaselisk_name,«Василиск»
st_wpn_pkm_zulus_descr,"Этот пулемёт принадлежал Зулусу. Особенность данного образца заключается в особо надёжной конструкции возвратного механизма. Модификации увеличили массу оружия, хотя для предыдущего владельца это не было проблемой. Также на пулемёте установлен коллиматорный прицел, который позволяет быстро наводить прицеливание на необходимую цель.\n \n %c[ui_gray_2]НАВЕСНОЕ ОБОРУДОВАНИЕ: \n %c[d_purple] • %c[ui_gray_2] коллиматорный прицел Кобра ЭКП-1С-03 (интегрированный)\n \n"
st_wpn_rp_descr,"Ручной пулемёт, разработанный в середине семидесятых годов для замены в войсках пулемёта РПК под патрон 7,62x39 мм в рамках перехода на систему стрелкового оружия под малоимпульсный патрон 5,45x39 мм. Он построен на основе автомата АК-74, но имеет магазин большей ёмкости.\n \n"
st_corn_descr,"Консервированная кукуруза, импортированная из-за Кордона. Можно есть прямо в таком виде из банки, но многие сталкеры добавляют его в свои суповые варева в качестве ингредиента.\n \n %c[ui_gray_3]ХАРАКТЕРИСТИКИ:\n %c[d_blue] • %c[ui_gray_2] пища\n %c[d_blue] • %c[ui_gray_2] импортная\n %c[d_blue] • %c[ui_gray_2] здоровое питание\n \n"
st_af_chelust_name,«Цепь»
poselok_ug,Поселок «Южный»
st_jgut_descr,"Кровоостанавливающий резиновый жгут. При обычном кровотечении позволяет перевязать рану, при артериальном - перетянуть артерию.\n \n %c[ui_gray_3]ХАРАКТЕРИСТИКИ:\n %c[d_blue] • %c[ui_gray_2] изделие первой помощи\n %c[d_blue] • %c[ui_gray_2] быстрое использование (жгут)\n"
st_swiss,Швейцарский нож
st_knife_hunting_descr,"%c[ui_gray_1]Современный очень крепкий охотничий нож из нержавеющей стали. Качественно обработанное лезвие легко справляется с разрезанием шкур и мягких тканей даже крупных мутантов, из-за чего, помимо разделки, нож отлично подходит для охоты, позволяя легко наносить мутанту обширные кровоточащие раны. Недостаток же заключается в том, что лезвие совсем не рассчитано на пробитие бронежилетов, что сильно сужает спектр применения данного ножа.\n \n %c[0,255,255,255]ХАРАКТЕРИСТИКИ:\n %c[d_cyan] • %c[ui_gray_2] холодное оружие\n %c[255, 245, 118, 56] • %c[ui_gray_2] сила основной атаки: %c[255, 198, 165, 131]42\n %c[255, 245, 118, 56] • %c[ui_gray_2] сила дополнительной атаки: %c[255, 198, 165, 131]71\n"
st_wpn_akms,АКМС
st_upgr_w_weight,Противовес из полимеров
st_wpn_mp5sd_descr,"Пистолет-пулемёт MP5SD был разработан на основе конструкции MP5A2 для использования спецподразделениями армии и полиции. Пистолет-пулемёт MP5SD изготавливается в вариантах с постоянным прикладом - MP5SD2 и складным - MP5SD3, либо же вообще без приклада - MP5SD4. От обычного MP5 оружие отличается наличием интегрированного глушителя. Стрельба ведётся стандартными патронами 9 мм Парабеллум, имеющих сверхзвуковую начальную скорость пули. С целью снижения начальной скорости на уровень дозвуковой в стенках ствола имеются 30 отверстий, которые отводят часть пороховых газов в расширительную камеру глушителя.\n \n %c[ui_gray_2]НАВЕСНОЕ ОБОРУДОВАНИЕ: \n %c[d_purple] • %c[ui_gray_2] прицелы ACOG, Barska ES AC10632, «EOTech»\n %c[d_purple] • %c[ui_gray_2] интегрированный ПБС\n \n"
ui_inv_outfit_speed,Множ. подвижности
st_wpn_mp5_descr,"MP5A3 - это вариант MP5, оснащённый раздвижным металлическим прикладом. Данный пистолет-пулемёт заслуженно пользуется огромной популярностью благодаря надёжности, удобству в обращении и высокой точности стрельбы. Принятый на вооружение армейских и полицейских подразделений многих стран, он появился и на чёрном рынке, со временем добравшись и до Зоны.\n \n %c[ui_gray_2]НАВЕСНОЕ ОБОРУДОВАНИЕ: \n %c[d_purple] • %c[ui_gray_2] прицелы ACOG, Barska ES AC10632\n %c[d_purple] • %c[ui_gray_2] глушитель 9 мм (после модификации)\n \n"
