~,st_ui_dbg_spawn_type,pda_encyclopedia_name,army,bandit,csky,dolg,ecolog,freedom,greh,isg,killer,monolith,renegade,stalker,zombied
wpn_fnx45_alt,st_data_export_weapon_kind_pistol,st_wpn_fnx45_alt,,,,,,,st_rank_master,"st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",st_rank_master,,,
wpn_fn2000_camo,st_data_export_weapon_kind_rifle,st_wpn_fn2000_camo,,,,,,,st_rank_master,,,st_rank_master,,,
wpn_usas12,st_data_export_weapon_kind_shotgun,st_wpn_usas12,,,,,,,st_rank_master,"st_rank_master, st_rank_legend","st_rank_master, st_rank_legend",st_rank_master,,,
wpn_walther,st_data_export_weapon_kind_pistol,st_wpn_walther,,"st_rank_novice, st_rank_trainee, st_rank_master, st_rank_legend","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_master, st_rank_legend","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",st_rank_master,"st_rank_veteran, st_rank_expert","st_rank_veteran, st_rank_expert","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_rg6, st_rank_sniper, st_rank_gauss","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_master, st_rank_legend","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",st_rank_any
wpn_l85_modern,st_data_export_weapon_kind_rifle,st_wpn_l85_modern,,,,,,,st_rank_master,"st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",st_rank_master,,,
wpn_type63,st_data_export_weapon_kind_rifle,st_wpn_type63,,"st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_novice, st_rank_trainee",,"st_rank_novice, st_rank_trainee",,,,,,"st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_novice, st_rank_trainee, st_rank_professional",st_rank_any
wpn_pb,st_data_export_weapon_kind_pistol,st_wpn_pb,,"st_rank_novice, st_rank_trainee, st_rank_veteran, st_rank_expert","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert","st_rank_novice, st_rank_trainee, st_rank_master, st_rank_legend",,,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional",,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_any, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend"
wpn_svu_alt,st_data_export_weapon_kind_sniper,st_wpn_svu_alt,st_rank_sniper,,,,,,,,,"st_rank_sniper, st_rank_rg6",,,
wpn_akms,st_data_export_weapon_kind_rifle,st_wpn_akms,"st_rank_novice, st_rank_trainee","st_rank_master, st_rank_legend","st_rank_experienced, st_rank_professional, st_rank_master, st_rank_legend","st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert",st_rank_professional,,st_rank_trainee,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional","st_rank_novice, st_rank_trainee","st_rank_master, st_rank_legend","st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",
wpn_ash12,st_data_export_weapon_kind_rifle,st_wpn_ash12,,,"st_rank_master, st_rank_legend",,,,,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert",,,"st_rank_master, st_rank_legend",
wpn_fort,st_data_export_weapon_kind_pistol,st_wpn_fort,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend, st_rank_sniper","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_master, st_rank_legend","st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_master, st_rank_legend",,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert",,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_master, st_rank_legend","st_rank_any, st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend"
wpn_desert_eagle_modern,st_data_export_weapon_kind_pistol,st_wpn_desert_eagle_modern,,,,,,,"st_rank_master, st_rank_legend","st_rank_master, st_rank_legend","st_rank_master, st_rank_legend","st_rank_master, st_rank_legend",,,
wpn_sks,st_data_export_weapon_kind_sniper,st_wpn_sks,,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_master, st_rank_legend","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert","st_rank_novice, st_rank_trainee, st_rank_professional",,,,,"st_rank_experienced, st_rank_professional","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert","st_rank_any, st_rank_master, st_rank_legend"
wpn_ppsh41_rednew,st_data_export_weapon_kind_rifle,st_wpn_ppsh41_camo,,"st_rank_novice, st_rank_trainee, st_rank_veteran, st_rank_expert","st_rank_trainee, st_rank_veteran, st_rank_expert",,,,,,,,"st_rank_novice, st_rank_trainee, st_rank_veteran, st_rank_expert","st_rank_novice, st_rank_trainee, st_rank_professional",st_rank_any
wpn_sr25,st_data_export_weapon_kind_sniper,st_wpn_sr25,,,,,,,st_rank_master,"st_rank_master, st_rank_legend","st_rank_master, st_rank_legend",st_rank_master,,,
wpn_sig550_custom,st_data_export_weapon_kind_rifle,st_wpn_sig550_custom,,,,,,,st_rank_master,"st_rank_master, st_rank_legend","st_rank_master, st_rank_legend",st_rank_master,,,
wpn_aek_camo,st_data_export_weapon_kind_rifle,st_wpn_aek971_camo,,,,"st_rank_master, st_rank_legend",,,,,,,,,
wpn_mp5,st_data_export_weapon_kind_smg,st_wpn_mp5,,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",,,"st_rank_novice, st_rank_trainee, st_rank_professional","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert","st_rank_novice, st_rank_trainee","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_experienced, st_rank_veteran, st_rank_master, st_rank_legend",
wpn_vepr,st_data_export_weapon_kind_shotgun,st_wpn_vepr12,,,,,,,"st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master","st_rank_master, st_rank_legend","st_rank_master, st_rank_legend",st_rank_master,,,
wpn_protecta_camo,st_data_export_weapon_kind_shotgun,st_wpn_protecta_camo,,,,,,,st_rank_master,"st_rank_master, st_rank_legend","st_rank_master, st_rank_legend",st_rank_master,,,
wpn_mp5sd_custom,st_data_export_weapon_kind_smg,st_wpn_mp5sd_custom,,,,,,,st_rank_master,"st_rank_master, st_rank_legend","st_rank_master, st_rank_legend",st_rank_master,,,
wpn_m98b,st_data_export_weapon_kind_sniper,st_wpn_m98b,,,,,,,st_rank_master,"st_rank_master, st_rank_legend","st_rank_master, st_rank_legend",st_rank_master,,,
wpn_m249,st_data_export_weapon_kind_rifle,st_wpn_m249,,,,,,,st_rank_master,"st_rank_master, st_rank_legend","st_rank_master, st_rank_legend",st_rank_master,,,
wpn_lr300_camo,st_data_export_weapon_kind_rifle,st_wpn_lr300_camo,,,,,,"st_rank_master, st_rank_legend",,"st_rank_master, st_rank_legend","st_rank_master, st_rank_legend",,,,
wpn_ppsh41_woodnew,st_data_export_weapon_kind_rifle,st_wpn_ppsh41_new,,"st_rank_master, st_rank_legend","st_rank_veteran, st_rank_expert",,,,,,,,"st_rank_master, st_rank_legend",st_rank_professional,
wpn_galil_modern,st_data_export_weapon_kind_rifle,st_wpn_galil_modern,,,,,,,st_rank_master,"st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_veteran, st_rank_expert, st_rank_master",,,
wpn_l85,st_data_export_weapon_kind_rifle,st_wpn_l85,,,,,"st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert","st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_master","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert","st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master",,st_rank_veteran,
wpn_beretta_modern,st_data_export_weapon_kind_pistol,st_wpn_beretta_modern,,,,,,"st_rank_master, st_rank_legend",st_rank_master,"st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_rg6, st_rank_sniper, st_rank_gauss",,,
wpn_fnx45,st_data_export_weapon_kind_pistol,st_wpn_fnx45,,,,,,,st_rank_master,"st_rank_master, st_rank_legend","st_rank_master, st_rank_legend",st_rank_master,,,
wpn_mp7,st_data_export_weapon_kind_smg,st_wpn_mp7,,"st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert",,,,,,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional",,"st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert",,
wpn_pkm,st_data_export_weapon_kind_rifle,st_wpn_rp,"st_rank_master, st_rank_legend",,,"st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",,,st_rank_master,,,st_rank_master,,"st_rank_master, st_rank_legend",
wpn_aks,st_data_export_weapon_kind_rifle,st_wpn_aks,,"st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert","st_rank_experienced, st_rank_professional, st_rank_master, st_rank_legend","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert",st_rank_professional,,,,,"st_rank_experienced, st_rank_professional","st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert",,
wpn_g36,st_data_export_weapon_kind_rifle,st_wpn_g36,,,,,,,"st_rank_experienced, st_rank_professional, st_rank_master","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_master, st_rank_legend","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_master, st_rank_legend","st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master",,,
wpn_aug_custom,st_data_export_weapon_kind_rifle,st_wpn_aug_custom,,,,,,,st_rank_master,,,st_rank_master,,,
wpn_aug,st_data_export_weapon_kind_rifle,st_wpn_aug,,,,,st_rank_veteran,"st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_experienced, st_rank_professional, st_rank_master","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master",,,
wpn_ak74_old,st_data_export_weapon_kind_rifle,st_wpn_ak74_old,"st_rank_novice, st_rank_trainee","st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_experienced, st_rank_professional","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert","st_rank_novice, st_rank_trainee",,,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional","st_rank_novice, st_rank_trainee","st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_experienced, st_rank_veteran",
wpn_ak12,st_data_export_weapon_kind_rifle,st_wpn_ak12,,,,,,,st_rank_master,"st_rank_master, st_rank_legend","st_rank_master, st_rank_legend","st_rank_veteran, st_rank_expert, st_rank_master",,,
wpn_colt1911_alt,st_data_export_weapon_kind_pistol,st_wpn_colt1911_alt,,,"st_rank_master, st_rank_legend",,,,,"st_rank_veteran, st_rank_expert","st_rank_veteran, st_rank_expert","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_rg6, st_rank_gauss, st_rank_sniper",,"st_rank_expert, st_rank_master, st_rank_legend",
wpn_ak74u_custom,st_data_export_weapon_kind_rifle,st_wpn_ak74u_custom,,"st_rank_master, st_rank_legend","st_rank_master, st_rank_legend",,st_rank_expert,,,,,,"st_rank_master, st_rank_legend","st_rank_master, st_rank_legend",
wpn_ace21,st_data_export_weapon_kind_rifle,st_wpn_ace21,,,,,,,st_rank_master,"st_rank_master, st_rank_legend","st_rank_master, st_rank_legend","st_rank_veteran, st_rank_expert, st_rank_master",,,
wpn_hk416,st_data_export_weapon_kind_rifle,st_wpn_hk416,,,,,,,"st_rank_professional, st_rank_master","st_rank_master, st_rank_legend","st_rank_master, st_rank_legend",st_rank_master,,,
wpn_glock_modern,st_data_export_weapon_kind_pistol,st_wpn_glock_modern,,,,,,,"st_rank_master, st_rank_legend","st_rank_master, st_rank_legend","st_rank_master, st_rank_legend","st_rank_master, st_rank_legend",,,
wpn_fnx45_custom,st_data_export_weapon_kind_pistol,st_wpn_fnx45_custom,,,,,,,"st_rank_master, st_rank_legend",,,"st_rank_master, st_rank_legend",,,
wpn_l85_alt,st_data_export_weapon_kind_rifle,st_wpn_l85_alt,,,,,"st_rank_expert, st_rank_master, st_rank_legend","st_rank_veteran, st_rank_expert",st_rank_master,"st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_veteran, st_rank_expert, st_rank_master",,"st_rank_master, st_rank_legend",
wpn_l96a1m,st_data_export_weapon_kind_sniper,st_wpn_l96a1m,,,,,,,"st_rank_master, st_rank_legend","st_rank_master, st_rank_legend","st_rank_master, st_rank_legend","st_rank_master, st_rank_legend, st_rank_rg6, st_rank_sniper",,,
wpn_cz75_auto,st_data_export_weapon_kind_pistol,st_wpn_cz75_auto,,,,,,,"st_rank_master, st_rank_legend","st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_master, st_rank_legend",,,
wpn_colt1911_modern,st_data_export_weapon_kind_pistol,st_wpn_colt1911_modern,,,,,,,"st_rank_master, st_rank_legend","st_rank_master, st_rank_legend","st_rank_master, st_rank_legend","st_rank_master, st_rank_legend",,,
wpn_vintorez_1pn93,st_data_export_weapon_kind_rifle,st_wpn_vintorez,,,,,,,"st_rank_master, st_rank_legend","st_rank_master, st_rank_legend","st_rank_master, st_rank_legend","st_rank_master, st_rank_legend",,,
wpn_rpd,st_data_export_weapon_kind_rifle,st_wpn_rpd,,"st_rank_master, st_rank_legend",,"st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",,,,,,"st_rank_experienced, st_rank_professional","st_rank_master, st_rank_legend",,
wpn_vintorez,st_data_export_weapon_kind_rifle,st_wpn_vintorez,,,,"st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",,,,,,,,,
wpn_tt33,st_data_export_weapon_kind_pistol,st_wpn_tt33,,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_master, st_rank_legend","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_novice, st_rank_trainee, st_rank_master, st_rank_legend",,st_rank_novice,,,,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_expert, st_rank_master, st_rank_legend","st_rank_any, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend"
wpn_cz75,st_data_export_weapon_kind_pistol,st_wpn_cz75,,,,,"st_rank_veteran, st_rank_expert","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",st_rank_master,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_rg6, st_rank_sniper, st_rank_gauss",,,
wpn_fnp45_custom,st_data_export_weapon_kind_pistol,st_wpn_fnp45_custom,,,,,,,"st_rank_master, st_rank_legend","st_rank_master, st_rank_legend","st_rank_master, st_rank_legend","st_rank_master, st_rank_legend",,,
wpn_ump45_custom,st_data_export_weapon_kind_smg,st_wpn_ump45_custom,,,,,,,st_rank_master,"st_rank_master, st_rank_legend","st_rank_master, st_rank_legend",st_rank_master,,,
wpn_galil,st_data_export_weapon_kind_rifle,st_wpn_galil,,"st_rank_veteran, st_rank_expert","st_rank_experienced, st_rank_professional, st_rank_master, st_rank_legend","st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert","st_rank_novice, st_rank_trainee, st_rank_expert","st_rank_experienced, st_rank_professional, st_rank_master, st_rank_legend",st_rank_master,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master","st_rank_veteran, st_rank_expert","st_rank_veteran, st_rank_master, st_rank_legend",
wpn_g36_camo,st_data_export_weapon_kind_rifle,st_wpn_g36_camo,,,,,,,"st_rank_master, st_rank_legend",,,"st_rank_master, st_rank_legend",,,
wpn_rpg7,st_data_export_weapon_kind_explosive,st_wpn_rpg7,,,,,,,,"st_rank_master, st_rank_legend","st_rank_master, st_rank_legend","st_rank_veteran, st_rank_expert, st_rank_master",,,
wpn_mp5_alt,st_data_export_weapon_kind_smg,st_wpn_mp5_alt,,"st_rank_master, st_rank_legend",,,,,,,,,"st_rank_master, st_rank_legend",,
wpn_sig550_camo,st_data_export_weapon_kind_rifle,st_wpn_sig550_camo,,,,,,,st_rank_master,"st_rank_master, st_rank_legend","st_rank_master, st_rank_legend",st_rank_master,,,
wpn_akms_alt,st_data_export_weapon_kind_rifle,st_wpn_akms_alt,,,,"st_rank_veteran, st_rank_expert",st_rank_expert,,,,,,,"st_rank_master, st_rank_legend",
wpn_pmm,st_data_export_weapon_kind_pistol,st_wpn_pmm,,,"st_rank_master, st_rank_legend","st_rank_veteran, st_rank_expert",st_rank_experienced,,,"st_rank_veteran, st_rank_expert","st_rank_veteran, st_rank_expert",,,"st_rank_expert, st_rank_master, st_rank_legend",
wpn_tt33_modern,st_data_export_weapon_kind_pistol,st_wpn_tt33_modern,,,"st_rank_master, st_rank_legend","st_rank_veteran, st_rank_expert",,,st_rank_trainee,,,,,"st_rank_expert, st_rank_master, st_rank_legend",
wpn_fn2000,st_data_export_weapon_kind_rifle,st_wpn_fn2000,,,,,,"st_rank_experienced, st_rank_professional",st_rank_master,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional","st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master",,,
wpn_vityaz,st_data_export_weapon_kind_smg,st_wpn_vityaz,,,,,st_rank_expert,,st_rank_master,"st_rank_master, st_rank_legend","st_rank_master, st_rank_legend",st_rank_master,,"st_rank_master, st_rank_legend",
wpn_usp_custom,st_data_export_weapon_kind_pistol,st_wpn_usp_custom,,,,,,"st_rank_master, st_rank_legend",st_rank_master,"st_rank_master, st_rank_legend","st_rank_master, st_rank_legend",st_rank_master,,,
wpn_aek_duty,st_data_export_weapon_kind_rifle,st_wpn_aek973,,,,"st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",,,,,,,,"st_rank_master, st_rank_legend",
wpn_fn2000_custom,st_data_export_weapon_kind_rifle,st_wpn_fn2000_custom,,,,,,,,,,st_rank_master,,,
wpn_pp2000,st_data_export_weapon_kind_smg,st_wpn_pp2000,,,,,,"st_rank_master, st_rank_legend","st_rank_novice, st_rank_trainee, st_rank_master","st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",st_rank_master,,,
wpn_mp5sd_new,st_data_export_weapon_kind_smg,st_wpn_mp5sd_new,,,,,,"st_rank_master, st_rank_legend",,"st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_veteran, st_rank_expert",,,
wpn_mp5_custom,st_data_export_weapon_kind_smg,st_wpn_mp5_custom,,,,,,"st_rank_master, st_rank_legend",st_rank_master,"st_rank_master, st_rank_legend","st_rank_master, st_rank_legend","st_rank_veteran, st_rank_expert, st_rank_master",,,
wpn_m4a1_freedom,st_data_export_weapon_kind_rifle,st_wpn_m4a1_freedom,,,,,,"st_rank_master, st_rank_legend",,,,,,,
wpn_wincheaster1300,st_data_export_weapon_kind_shotgun,st_wpn_toz194,,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_veteran, st_rank_expert","st_rank_novice, st_rank_trainee, st_rank_professional, st_rank_expert","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional","st_rank_trainee, st_rank_experienced, st_rank_professional",,,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran","st_rank_any, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend"
wpn_m4a1_custom,st_data_export_weapon_kind_rifle,st_wpn_m4a1_custom,,,,,,"st_rank_master, st_rank_legend",,"st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",,,,
wpn_l85a2_custom,st_data_export_weapon_kind_rifle,st_wpn_l85a2_custom,,,,,,,,"st_rank_master, st_rank_legend","st_rank_master, st_rank_legend",,,,
wpn_l85a2,st_data_export_weapon_kind_rifle,st_wpn_l85a2,,,,,"st_rank_master, st_rank_legend","st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert",st_rank_master,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert","st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master",,,
wpn_usp_match,st_data_export_weapon_kind_pistol,st_wpn_usp_match,,,,,,,"st_rank_master, st_rank_legend","st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_master, st_rank_legend",,,
wpn_toz34_obrez,st_data_export_weapon_kind_shotgun,st_wpn_toz34_obrez,,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional","st_rank_novice, st_rank_trainee",,,,,,,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional","st_rank_any, st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend"
wpn_walther_custom,st_data_export_weapon_kind_pistol,st_wpn_walther_custom,,,,,,,,"st_rank_veteran, st_rank_expert","st_rank_veteran, st_rank_expert","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_rg6, st_rank_gauss, st_rank_sniper",,,
wpn_aks74_new,st_data_export_weapon_kind_rifle,st_wpn_aks74_new,,,,"st_rank_master, st_rank_legend",,,st_rank_professional,"st_rank_veteran, st_rank_expert","st_rank_veteran, st_rank_expert","st_rank_veteran, st_rank_expert",,"st_rank_master, st_rank_legend",
wpn_protecta_custom,st_data_export_weapon_kind_shotgun,st_wpn_protecta_custom,,,,,st_rank_expert,,st_rank_master,"st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_veteran, st_rank_expert, st_rank_master",,"st_rank_master, st_rank_legend",
wpn_mp5sd,st_data_export_weapon_kind_smg,st_wpn_mp5sd,,,,,,"st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_novice, st_rank_trainee",,,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional",,,
