Section,Type,Key_1,Value_1,Key_2,Value_2,Key_3,Value_3,Key_4,Value_4,Key_5,Value_5,Key_6,Value_6,Key_7,Value_7,Key_8,Value_8,Key_9,Value_9,Key_10,Value_10,Key_11,Value_11,Key_12,Value_12,Key_13,Value_13,Key_14,Value_14,Key_15,Value_15,Key_16,Value_16
up_sect_thirdc_seva_2,outfit,chemical_burn_protection,"6.25",cost,"2700",immunities_sect_add,"sect_immunities_sub_chem_001",inv_weight,"0.2",value,"5",,,,,,,,,,,,,,,,,,,,,,
up_sect_thirdc_skat_1,outfit,chemical_burn_protection,"6.25",cost,"2700",immunities_sect_add,"sect_immunities_sub_chem_001",inv_weight,"0.2",value,"5",,,,,,,,,,,,,,,,,,,,,,
up_sect_thirdc_sts_1,outfit,additional_inventory_weight,"7",additional_inventory_weight2,"7",cost,"8000",inv_weight,"0",value,"7",,,,,,,,,,,,,,,,,,,,,,
up_sect_thirdc_sts_2,outfit,additional_inventory_weight,"7",additional_inventory_weight2,"7",cost,"8000",inv_weight,"0",value,"7",,,,,,,,,,,,,,,,,,,,,,
up_sect_thirdc_sts_3,outfit,cost,"3000",inv_weight,"-3",value,"-3",,,,,,,,,,,,,,,,,,,,,,,,,,
up_sect_thirdc_sunrise_1,outfit,cost,"17000",health_restore_speed,"0.00015",inv_weight,"1",value,"1",,,,,,,,,,,,,,,,,,,,,,,,
up_sect_thirdc_sunrise_2,outfit,bleeding_restore_speed,"0.0002",cost,"12000",inv_weight,"0.5",value,"2",,,,,,,,,,,,,,,,,,,,,,,,
up_sect_thirdc_sunrise_3,outfit,bleeding_restore_speed,"0.0002",cost,"12000",inv_weight,"0.5",value,"2",,,,,,,,,,,,,,,,,,,,,,,,
up_sect_thirdd_assault_vest_1,outfit,artefact_count,"1",cost,"5000",inv_weight,"0.4",value,"1",,,,,,,,,,,,,,,,,,,,,,,,
up_sect_thirdd_seva_1,outfit,artefact_count,"1",cost,"5000",inv_weight,"0.4",value,"1",,,,,,,,,,,,,,,,,,,,,,,,
up_sect_thirdd_seva_2,outfit,artefact_count,"1",cost,"5000",inv_weight,"0.4",value,"1",,,,,,,,,,,,,,,,,,,,,,,,
up_sect_thirdd_skat_1,outfit,additional_inventory_weight,"7",additional_inventory_weight2,"7",cost,"8000",inv_weight,"0",value,"7",,,,,,,,,,,,,,,,,,,,,,
up_sect_thirdd_sts_1,outfit,artefact_count,"1",cost,"5000",inv_weight,"0.4",value,"1",,,,,,,,,,,,,,,,,,,,,,,,
up_sect_thirdd_sts_2,outfit,cost,"2600",immunities_sect_add,"sect_immunities_sub_physical_small",value,"5",,,,,,,,,,,,,,,,,,,,,,,,,,
up_sect_thirdd_sts_3,outfit,artefact_count,"1",cost,"5000",inv_weight,"0.4",value,"1",,,,,,,,,,,,,,,,,,,,,,,,
up_sect_thirdd_sunrise_1,outfit,additional_inventory_weight,"5",additional_inventory_weight2,"5",cost,"5500",inv_weight,"0",value,"5",,,,,,,,,,,,,,,,,,,,,,
up_sect_thirdd_sunrise_2,outfit,cost,"3000",inv_weight,"-3",value,"-3",,,,,,,,,,,,,,,,,,,,,,,,,,
up_sect_thirdd_sunrise_3,outfit,cost,"4000",inv_weight,"0.2",power_loss,"-0.005",power_restore_speed,"0.0003",value,"3",,,,,,,,,,,,,,,,,,,,,,
up_sect_thirde_assault_vest_1,outfit,artefact_count,"1",cost,"5000",inv_weight,"0.4",value,"1",,,,,,,,,,,,,,,,,,,,,,,,
up_sect_thirde_berill_1,outfit,artefact_count,"1",cost,"5000",inv_weight,"0.4",value,"1",,,,,,,,,,,,,,,,,,,,,,,,
up_sect_thirde_berill_2,outfit,additional_inventory_weight,"7",additional_inventory_weight2,"7",cost,"8000",inv_weight,"0",value,"7",,,,,,,,,,,,,,,,,,,,,,
up_sect_thirde_berill_3,outfit,cost,"17000",health_restore_speed,"0.00015",inv_weight,"1",value,"1",,,,,,,,,,,,,,,,,,,,,,,,
up_sect_thirde_exolight_1,outfit,cost,"3000",inv_weight,"-3",value,"-3",,,,,,,,,,,,,,,,,,,,,,,,,,
up_sect_thirde_exolight_2,outfit,cost,"5000",immunities_sect_add,"sect_immunities_sub_physical_medium",value,"10",,,,,,,,,,,,,,,,,,,,,,,,,,
up_sect_thirde_lcs_1,outfit,artefact_count,"1",cost,"5000",inv_weight,"0.4",value,"1",,,,,,,,,,,,,,,,,,,,,,,,
up_sect_thirde_lcs_2,outfit,artefact_count,"1",cost,"5000",inv_weight,"0.4",value,"1",,,,,,,,,,,,,,,,,,,,,,,,
up_sect_thirde_lcs_3,outfit,cost,"17000",health_restore_speed,"0.00015",inv_weight,"1",value,"1",,,,,,,,,,,,,,,,,,,,,,,,
up_sect_thirde_ps5_1,outfit,bleeding_restore_speed,"0.0002",cost,"12000",inv_weight,"0.5",value,"2",,,,,,,,,,,,,,,,,,,,,,,,
up_sect_thirde_ps5_2,outfit,cost,"17000",health_restore_speed,"0.00015",inv_weight,"1",value,"1",,,,,,,,,,,,,,,,,,,,,,,,
up_sect_thirde_ps5_3,outfit,bleeding_restore_speed,"0.0003",cost,"15000",inv_weight,"1",value,"3",,,,,,,,,,,,,,,,,,,,,,,,
up_sect_thirde_seva_1,outfit,artefact_count,"1",cost,"5000",inv_weight,"0.4",value,"1",,,,,,,,,,,,,,,,,,,,,,,,
up_sect_thirde_seva_2,outfit,cost,"17000",health_restore_speed,"0.00015",inv_weight,"1",value,"1",,,,,,,,,,,,,,,,,,,,,,,,
up_sect_thirde_skat_1,outfit,artefact_count,"1",cost,"5000",inv_weight,"0.4",value,"1",,,,,,,,,,,,,,,,,,,,,,,,
up_sect_thirde_sts_1,outfit,artefact_count,"1",cost,"5000",inv_weight,"0.4",value,"1",,,,,,,,,,,,,,,,,,,,,,,,
up_sect_thirde_sts_2,outfit,artefact_count,"2",cost,"10000",inv_weight,"0.9",value,"2",,,,,,,,,,,,,,,,,,,,,,,,
up_sect_thirde_sts_3,outfit,cost,"5000",immunities_sect_add,"sect_immunities_sub_physical_medium",value,"10",,,,,,,,,,,,,,,,,,,,,,,,,,
up_sect_thirde_sunrise_1,outfit,artefact_count,"1",cost,"5000",inv_weight,"0.4",value,"1",,,,,,,,,,,,,,,,,,,,,,,,
up_sect_thirde_sunrise_2,outfit,artefact_count,"1",cost,"5000",inv_weight,"0.4",value,"1",,,,,,,,,,,,,,,,,,,,,,,,
up_sect_thirde_sunrise_3,outfit,additional_inventory_weight,"10",additional_inventory_weight2,"10",cost,"10000",inv_weight,"0",value,"10",,,,,,,,,,,,,,,,,,,,,,
up_sect_fiftha_9a91,weapon,condition_queue_shot_dec,"-0.0001",condition_shot_dec,"-0.0001",cost,"3760",inv_weight,"0.1",misfire_end_prob,"-0.008",misfire_start_prob,"-0.0008",value,"10",,,,,,,,,,,,,,,,,,
up_sect_fiftha_abakan,weapon,cost,"5120",grenade_launcher_name,"wpn_addon_grenade_launcher",grenade_launcher_status,"2",grenade_launcher_x,"118",grenade_launcher_y,"24",,,,,,,,,,,,,,,,,,,,,,
up_sect_fiftha_ace21,weapon,condition_queue_shot_dec,"-0.0001",condition_shot_dec,"-0.0001",cost,"2850",inv_weight,"0.1",misfire_end_prob,"-0.015",misfire_start_prob,"-0.0015",value,"15",,,,,,,,,,,,,,,,,,
up_sect_fiftha_aek971,weapon,PDM_disp_accel_factor,"-0.3",PDM_disp_base,"-0.1",PDM_disp_vel_factor,"-0.3",cost,"5250",crosshair_inertion,"-0.75",inv_weight,"-0.15",value,"15",,,,,,,,,,,,,,,,,,
up_sect_fiftha_ak,weapon,cost,"5120",grenade_launcher_name,"wpn_addon_grenade_launcher",grenade_launcher_status,"2",grenade_launcher_x,"120",grenade_launcher_y,"21",,,,,,,,,,,,,,,,,,,,,,
up_sect_fiftha_ak102,weapon,condition_queue_shot_dec,"-0.0001",condition_shot_dec,"-0.0001",cost,"2450",inv_weight,"0.1",misfire_end_prob,"-0.015",misfire_start_prob,"-0.0015",value,"15",,,,,,,,,,,,,,,,,,
up_sect_fiftha_ak103,weapon,cost,"5120",grenade_launcher_name,"wpn_addon_grenade_launcher",grenade_launcher_status,"2",grenade_launcher_x,"119",grenade_launcher_y,"22",,,,,,,,,,,,,,,,,,,,,,
up_sect_fiftha_ak104,weapon,condition_queue_shot_dec,"-0.0001",condition_shot_dec,"-0.0001",cost,"2450",inv_weight,"0.1",misfire_end_prob,"-0.015",misfire_start_prob,"-0.0015",value,"15",,,,,,,,,,,,,,,,,,
up_sect_fiftha_ak12,weapon,condition_queue_shot_dec,"-0.00012",condition_shot_dec,"-0.00012",cost,"4580",inv_weight,"0.1",misfire_end_prob,"-0.013",misfire_start_prob,"-0.001",value,"15",,,,,,,,,,,,,,,,,,
up_sect_fiftha_ak74,weapon,cost,"5120",grenade_launcher_name,"wpn_addon_grenade_launcher",grenade_launcher_status,"2",grenade_launcher_x,"114",grenade_launcher_y,"21",,,,,,,,,,,,,,,,,,,,,,
up_sect_fiftha_ak74_old,weapon,cost,"5120",grenade_launcher_name,"wpn_addon_grenade_launcher",grenade_launcher_status,"2",grenade_launcher_x,"114",grenade_launcher_y,"21",,,,,,,,,,,,,,,,,,,,,,
up_sect_fiftha_ak74m,weapon,cost,"5120",grenade_launcher_name,"wpn_addon_grenade_launcher",grenade_launcher_status,"2",grenade_launcher_x,"122",grenade_launcher_y,"22",,,,,,,,,,,,,,,,,,,,,,
up_sect_fiftha_ak74u,weapon,condition_queue_shot_dec,"-0.0001",condition_shot_dec,"-0.0001",cost,"2450",inv_weight,"0.1",misfire_end_prob,"-0.015",misfire_start_prob,"-0.0015",value,"15",,,,,,,,,,,,,,,,,,
up_sect_fiftha_akm,weapon,cost,"5120",grenade_launcher_name,"wpn_addon_grenade_launcher",grenade_launcher_status,"2",grenade_launcher_x,"127",grenade_launcher_y,"18",,,,,,,,,,,,,,,,,,,,,,
up_sect_fiftha_aps,weapon,cost,"1380",inv_weight,"0.04",silencer_name,"wpn_sil_aps",silencer_status,"2",silencer_x,"72",silencer_y,"-17",snd_silncer_shot,"weapons\aps\aps_shot_sil",,,,,,,,,,,,,,,,,,
up_sect_fiftha_aug,weapon,cam_dispersion,"-0.115",cam_dispersion_inc,"0",cam_step_angle_horz,"-0.221",cost,"4960",inv_weight,"0.15",value,"-15",zoom_cam_dispersion,"-0.088",zoom_cam_dispersion_inc,"0",zoom_cam_step_angle_horz,"-0.193",,,,,,,,,,,,,,
up_sect_fiftha_beretta,weapon,cost,"1380",inv_weight,"0.07",silencer_name,"wpn_sil_9mm",silencer_status,"2",silencer_x,"70",silencer_y,"-17",snd_silncer_shot,"weapons\beretta\beretta_shot_sil",,,,,,,,,,,,,,,,,,
up_sect_fiftha_bizon,weapon,cost,"3360",inv_weight,"0.1",rpm,"60",value,"10",,,,,,,,,,,,,,,,,,,,,,,,
up_sect_fiftha_colt1911,weapon,cost,"1560",inv_weight,"0.07",silencer_name,"wpn_sil_45",silencer_status,"2",silencer_x,"80",silencer_y,"-16",snd_silncer_shot,"weapons\colt\colt_shot_sil",,,,,,,,,,,,,,,,,,
up_sect_fiftha_colt_kimber,weapon,cam_dispersion,"-0.168",cam_dispersion_inc,"0",cam_step_angle_horz,"-0.18",cost,"2830",inv_weight,"0.11",value,"-15",,,,,,,,,,,,,,,,,,,,
up_sect_fiftha_cz75,weapon,cost,"1760",inv_weight,"0.09",rpm,"40",value,"10",,,,,,,,,,,,,,,,,,,,,,,,
up_sect_fiftha_desert_eagle,weapon,PDM_disp_accel_factor,"-0.35",PDM_disp_base,"-0.25",PDM_disp_vel_factor,"-0.35",cost,"3240",crosshair_inertion,"-0.75",inv_weight,"-0.08",value,"15",,,,,,,,,,,,,,,,,,
up_sect_fiftha_desert_eagle_nimble,weapon,cam_dispersion,"-0.118",cam_dispersion_inc,"0",cam_step_angle_horz,"-0.1",cost,"3580",inv_weight,"0.06",value,"-10",,,,,,,,,,,,,,,,,,,,
up_sect_fiftha_fn57,weapon,cost,"2260",rpm,"45",value,"20",,,,,,,,,,,,,,,,,,,,,,,,,,
up_sect_fiftha_fnp45,weapon,PDM_disp_accel_factor,"-0.35",PDM_disp_base,"-0.15",PDM_disp_vel_factor,"-0.35",cost,"2380",crosshair_inertion,"-0.7",inv_weight,"-0.074",value,"15",,,,,,,,,,,,,,,,,,
up_sect_fiftha_fnx45,weapon,PDM_disp_accel_factor,"-0.35",PDM_disp_base,"-0.15",PDM_disp_vel_factor,"-0.35",cost,"2380",crosshair_inertion,"-0.7",inv_weight,"-0.074",value,"15",,,,,,,,,,,,,,,,,,
up_sect_fiftha_fort,weapon,condition_queue_shot_dec,"-0.0002",condition_shot_dec,"-0.0002",cost,"1290",value,"15",,,,,,,,,,,,,,,,,,,,,,,,
up_sect_fiftha_galil,weapon,cost,"1350",inv_weight,"0.05",scope_status,"2",scopes_sect,"scope_galil",,,,,,,,,,,,,,,,,,,,,,,,
up_sect_fiftha_glock,weapon,cost,"1550",inv_weight,"0.07",silencer_name,"wpn_sil_gemtech",silencer_status,"2",silencer_x,"60",silencer_y,"-12",snd_silncer_shot,"weapons\glock\glock_shot_sil",,,,,,,,,,,,,,,,,,
up_sect_fiftha_groza,weapon,cam_dispersion,"-0.038",cam_dispersion_inc,"0",cam_step_angle_horz,"-0.025",cost,"4880",fire_modes,"1,3,-1",,,,,,,,,,,,,,,,,,,,,,
up_sect_fiftha_gsh18,weapon,PDM_disp_accel_factor,"-0.3",PDM_disp_base,"-0.1",PDM_disp_vel_factor,"-0.3",cost,"1720",crosshair_inertion,"-0.6",value,"15",,,,,,,,,,,,,,,,,,,,
up_sect_fiftha_hpsa,weapon,cost,"1380",inv_weight,"0.07",silencer_name,"wpn_sil_9mm",silencer_status,"2",silencer_x,"71",silencer_y,"-16",snd_silncer_shot,"weapons\hpsa\hpsa_shot_sil",,,,,,,,,,,,,,,,,,
up_sect_fiftha_kiparis,weapon,cost,"2240",fire_dispersion_base,"-0.02",inv_weight,"0.05",value,"10",,,,,,,,,,,,,,,,,,,,,,,,
up_sect_fiftha_l85,weapon,cost,"1560",inv_weight,"0.02",silencer_name,"wpn_sil_nato",silencer_status,"2",silencer_x,"212",silencer_y,"14",snd_silncer_shot,"weapons\l85\l85_shot_sil",,,,,,,,,,,,,,,,,,
up_sect_fiftha_lr300,weapon,cost,"3520",grenade_launcher_name,"wpn_addon_grenade_launcher_m203",grenade_launcher_status,"2",grenade_launcher_x,"139",grenade_launcher_y,"26",,,,,,,,,,,,,,,,,,,,,,
up_sect_fiftha_lr300_alt,weapon,bullet_speed,"83",cost,"4050",fire_dispersion_base,"-0.01",inv_weight,"0.1",value,"10",,,,,,,,,,,,,,,,,,,,,,
up_sect_fiftha_m249,weapon,cam_dispersion,"-0.144",cam_dispersion_inc,"0",cam_step_angle_horz,"-0.235",cost,"5940",inv_weight,"0.13",value,"-10",zoom_cam_dispersion,"-0.134",zoom_cam_dispersion_inc,"0",zoom_cam_step_angle_horz,"-0.215",,,,,,,,,,,,,,
up_sect_fiftha_m4,weapon,cost,"4050",inv_weight,"0.1",rpm,"35",value,"5",,,,,,,,,,,,,,,,,,,,,,,,
up_sect_fiftha_m4a1,weapon,cost,"3520",grenade_launcher_name,"wpn_addon_grenade_launcher_m203",grenade_launcher_status,"2",grenade_launcher_x,"123",grenade_launcher_y,"32",,,,,,,,,,,,,,,,,,,,,,
up_sect_fiftha_mp5,weapon,cost,"1260",inv_weight,"0.02",silencer_name,"wpn_sil_9mm",silencer_status,"2",silencer_x,"185",silencer_y,"13",snd_silncer_shot,"weapons\mp5\mp5_shot_sil",,,,,,,,,,,,,,,,,,
up_sect_fiftha_mp5_nimble,weapon,cost,"1480",inv_weight,"0.02",silencer_name,"wpn_sil_gemtech",silencer_status,"2",silencer_x,"185",silencer_y,"13",snd_silncer_shot,"weapons\mp5\mp5_nimble_shot_sil",,,,,,,,,,,,,,,,,,
up_sect_fiftha_mp5sd,weapon,cam_dispersion,"-0.038",cam_dispersion_inc,"0",cam_step_angle_horz,"-0.025",cost,"4690",fire_modes,"1,3,-1",,,,,,,,,,,,,,,,,,,,,,
up_sect_fiftha_oc33,weapon,cost,"1380",inv_weight,"0.05",silencer_name,"wpn_sil_aps",silencer_status,"2",silencer_x,"59",silencer_y,"-18",snd_silncer_shot,"weapons\pm\pm_shot_sil",,,,,,,,,,,,,,,,,,
up_sect_fiftha_p90,weapon,cam_dispersion,"-0.12",cam_dispersion_inc,"0",cam_step_angle_horz,"-0.095",cost,"3890",inv_weight,"0.2",value,"-10",zoom_cam_dispersion,"-0.09",zoom_cam_dispersion_inc,"0",zoom_cam_step_angle_horz,"-0.09",,,,,,,,,,,,,,
up_sect_fiftha_pb,weapon,cam_dispersion,"-0.038",cam_dispersion_inc,"0",cam_step_angle_horz,"-0.025",cost,"3690",fire_modes,"1,3",,,,,,,,,,,,,,,,,,,,,,
up_sect_fiftha_pkm,weapon,cam_dispersion,"-0.105",cam_dispersion_inc,"0",cam_step_angle_horz,"-0.11",cost,"4550",value,"-10",zoom_cam_dispersion,"-0.095",zoom_cam_dispersion_inc,"0",zoom_cam_step_angle_horz,"-0.095",,,,,,,,,,,,,,,,
up_sect_fiftha_pm,weapon,cost,"1210",inv_weight,"0.03",rpm,"28",value,"10",,,,,,,,,,,,,,,,,,,,,,,,
up_sect_fiftha_rpk,weapon,cam_dispersion,"-0.105",cam_dispersion_inc,"0",cam_step_angle_horz,"-0.11",cost,"3250",value,"-10",zoom_cam_dispersion,"-0.095",zoom_cam_dispersion_inc,"0",zoom_cam_step_angle_horz,"-0.095",,,,,,,,,,,,,,,,
up_sect_fiftha_rpk74,weapon,cam_dispersion,"-0.088",cam_dispersion_inc,"0",cam_step_angle_horz,"-0.118",cost,"3590",inv_weight,"0.21",value,"-10",zoom_cam_dispersion,"-0.078",zoom_cam_dispersion_inc,"0",zoom_cam_step_angle_horz,"-0.108",,,,,,,,,,,,,,
up_sect_fiftha_saiga12,weapon,PDM_disp_accel_factor,"-0.1",PDM_disp_base,"-0.07",PDM_disp_vel_factor,"-0.1",cam_dispersion,"-0.046",cam_dispersion_inc,"0",cam_step_angle_horz,"-0.057",cost,"2440",crosshair_inertion,"-0.25",inv_weight,"0.06",value,"5",zoom_cam_dispersion,"-0.047",zoom_cam_dispersion_inc,"0",zoom_cam_step_angle_horz,"-0.051",,,,,,
up_sect_fiftha_scar,weapon,cost,"6350",inv_weight,"0.07",rpm,"35",value,"5",,,,,,,,,,,,,,,,,,,,,,,,
up_sect_fiftha_sig220,weapon,cam_dispersion,"-0.068",cam_dispersion_inc,"0",cam_step_angle_horz,"-0.086",cost,"2280",inv_weight,"0.04",value,"-10",,,,,,,,,,,,,,,,,,,,
up_sect_fiftha_sig550,weapon,PDM_disp_accel_factor,"-0.3",PDM_disp_base,"-0.1",PDM_disp_vel_factor,"-0.3",cost,"5290",crosshair_inertion,"-0.75",inv_weight,"0.1",value,"15",,,,,,,,,,,,,,,,,,
up_sect_fiftha_sig552,weapon,cam_dispersion,"-0.038",cam_dispersion_inc,"0",cam_step_angle_horz,"-0.025",cost,"4590",fire_modes,"1,3,-1",,,,,,,,,,,,,,,,,,,,,,
up_sect_fiftha_svu,weapon,PDM_disp_accel_factor,"-0.3",PDM_disp_base,"-0.2",PDM_disp_vel_factor,"-0.3",cost,"4660",crosshair_inertion,"-0.5",inv_weight,"-0.12",value,"10",,,,,,,,,,,,,,,,,,
up_sect_fiftha_tt33,weapon,cost,"1510",inv_weight,"0.03",rpm,"28",value,"10",,,,,,,,,,,,,,,,,,,,,,,,
up_sect_fiftha_ump45,weapon,cam_dispersion,"-0.12",cam_dispersion_inc,"0",cam_step_angle_horz,"-0.095",cost,"3460",inv_weight,"0.15",value,"-10",zoom_cam_dispersion,"-0.09",zoom_cam_dispersion_inc,"0",zoom_cam_step_angle_horz,"-0.09",,,,,,,,,,,,,,
up_sect_fiftha_usp,weapon,cost,"1580",inv_weight,"0.05",silencer_name,"wpn_sil_45",silencer_status,"2",silencer_x,"84",silencer_y,"-14",snd_silncer_shot,"weapons\usp\usp_shot_sil",,,,,,,,,,,,,,,,,,
up_sect_fiftha_usp_match,weapon,cost,"1580",inv_weight,"0.05",silencer_name,"wpn_sil_gemtech",silencer_status,"2",silencer_x,"86",silencer_y,"-13",snd_silncer_shot,"weapons\usp\usp_shot_sil",,,,,,,,,,,,,,,,,,
up_sect_fiftha_val,weapon,cam_dispersion,"-0.038",cam_dispersion_inc,"0",cam_step_angle_horz,"-0.025",cost,"4890",fire_modes,"1,3,-1",,,,,,,,,,,,,,,,,,,,,,
up_sect_fiftha_vsk94,weapon,cam_dispersion,"-0.038",cam_dispersion_inc,"0",cam_step_angle_horz,"-0.025",cost,"4890",fire_modes,"1,3,-1",,,,,,,,,,,,,,,,,,,,,,
up_sect_fiftha_vz61,weapon,cost,"1260",inv_weight,"0.02",silencer_name,"wpn_sil_9mm",silencer_status,"2",silencer_x,"79",silencer_y,"-13",snd_silncer_shot,"weapons\mp5\mp5_shot_sil",,,,,,,,,,,,,,,,,,
up_sect_fiftha_walther,weapon,cost,"1270",silencer_name,"wpn_sil_9mm",silencer_status,"2",silencer_x,"59",silencer_y,"-14",value,"0",,,,,,,,,,,,,,,,,,,,
up_sect_fifthc_ak101,weapon,cost,"4840",inv_weight,"0.1",rpm,"45",value,"5",,,,,,,,,,,,,,,,,,,,,,,,
up_sect_fifthc_ak74,weapon,ammo_class,"ammo-5.56x45-fmj;ammo-5.56x45-fmj;ammo-5.56x45-fmj;ammo-5.56x45-ss190;ammo-5.56x45-ss190;ammo-5.56x45-ss190;ammo-5.56x45-ap;ammo-5.56x45-ap;ammo-5.56x45-ap",condition_queue_shot_dec,"0.0001",condition_shot_dec,"0.0001",cost,"4680",inv_weight,"0.15",misfire_end_prob,"0.005",misfire_start_prob,"0.0005",value,""5.56x45"",,,,,,,,,,,,,,,,
up_sect_fifthc_ak74m,weapon,ammo_class,"ammo-5.56x45-fmj;ammo-5.56x45-fmj;ammo-5.56x45-fmj;ammo-5.56x45-ss190;ammo-5.56x45-ss190;ammo-5.56x45-ss190;ammo-5.56x45-ap;ammo-5.56x45-ap;ammo-5.56x45-ap",condition_queue_shot_dec,"0.0001",condition_shot_dec,"0.0001",cost,"4680",inv_weight,"0.15",misfire_end_prob,"0.005",misfire_start_prob,"0.0005",value,""5.56x45"",,,,,,,,,,,,,,,,
up_sect_fifthc_akm,weapon,cost,"3590",inv_weight,"0.06",rpm,"48",value,"10",,,,,,,,,,,,,,,,,,,,,,,,
up_sect_fifthc_aug,weapon,PDM_disp_accel_factor,"-0.15",PDM_disp_base,"-0.05",PDM_disp_vel_factor,"-0.15",cost,"4890",crosshair_inertion,"-0.6",inv_weight,"0.1",value,"15",,,,,,,,,,,,,,,,,,
up_sect_fifthc_beretta,weapon,ammo_class,"ammo-9x18-fmj;ammo-9x18-fmj;ammo-9x18-fmj;ammo-9x18-pmm;ammo-9x18-pmm;ammo-9x18-pmm;ammo-9x18-ap;ammo-9x18-ap;ammo-9x18-ap",condition_queue_shot_dec,"0.00014",condition_shot_dec,"0.00014",cost,"2860",misfire_end_prob,"0.008",misfire_start_prob,"0.0008",value,""9x18"",,,,,,,,,,,,,,,,,,
up_sect_fifthc_bizon,weapon,PDM_disp_accel_factor,"-0.45",PDM_disp_base,"-0.35",PDM_disp_vel_factor,"-0.45",ammo_class,"ammo-7.62x25-p;ammo-7.62x25-p;;ammo-7.62x25-ps;ammo-7.62x25-ps;ammo-7.62x25-ps",ammo_elapsed,"-29",ammo_mag_size,"-29",cam_dispersion,"-0.044",cam_dispersion_inc,"0",cam_step_angle_horz,"-0.122",cost,"4670",inv_weight,"0.1",rpm,"70",value,""7.62x25"",zoom_cam_dispersion,"-0.037",zoom_cam_dispersion_inc,"0",zoom_cam_step_angle_horz,"-0.117"
up_sect_fifthc_cz75,weapon,ammo_class,"ammo-9x18-fmj;ammo-9x18-fmj;ammo-9x18-fmj;ammo-9x18-pmm;ammo-9x18-pmm;ammo-9x18-pmm;ammo-9x18-ap;ammo-9x18-ap;ammo-9x18-ap",condition_queue_shot_dec,"0.00012",condition_shot_dec,"0.00012",cost,"2950",misfire_end_prob,"0.008",misfire_start_prob,"0.0008",value,""9x18"",,,,,,,,,,,,,,,,,,
up_sect_fifthc_fort,weapon,ammo_class,"ammo-9x19-fmj;ammo-9x19-fmj;ammo-9x19-fmj;ammo-9x19-pbp;ammo-9x19-pbp;ammo-9x19-pbp;ammo-9x19-ap;ammo-9x19-ap;ammo-9x19-ap",condition_queue_shot_dec,"0.00022",condition_shot_dec,"0.00022",cost,"1930",inv_weight,"0.05",misfire_end_prob,"0.008",misfire_start_prob,"0.0008",value,""9x19"",,,,,,,,,,,,,,,,
up_sect_fifthc_galil,weapon,ammo_class,"ammo-7.62x39_fmj;ammo-7.62x39_fmj;ammo-7.62x39_fmj;ammo-7.62x39_ap;ammo-7.62x39_ap;ammo-7.62x39_ap",condition_queue_shot_dec,"5e-05",condition_shot_dec,"5e-05",cost,"4380",misfire_end_prob,"0.005",misfire_start_prob,"0.0005",value,""7.62x39"",,,,,,,,,,,,,,,,,,
up_sect_fifthc_glock,weapon,ammo_class,"ammo-9x18-fmj;ammo-9x18-fmj;ammo-9x18-fmj;ammo-9x18-pmm;ammo-9x18-pmm;ammo-9x18-pmm;ammo-9x18-ap;ammo-9x18-ap;ammo-9x18-ap",condition_queue_shot_dec,"0.00015",condition_shot_dec,"0.00015",cost,"2950",misfire_end_prob,"0.008",misfire_start_prob,"0.0008",value,""9x18"",,,,,,,,,,,,,,,,,,
up_sect_fifthc_glock_auto,weapon,PDM_disp_accel_factor,"-0.3",PDM_disp_base,"-0.2",PDM_disp_vel_factor,"-0.3",cost,"2580",crosshair_inertion,"-1",inv_weight,"0.1",value,"25",,,,,,,,,,,,,,,,,,
up_sect_fifthc_hpsa,weapon,ammo_class,"ammo-9x18-fmj;ammo-9x18-fmj;ammo-9x18-fmj;ammo-9x18-pmm;ammo-9x18-pmm;ammo-9x18-pmm;ammo-9x18-ap;ammo-9x18-ap;ammo-9x18-ap",condition_queue_shot_dec,"0.00014",condition_shot_dec,"0.00014",cost,"2260",misfire_end_prob,"0.008",misfire_start_prob,"0.0008",value,""9x18"",,,,,,,,,,,,,,,,,,
up_sect_fifthc_kiparis,weapon,ammo_class,"ammo-9x19-fmj;ammo-9x19-fmj;ammo-9x19-fmj;ammo-9x19-pbp;ammo-9x19-pbp;ammo-9x19-pbp;ammo-9x19-ap;ammo-9x19-ap;ammo-9x19-ap",bullet_speed,"60",condition_queue_shot_dec,"0.00013",condition_shot_dec,"0.00013",cost,"3350",inv_weight,"0.11",misfire_end_prob,"0.008",misfire_start_prob,"0.0008",value,""9x19"",,,,,,,,,,,,,,
up_sect_fifthc_l85,weapon,ammo_class,"ammo-5.45x39-fmj;ammo-5.45x39-fmj;ammo-5.45x39-fmj;ammo-5.45x39-ep;ammo-5.45x39-ep;ammo-5.45x39-ep;ammo-5.45x39-ap;ammo-5.45x39-ap;ammo-5.45x39-ap",condition_queue_shot_dec,"0.0001",condition_shot_dec,"0.0001",cost,"4780",misfire_end_prob,"0.005",misfire_start_prob,"0.0005",value,""5.45x39"",,,,,,,,,,,,,,,,,,
up_sect_fifthc_m249,weapon,PDM_disp_accel_factor,"-0.5",PDM_disp_base,"-0.2",PDM_disp_vel_factor,"-0.5",cost,"6860",crosshair_inertion,"-1.5",inv_weight,"-0.08",value,"25",,,,,,,,,,,,,,,,,,
