Translation Key,Translated Value
ammo-5.45x39-ap,Патроны 5,45x39 мм БП
exo_dolg_red_outfit_name,ПСЗ-10Дм «Звероборец»
st_metalcan_powder,Баллончик с порошком
st_trigger_components_6,УСМ куркового типа [Р]
svoboda_heavy_outfit_2_name,Комбинезон «Страж свободы» М2
novice_outfit_tourist_name,Куртка туриста
stalker_salamander_outfit_name,Комбинезон «Ящер»
st_prt_o_fabrics_3,Прочный текстиль
exo_wood_outfit_name,ТБ-1 «Лес»
st_recipe_expert_4,Техническое руководство (ч. 4)
st_upgr_w_dispersion,Компоненты балансировки
st_wpn_bm16,Обрез ТОЗ-66
st_rank_trainee,начинающий
svoboda_exo_outfit_name,Экзоскелет «Бастион свободы»
st_helm_metro,Шлем-противогаз ПД
st_gas_tube_6,Газовая трубка [А|В][НАТО]
st_wpn_mp5_alt,MP5A3 (Альтернативный)
st_prt_i_capacitors,Коробка конденсаторов
st_wpn_svt40_modern,Модернизированная СВТ-40
ammo-7.62x54_7n14,Патроны 7,62x54 мм 7Н14
st_upgr_w_grenade_mount,Крепления подствольных гранатомётов
st_rank_veteran,ветеран
st_af_baloon_name,«Пузырь»
st_wpn_toz34_obrez_decor,Украшенный обрез ТОЗ-34
st_data_export_restore_bleeding_max,пїЅпїЅпїЅпїЅпїЅпїЅ пїЅпїЅпїЅпїЅпїЅпїЅпїЅпїЅпїЅпїЅ пїЅпїЅпїЅ
isg_exo_outfit_name,Экзоскелет ИИГ
st_protein,Протеиновый батончик
st_radio,Переносное радио
st_af_oasis_heart_name,«Сердце Оазиса»
st_wpn_m16,M16A4
st_synthrope,Два синтетических каната
monolith_exolight_outfit_name,Тяжёлый бронекостюм «Монолита»
st_wpn_toz34_decor,Украшенный ТОЗ-34
ui_inv_rate_of_fire,Темп огня
st_drug_radioprotector,Радиопротектор
st_itm_mapkit_3,Карта аномалий (Рыжий лес)
st_af_dummy_dummy_name,«Панцирь»
st_af_grapes_name,«Виноград»
st_af_surge_up_name,Токоограничительный микрореактор
st_recipe_advanced_1,Руководство по механике (ч. 1)
st_wpn_galil_modern,Модернизированный Galil AR
st_stalker_letter_1_of_2_name,Мемуары (часть 1 из 2)
st_af_cristall_name,«Кристалл»
st_wpn_aug_merc,Модифицированная Steyr AUG A1
st_wpn_gsh18,ГШ-18
st_mine_name,Осколочная противопехотная мина
ui_st_rank,Ранг
st_data_export_eat_alcohol,пїЅпїЅпїЅпїЅпїЅпїЅпїЅпїЅ
st_rank_gauss,пїЅпїЅпїЅпїЅпїЅ пїЅ пїЅпїЅпїЅпїЅпїЅ-пїЅпїЅпїЅпїЅпїЅпїЅ
st_wpn_vintorez_alt,ВСС «Винторез» (Альтернативный)
st_grenade_smoke,Дымовая граната
st_data_export_falloff,пїЅпїЅпїЅпїЅпїЅпїЅпїЅ пїЅпїЅпїЅпїЅпїЅ
st_itm_backpack_name,Полевой рюкзак
lttz_ll_wpn_gauss_quest_name,«Изделие №62»
st_sausage,Копчёная колбаса
st_bolt_carrier_4,Продольно-скользящий затвор с запиранием перекосом
bandit_exo_outfit_name,Украденный экзоскелет
st_wpn_sig550_strelok,SIG SG550 «Arrow»
st_af_fireball_name,«Огненный шар»
st_upgr_o_carry,Система креплений для распределения нагрузки
st_wpn_umirotvoritel,Неопознанное оружие
helm_ranger,Противогаз ГП-10Р
st_wpn_rpk,РПК
st_af_bracelet_name,«Браслет»
st_wpn_lr300_camo,Камуфлированная LR-300ML
st_mint,Мятные конфеты «Altoids»
st_wpn_toz194,ТОЗ-194
st_gloves,Кожаные перчатки
st_wpn_sig552,SIG SG552 Commando
st_wpn_usp_nimble,USP «Марш»
merc_nighthunter_outfit_name,Бронежилет наёмников «Ночной хищник»
exo_dolg_urban_outfit_name,ПСЗ-10г «Боевая защита»
st_wpn_mossberg590,Mossberg 590A1
st_wpn_l85_custom,Заказная L85A1
st_upgr_o_damage,Компенсационные бронепластины
st_af_fire_name,«Пламя»
st_wpn_svu_alt,ОЦ-03 СВУ (Альтернативная)
st_af_dummy_battery_name,«Батарейка»
st_wpn_vz61,Skorpion vz.61
csky_light_novice_outfit_name,Бронежилет ЧН-1а
military_exo_outfit_name,Армейский экзоскелет
svoboda_novice_outfit_name,Куртка «Свободы»
st_af_full_empty_name,«Полная Пустышка»
killer,Наёмники
st_prt_o_ballistic_14,Самодельные бронепластины из полиэтилена
st_itm_mapkit_9,Карта аномалий (Агропром)
csky_light_outfit_name,Бронежилет ЧН-2а
exolight_outfit_name,Тяжёлый бронекостюм
st_rope,Верёвка
dolg_scientific_outfit_name,ПС5-9Мд «Универсальная защита»
st_joint,Косяк конопли
st_wpn_aek971_camo,AEK-971 с камуфляжем «Долга»
st_broken_detector,Сломанный детектор
svoboda_light_outfit_name,Комбинезон «Ветер свободы»
nbc_outfit_name,Комбинезон РХБЗ
ammo-7.62x25-ps,Патроны 7,62x25 мм Пст
st_af_grid_up_name,Титановый элемент каркаса
st_af_electra_moonlight_name,«Лунный свет»
st_data_export_outfit_artefact_count_max,пїЅпїЅпїЅпїЅпїЅпїЅпїЅпїЅпїЅпїЅпїЅпїЅ пїЅпїЅпїЅ-пїЅпїЅ пїЅпїЅпїЅпїЅпїЅпїЅ
ui_inv_outfit_artefact_count,Кол-во слотов
st_af_ring_name,«Белый обруч»
BR,BR
st_data_export_heavy_attack_power,пїЅпїЅпїЅпїЅ пїЅпїЅпїЅпїЅпїЅпїЅпїЅ пїЅпїЅпїЅпїЅпїЅ
st_data_export_light_attack_power,пїЅпїЅпїЅпїЅ пїЅпїЅпїЅпїЅпїЅпїЅ пїЅпїЅпїЅпїЅпїЅ
stalker_autumn_outfit_name,Комбинезон «Лесная заря»
renegade_exo_outfit_name,Экзоскелет ренегатов
renegademerc_outfit_name,Лёгкий комбинезон ренегатов
st_detector3,Детектор «Велес»
st_barrel_8,Ствол [А] 5.45мм
dolg_novice_outfit_name,Куртка «Долга»
st_wpn_tt33,TT-33
nbc_freedom_outfit_name,Комбинезон «Хранитель свободы»
st_grenade_thermite,Термитная граната
st_af_aac_name,Прикладной контейнер артефактов (пустой)
st_prop_restore_health,Восстановление здоровья
exo_merc_grass_outfit_name,ТБ-1 наёмников «Саванна»
svoboda_scientific_outfit_name,Комбинезон «Искатель свободы»
trenchcoat_green_outfit_name,Тяжёлый зелёный плащ
isg_merc_outfit_name,Тактический бронежилет ИИГ Mk.2
merc_scientific_outfit_name,Научный комбинезон наёмников
military_freedom_outfit_name,Бронекостюм «СКАТ-9» «Свободы»
st_wpn_colt1911_duty,Colt M1911 с камуфляжем «Долга»
st_ecologist_outfit_white_name,ССП-99 «Алмаз»
st_wpn_fn57,FN Five-seveN
st_mirror,Телескопическое зеркало
exo_outfit_name,Экзоскелет
st_batteries,Набор батареек
merc_sunset_outfit_name,Лёгкий комбинезон «Закат»
st_wpn_mp5sd,MP5SD6
st_wpn_m16a2,M16A2
military_merc_outfit_name,Бронекостюм «СКАТ-9» наёмников
merc_jackal_outfit_name,Лёгкий тактический костюм «Шакал»
dolg_heavy_redline_outfit_name,ПСЗ-9Кл «Щит "Долга"»
st_itm_expertkit_name,Инструменты для калибровки
monolith_proto_exo_outfit_name,Комбинезон «Монолита» с протоэкзоскелетом
monolith_outfit_name,Комбинезон «Монолита»
bandit_sun_outfit_name,Тактический комбинезон «Вечерняя заря»
st_prt_w_p_spring_3,Возвратная пружина .45
dolg_exolight_outfit_name,ПСЗ-10Д «Тяжёлая защита»
csky_novice_outfit_name,Кожаная куртка «Чистого неба»
ui_inv_outfit_power_restore,Выносливость
st_wpn_ump45,UMP-45
hybrid_outfit_name,Гибридный бронекостюм
stalker_predator_outfit_name,Комбинезон «Охотник»
cs_stalker_outfit_name,Комбинезон ЧН-2б
st_wpn_sig220,SIG P220
st_survival_kit,Малый комплект выживания
st_wpn_fnp45_custom,Заказной FNP-45
st_knife_hunting,Охотничий нож
dolg_proto_exo_outfit_name,Комбинезон ПС5-М с протоэкзоскелетом
st_stim_scientic,Экспериментальный научный стимулятор
st_af_star_phantom_name,«Призрачная звезда»
st_gas_tube_5,Газовая трубка [А|В][Россия]
st_wpn_fal,FN FAL
st_af_ice_name,«Снежинка»
military_proto_exo_outfit_name,Бронекостюм «СКАТ-9» с протоэкзоскелетом
st_prt_i_paper,Листы бумаги
st_bolt_14,Роликовая личинка [А|ПП]
st_vodka_quality,Водка «Столичная»
st_wpn_bm16_alt,Улучшенный Обрез ТОЗ-66
st_steel_wool,Стальная пряжа
st_shovel_mili,Сапёрная лопатка
pda_encyclopedia_name,Название
isg_scientific_outfit_name,Научный комбинезон ИИГ
st_data_export_power_restore_max,пїЅпїЅпїЅпїЅпїЅпїЅ пїЅпїЅпїЅпїЅпїЅпїЅпїЅпїЅпїЅпїЅпїЅпїЅпїЅпїЅ пїЅпїЅпїЅпїЅпїЅпїЅпїЅпїЅпїЅпїЅпїЅпїЅ
ui_inv_outfit_fire_wound_protection,Баллист. защита
csky_medium_outfit_name,Бронежилет ЧН-3а
stalker_tigerstripe_outfit_name,Комбинезон с тигровыми полосами
ammo-7.62x54-ap,Патроны 7,62x54 мм ПП
st_af_death_lamp_name,«Смерть-лампа»
st_medkit_science,Научная аптечка
st_wpn_ak74u,АКС-74У
st_beans,Тушёная фасоль
st_sleepingpills,Таблетки 027-R
st_drug_coagulant,«Барвинок» (Привозной)
st_prt_o_ballistic_15,Слои из углеродных нанотрубок с тканью «Кевлар 49»
st_af_geliy_name,«Гелий»
st_helm_respirator,Противогаз ПБФ
merc_combat_scientific_outfit_name,Комбинезон наёмников «Исследователь»
st_wpn_mp5,MP5A3
st_data_export_restore_radiation,пїЅпїЅпїЅпїЅпїЅпїЅпїЅпїЅпїЅпїЅпїЅпїЅпїЅпїЅ пїЅпїЅ пїЅпїЅпїЅпїЅпїЅпїЅпїЅпїЅ
st_barrel_5,Ствол [В] 7.92мм
st_wpn_groza_nimble,ОЦ-14-1А «Гроза-1»
st_wpn_k98,Karabiner 98 Kurz
ammo-11.43x23-hydro,Патроны .45 ACP Hydra-shock
st_letter_mercenary_name,Записка наёмника
csky,«Чистое небо»
st_knife_needle,Нож НР-40
st_data_export_disassemble_result,пїЅпїЅпїЅпїЅпїЅпїЅпїЅпїЅпїЅ
st_meat_psysucker,Гуляш из пси-кровососа
st_upgr_w_scope_mount,Крепления для оптических прицелов
ammo-gauss,Аккумуляторы
st_wpn_vssk,ВССК «Выхлоп»
st_recipe_expert_1,Техническое руководство (ч. 1)
st_wpn_gsh18_custom,Заказной ГШ-18
st_meat_lurker,Отбивные из кикиморы
st_bolt_carrier_9,Колодка от курковки [Р]
st_ecologist_report_1_of_3_name,Добытые сведения о ходячих мертвецах, доклад 39В изм.2 (часть 1 из 3)
st_flask,Очищенная вода
st_tomato,Консервированные томаты
st_monolithian_thoughts_name,Дневник монолитовца
bandit_scientific_outfit_name,Трофейная «СЕВА»
st_cigarettes,Сигареты «Marlboro»
st_prt_i_wood,Деревянные части
st_prop_restore_bleeding,Заживление ран
st_walkie,Рация «Walkie»
st_wpn_remington700,Remington 700
st_beer,Украинское пиво (500 мл.)
st_ecologist_report_2_of_3_name,Добытые сведения о ходячих мертвецах, доклад 39В изм.2 (часть 2 из 3)
st_wpn_rpk74,РПК-74
st_wpn_l96a1m,L96 AWSM
st_wpn_aek971,AEK-971
st_upgr_w_magazine,Комплект магазинов большой ёмкости
ui_inv_handling,Удобность
st_wpn_galil_custom,Заказной Galil AR
st_prt_o_fabrics_2,Листы синтетической ткани
st_prt_i_scrap,Металлолом
ui_inv_outfit_burn_protection,Защ. от ожога
ammo-5.56x45-ap,Патроны 5,56x45 мм EPR
st_wpn_protecta_camo,Камуфлированная Armsel Protecta
st_device_torch_nv_3_name,Налобный фонарик с ПНВ «Оракул»
st_bandage,Бинт
st_device_torch_nv_1_name,Налобный фонарик с 1ПН93-1
st_trigger_components_3,Трёхрежимный УСМ куркового типа
st_medkit,Аптечка первой помощи
st_wpn_m82,Barrett M82
st_wpn_pkm_zulus,ПКМ Зулуса
ammo-7.62x25-p,Патроны 7,62x25 мм П
st_af_black_angel_name,«Черный ангел»
st_wpn_rg6,РГ-6
st_wpn_vintorez_nimble,ВСС «Прибой»
st_wpn_svu_nimble,ОЦ-03 СВУ-A
isg_lcs_outfit_name,Лёгкий боевой комбинезон ИИГ
st_gun_oil_ru,Оружейная смазка «Русак»
st_chili,Бобы «Чили»
ammo-357-hp,Патроны .357 HP
isg_nosorog_outfit_name,Экзоскелет «Носорог» ИИГ
travel_outfit_name,Комбинезон барахольщика
st_helm_respirator_gp5,Противогаз ГП-5
st_boots,Кожаные ботинки
st_helm_cloth_mask,Тряпичная маска
st_data_export_restore_radiation_max,пїЅпїЅпїЅпїЅпїЅпїЅ пїЅпїЅпїЅпїЅпїЅпїЅпїЅпїЅпїЅпїЅпїЅпїЅпїЅпїЅ пїЅпїЅ пїЅпїЅпїЅпїЅпїЅпїЅпїЅпїЅ
st_armor_repair_fa,Набор экстренного ремонта брони
st_bolt_carrier_1,Продольно-скользящий затвор с запиранием поворотом [Россия]
st_wpn_lr300_custom,Заказная LR-300ML
st_wpn_beretta_alt,Beretta 92F (Альтернативная)
ammo-9x18-pmm,Патроны 9x18 мм +P+
st_wpn_m98b,Barrett M98B «Bravo»
cs_stalker_proto_exo_outfit_name,Комбинезон ЧН-2б с протоэкзоскелетом
st_data_export_weapon_kind_shotgun,пїЅпїЅпїЅпїЅпїЅпїЅпїЅпїЅ
st_wpn_val,АС «Вал»
st_wpn_ak74m_custom,Заказной АК-74М
st_hand_rolling_tobacco,Табачные листы
ammo-9x18-ap,Патроны 9x18 мм РГ028
cs_exolight_outfit_name,Тяжёлый бронекостюм ЧН-5
~,~
st_wpn_famas3,FAMAS F3
st_af_empty_name,«Пустышка»
ui_mm_repair,Отремонтировать
st_hide_bloodsucker_name,Кожа кровососа
st_helm_m40,Противогаз M40
ammo_12.7x55_ap,Патроны 12,7x55 мм СЦ-130 ВПС
st_energy_drink,Крепкий энергетик (250 мл.)
st_pda_3_name,КПК (Модель 3.1)
st_stim_military,Военный стимулятор
st_wpn_m4,M4A1 RAS
st_wpn_vintorez,ВСС «Винторез»
st_af_fountain_name,«Фонтан»
st_meat_chimera,«Пища охотника»
st_upgr_o_durability,Ткани и пластины из прочных материалов
st_upgr_o_burn,Огнестойкие ткани и вставки
merc_scientific_armored_outfit_name,Боевая «СЕВА» наёмников
ammo-7.62x51_ap,Патроны 7,62x51 мм НАТО AP
st_wpn_ak74_alt,АК-74 (Альтернативный)
st_data_export_sleepiness,пїЅпїЅпїЅпїЅпїЅпїЅпїЅпїЅпїЅпїЅ
st_helm_rp_bala,Балаклава
military_sky_outfit_name,Бронекостюм ЧН-4б
ui_inv_bspeed,ui_inv_bspeed
st_pda_1_name,КПК
st_prt_w_p_spring_4,Возвратная пружина 9мм [НАТО]
st_wpn_desert_eagle_modern,Модернизированный Desert Eagle
st_wpn_ak74u_camo,Камуфлированный АКС-74У
st_prt_o_retardant_13,Полибензимидазол содержащая ткань
st_wpn_gauss,Гаусс-винтовка
st_gas_tube_2,Цевьё продольно-скользящего типа [Р]
st_wpn_ppsh41_camo,Камуфлированный ППШ-41
ammo-9x19-pbp,Патроны 9x19 мм Дум-дум
st_pda_2_name,КПК (Модель 2.0)
st_wpn_mosin,Винтовка Мосина
st_bolt_carrier_3,Продольно-скользящий затвор с запиранием поворотом [НАТО]
st_af_eye_name,«Глаз»
st_medkit_army,Армейская аптечка
st_wpn_ak101_camo,Камуфлированный АК-101
st_prt_o_ballistic_3,Пластины из кевлара «К129» с композитом из поликарбоната
ammo-7.62x51_fmj,Патроны 7,62x51 мм НАТО FMJ
st_barrel_3,Ствол [К] 18.5мм
st_exo_repair_kit,Профессиональный набор для ремонта экзоскелетов
ammo-9x39-pab9,Патроны 9x39 мм СП-5
st_recipe_basic_4,Руководство по выживанию (ч. 4)
st_wpn_bm16_full,ТОЗ-66
ammo-7.62x39_fmj,Патроны 7,62x39 мм FMJ
ammo-12x70-buck,Патроны 12x70 мм Дробь
st_wpn_hk417,HK417
ace_outfit_name,Бронекостюм с ЗСД «Ас»
st_wpn_mp5_nimble,MP5A3 «Фрезер»
dolg_voin_outfit_name,ПС6-В «Универсальная защита»
st_adrenalin,Эпинефрин
st_geiger_dead,Дозиметр
st_wpn_ak74_modern,Модернизированный АК-74
st_prt_i_ammo,Составные части боеприпасов
st_wpn_mp133,MP-133
st_af_pin_name,«Булавка»
st_wpn_aug_custom,Заказная Steyr AUG A1
st_cigar2,Советские сигареты
st_wpn_cz75,CZ-75
st_wpn_scar_custom,Камуфлированный FN SCAR-H
st_wpn_toz34_obrez_custom,Заказной обрез ТОЗ-34
st_mineral_water,Минеральная вода
st_af_cristall_flower_name,«Каменный цветок»
st_ied,Самодельное взрывное устройство (Химическое)
ammo-9x39-ap,Патроны 9x39 мм СП-6
st_wpn_colt1911_merc,Colt M1911 с камуфляжем наёмников
st_wpn_aug_a3,Steyr AUG A3
st_wpn_m249,M249 SAW
st_recipe_advanced_4,Руководство по механике (ч. 4)
st_wpn_colt1911_alt,Colt M1911 (Альтернативный)
st_data_export_fragments,пїЅпїЅпїЅпїЅпїЅпїЅпїЅпїЅпїЅ
st_wpn_ak103,АК-103
st_hide_psysucker_name,Кожа пси-кровососа
ammo-9x19-fmj,Патроны 9x19 мм FMJ
st_af_elektron_name,«Электрон»
st_hide_burer_name,Кожа бюрера
st_kolbasa,Упаковка старого мяса
st_equ_touristpack_name,Туристический рюкзак
ecolog,Учёные
st_glucose_s,Малая инъекция глюкозы
st_wpn_colt1911_modern,Модернизированный Colt M1911
st_af_atom_name,«Атом»
ammo-5.56x45-ss190,Патроны 5,56x45 мм EP
ammo-12x70-buck_self,Самодельная 12x70 мм Дробь
st_af_bat_name,«Летучая мышь»
st_wpn_fn2000_camo,Камуфлированный FN F2000
ammo-9x18-fmj,Патроны 9x18 мм FMJ
helm_ppm88,Противогаз ППМ-88
st_wpn_l85,L85A1
st_wpn_lr300,LR-300ML
st_wpn_m79,M79
st_wpn_vz61_camo,Камуфлированный Skorpion vz.61
st_wpn_9a91,9A-91
st_vodka,Водка «Nemiroff»
st_wpn_m4a1_custom,Заказная M4A1
st_wpn_svd,СВД
st_wpn_l85a2_custom,Заказная L85A2
st_wpn_ak74m_duty,АК-74М с камуфляжем «Долга»
st_hide_psy_dog_name,Мех псевдособаки
st_bolt_4,Поворотная личинка [2 упора][В]
st_wpn_ak104,АК-104
st_prop_weight,Масса
st_wpn_m4a1_freedom,M4A1 с камуфляжем «Свободы»
st_data_export_stash_type_common,пїЅпїЅпїЅпїЅпїЅпїЅпїЅ
st_af_cooler_up_name,Графеновый модуль
ammo-4.6x30-fmj,Патроны 4.6x30 мм FMJ
st_wpn_rp,ПКМ
st_kit_hunt,Охотничий рюкзак
st_wpn_g3,G3A3
st_detector1,Детектор «Отклик»
st_af_electra_sparkler_name,«Бенгальский огонь»
st_grooming,Набор для стрижки
st_analgetic,Диклофенак натрия
st_vodka2,Водка «Путинка»
bandit,Бандиты
st_wpn_sks_modern,Модернизированный СКС-45
st_prt_o_ballistic_2,Пластины из кевлара «Protera» с укреплёнными керамическими вставками
st_wpn_scar,FN SCAR-H
st_prt_i_resistors,Коробка резисторов
st_bolt_8,Вращающаяся личинка [6 упоров][А]
st_af_zhelch_name,«Рубец»
st_prt_o_ballistic_13,Лёгкие бронепластины из полиэтилена
st_prt_o_ballistic_18,Армированные слои из полиэтиленового волокна
st_bolt_16,Ударник с боевой пружиной [ПП][НАТО]
st_wpn_walther_custom,Заказной Walther P99
st_prt_o_ballistic_5,Стальные пластины и пластины из кевлара «AP»
st_af_sun_name,«Солнце»
st_data_export_projectiles,пїЅпїЅпїЅпїЅпїЅпїЅпїЅ
st_flashlight_broken,Разбитый фонарь
st_prt_o_retardant_11,Слои алюминизированной защитной ткани
st_wpn_fort,Форт-17
st_prt_o_retardant_12,Алюминизированные ткани из стекловолокна
st_af_signet_name,«Перстень»
st_af_black_name,«Осколок Монолита»
st_prt_o_retardant_20,Атласные ткани с изоляцией из стекловолокна
st_prt_o_retardant_3,Обработанные нПВХ ткани «Класса B»
st_wpn_vepr12,Вепрь-12 «Молот»
st_prt_o_retardant_7,Изоляционная магниевая сетка и вставки
st_barrel_10,Ствол [П] 7.62мм
st_data_export_eat_health_change,пїЅпїЅпїЅпїЅпїЅпїЅпїЅпїЅпїЅ пїЅпїЅпїЅпїЅпїЅпїЅпїЅпїЅ
st_wpn_usp_match,USP Match
st_gas_tube_7,Газовая трубка [П]
st_bolt_12,Курки от курковки [Р]
st_gas_tube_9,Эжектор от бокфлинта [Р]
ammo-gauss_cardan,Самодельные аккумуляторы
merc_fighter_outfit_name,Лёгкий комбинезон «Истребитель»
st_bolt_carrier_11,Продольно-скользящий свободный затвор [ПП]
st_bolt_carrier_2,Продольно-скользящий затвор с запиранием поворотом [Россия]
st_letter_stalker_letter_3_name,Письмо Николаю
st_bolt_carrier_7,Затвор рычажного типа с запиранием клином
st_itm_mapkit_4,Карта аномалий (Мёртвый город)
st_bolt_15,Ударник с боевой пружиной [ПП]
st_wpn_galil,Galil AR
st_meinkampf,«Моя борьба»
st_wpn_sig550_custom,Заказной SIG SG550
st_wpn_akm,АКМ
st_af_freon_up_name,Улучшенный фреоновый охладитель
st_wpn_beretta,Beretta 92F
st_roubles,Рубли
st_barrel_7,Ствол [А|В] 7.62мм
st_data_export_impulse,пїЅпїЅпїЅпїЅпїЅпїЅпїЅ
st_prt_o_retardant_8,Усиленная изоляционная сетка из оксида магния
st_gas_tube_4,Газовая трубка [АС|ПП]
dolg_exo_outfit_name,ПСЗ-10Д «Механизированная защита»
st_prt_w_p_barrel_5,Ствол 7.62 мм
st_matches,Набор для розжига
st_upgr_w_firemode,Набор УСМ
st_meat_pseudodog,Отбивная из псевдособаки
st_wpn_ak12,АК-12
st_upgr_w_muffle,Компоненты для наружной резьбы ствола
st_upgr_w_recoil,Дополнительные газовые поршни
st_upgr_cost,Стоимость
ecologist_guard_outfit_name,Комбинезон «Искра»
st_welding_goggles,Сварочные очки
novice_outfit_name,Кожаная куртка
st_wpn_toz34_custom,Заказной ТОЗ-34
st_data_export_is_backpack,пїЅпїЅпїЅпїЅпїЅпїЅ
st_detector8,Прибор для измерения аномальной активности
pda_encyclopedia_tier,Уровень
st_upgr_w_inertion,Эргономичные ресиверы разной формы
st_detector9,RF-ресивер
st_glue_b,Тюбик клея «Звезда»
st_detector4,Прототип детектора «Сварог»
st_device_flashlight,Ручной фонарь
st_wpn_spas12_custom,Заказной SPAS-12
ammo-7.62x54-r,Патроны 7,62x54 мм R
st_data_export_weapon_kind_sniper,пїЅпїЅпїЅпїЅпїЅпїЅпїЅпїЅпїЅпїЅпїЅ пїЅпїЅпїЅпїЅпїЅпїЅпїЅпїЅ
st_solvent,Чистящий растворитель «Nо.9»
st_meat_bloodsucker,Гуляш из кровососа
ammo-7.62x39_ap,Патроны 7,62x39 мм M43
monolith_scientific_outfit_name,Научный комбинезон «Монолита»
st_itm_mapkit_1,Карта аномалий (Армейские склады)
st_wpn_rpd,РПД
st_wpn_aug_modern,Модернизированная Steyr AUG A1
st_tobacco,Российский табак
st_ecologist_report_3_of_3_name,Добытые сведения о ходячих мертвецах, доклад 39В изм.2 (часть 3 из 3)
st_prt_i_plastic,Полиэтиленовая плёнка
mutant_snork_hand,Рука снорка
st_monolith_prayer_1_of_3_name,Молитва Монолиту (часть 1 из 3)
st_monolith_prayer_3_of_3_name,Молитва Монолиту (часть 3 из 3)
st_data_export_from,пїЅпїЅ
st_prt_o_ballistic_16,Слои из углеродных нанотрубок с тканью «Кевлар 29» (Укреп.)
st_stalker_letter_2_of_2_name,Мемуары (часть 2 из 2)
st_bolt_13,Поворотная личинка [2 упора][А][НАТО]
st_hide_pseudogiant_name,Шкура псевдогиганта
st_wpn_beretta_modern,Модернизированная Beretta 92F
st_wpn_val_modern,Модернизированный АС «Вал»
st_jar,Пластиковая банка
st_itm_mapkit_6,Карта аномалий (Окрестности «Юпитера»)
st_wpn_l96a1,L96A1
st_device_torch_name,Налобный фонарик
st_wpn_mp5sd_new,Новый MP5SD6
st_device_torch_nv_2_name,Налобный фонарик с ПН21КЛ
mutant_tushkano_meat,Мясо тушкана
st_wpn_spas12_nimble,Модернизированный SPAS-12
st_helm_battle,Шлем «Сфера М12»
ammo-5.7x28-ss190,Патроны 5.7х28 мм SS190
st_wpn_sig220_nimble,SIG P220 «Альпиец»
isg,ИИГ
zombied,Зомбированные
st_rank_professional,профи
st_wpn_fnx45_alt,FNX-45 Tactical (Альтернативный)
st_shovel_old,Металлическая лопата
st_barrel_2,Ствол [Р] 18.5мм
st_rank_sniper,пїЅпїЅпїЅпїЅпїЅ пїЅпїЅ пїЅпїЅпїЅпїЅпїЅпїЅпїЅпїЅпїЅпїЅпїЅ пїЅпїЅпїЅпїЅпїЅпїЅпїЅпїЅпїЅ
st_glue_a,Тюбик клея «Tur»
st_wpn_wa2000,Walther WA 2000
st_wpn_cz75_auto,CZ-75 Automatic
st_conserva,Рыбные консервы
st_trigger_components_4,Однорежимный УСМ ударникового типа
merc_coyote_outfit_name,Средний тактический костюм «Койот»
trenchcoat_outfit_name,Плащ
st_helm_bandana,Бандана
greh_armored_camo_outfit_name,Противоосколочная броня «Ирий»
st_wpn_ak74m_pk-a,АК-74М «ПК-А»
dolg_heavy_outfit_name,ПСЗ-9д «Броня "Долга"»
st_af_kogot_name,«Коготь»
st_prt_o_ballistic_12,Усиленные пластины из кевлара «К119»
st_wpn_m24,M24 SWS «Green Dragon»
st_ecologist_outfit_orange_name,ССП-99 «Эколог»
st_corn,Консервированная кукуруза
isg_proto_exo_outfit_name,Комбинезон ИИГ с протоэкзоскелетом
st_recipe_advanced_3,Руководство по механике (ч. 3)
monolith_nosorog_outfit_name,Экзоскелет «Носорог» «Монолита»
military_exolight_outfit_name,Тяжёлый армейский бронекостюм
specops_bandit_outfit_name,«Берилл-5М» дезертира
exo_dolg_outfit_name,ПСЗ-10Дм «Тяжёлая защита»
greh_trenchcoat_outfit_name,Тяжёлый плащ «Греха»
st_lead_box_name,СИМК (Пустой)
st_wpn_vz61_alt,Skorpion vz.61 (Альтернативный)
st_ecologist_outfit_red_name,ССП-99М «Рубин»
st_wpn_vsk94,ВСК-94
military_bandit_outfit_name,Трофейный бронекостюм «СКАТ-9»
st_bolt_1,Клин затвора [Р]
st_porn2,Украинский журнал «MAXIM»
st_wpn_ppsh41_new,Модернизированный ППШ-41
st_caffeine,Таблетки кофеина
bandit_scientific_dark_outfit_name,Кустарный комбинезон с ЗСД
st_trigger_components_5,Двухрежимный УСМ ударникового типа
army_outfit_name,Армейский бронежилет
st_wpn_l85a2_modern,Модернизированная L85A2
st_wpn_g36k,G36K
st_meat_tushkano,Жареный тушкан
st_prt_o_fabrics_1,Листы ткани
