~,st_class,st_ui_dbg_spawn_type,pda_encyclopedia_name,st_data_export_description,st_prop_weight,st_upgr_cost,st_data_export_max_uses
af_rusty_sea,ARTEFACT,i_arty,af_rusty_sea_urchin,st_af_rusty_sea_urchin_descr,0.43,52560,
af_rusty_thorn,ARTEFACT,i_arty,af_rusty_thorn,st_af_rusty_thorn_descr,0.41,22715,
af_sandstone,ARTEFACT,i_arty_junk,st_af_sandstone_name,st_af_sandstone_descr,2.22,19800,
af_serofim,ARTEFACT,i_arty_junk,st_af_serofim_name,st_af_serofim_descr,0.60,9800,
af_signet,ARTEFACT,i_arty_junk,st_af_signet_name,st_af_signet_descr,0.60,11800,
af_skull_miser,ARTEFACT,i_arty_junk,st_af_skull_miser_name,st_af_skull_miser_descr,0.32,7800,
af_soul,ARTEFACT,i_arty,st_af_soul_name,st_af_soul_descr,1.34,26200,
af_soul_af_aac,SCRPTART,i_arty_cont,st_af_soul_af_aac_name,st_af_soul_af_aac_descr,3.95,0,
af_soul_af_aam,SCRPTART,i_arty_cont,st_af_soul_af_aam_name,st_af_soul_af_aam_descr,4.27,0,
af_soul_af_iam,SCRPTART,i_arty_cont,st_af_soul_af_iam_name,st_af_soul_af_iam_descr,3.62,0,
af_soul_lead_box,II_ATTCH,i_arty_cont,st_af_soul_lead_box_name,st_af_soul_lead_box_descr,3.33,0,
af_spaika,ARTEFACT,i_arty_junk,st_af_spaika_name,st_af_spaika_descr,1.50,19200,
af_sponge,ARTEFACT,i_arty,st_af_sponge_name,st_af_sponge_descr,2.25,30320,
af_sponge_af_aac,SCRPTART,i_arty_cont,st_af_sponge_af_aac_name,st_af_sponge_af_aac_descr,3.82,0,
af_sponge_af_aam,SCRPTART,i_arty_cont,st_af_sponge_af_aam_name,st_af_sponge_af_aam_descr,3.56,0,
af_sponge_af_iam,SCRPTART,i_arty_cont,st_af_sponge_af_iam_name,st_af_sponge_af_iam_descr,4.07,0,
af_sponge_lead_box,II_ATTCH,i_arty_cont,st_af_sponge_lead_box_name,st_af_sponge_lead_box_descr,3.49,0,
af_star_phantom,ARTEFACT,i_arty_junk,st_af_star_phantom_name,st_af_star_phantom_descr,4.09,19000,
af_sun,ARTEFACT,i_arty_junk,st_af_sun_name,st_af_sun_descr,3.49,21800,
af_surge,SCRPTART,i_attach,st_af_surge_name,st_af_surge_descr,1.56,5460,
af_surge_up,SCRPTART,i_attach,st_af_surge_up_name,st_af_surge_up_descr,4.95,10220,
af_tapeworm,ARTEFACT,i_arty_junk,st_af_tapeworm_name,st_af_tapeworm_descr,0.83,12700,
af_vaselisk,ARTEFACT,i_arty,st_af_vaselisk_name,st_af_vaselisk_descr,0.50,64650,
af_vyvert,ARTEFACT,i_arty,st_af_vyvert_name,st_af_vyvert_descr,5.07,35500,
af_vyvert_af_aac,SCRPTART,i_arty_cont,st_af_vyvert_af_aac_name,st_af_vyvert_af_aac_descr,7.20,0,
af_vyvert_af_aam,SCRPTART,i_arty_cont,st_af_vyvert_af_aam_name,st_af_vyvert_af_aam_descr,7.52,0,
af_vyvert_af_iam,SCRPTART,i_arty_cont,st_af_vyvert_af_iam_name,st_af_vyvert_af_iam_descr,6.87,0,
af_vyvert_lead_box,II_ATTCH,i_arty_cont,st_af_vyvert_lead_box_name,st_af_vyvert_lead_box_descr,6.60,0,
af_zhelch,ARTEFACT,i_arty_junk,st_af_zhelch_name,st_af_zhelch_descr,0.40,16700,
akvatab,II_FOOD,i_medical,st_akvatab,st_akvatab_descr,0.01,4524,3
ammo_11.43x23_fmj,AMMO_S,w_ammo,ammo-11.43x23-fmj,ammo-11.43x23-fmj_descr,0.29,910,
ammo_11.43x23_fmj_bad,AMMO_S,w_ammo,ammo-11.43x23-fmj,ammo-11.43x23-fmj_descr,0.29,504,
ammo_11.43x23_fmj_verybad,AMMO_S,w_ammo,ammo-11.43x23-fmj,ammo-11.43x23-fmj_descr,0.29,140,
ammo_11.43x23_hydro,AMMO_S,w_ammo,ammo-11.43x23-hydro,ammo-11.43x23-hydro_descr,0.23,1596,
ammo_11.43x23_hydro_bad,AMMO_S,w_ammo,ammo-11.43x23-hydro,ammo-11.43x23-hydro_descr,0.23,882,
ammo_11.43x23_hydro_verybad,AMMO_S,w_ammo,ammo-11.43x23-hydro,ammo-11.43x23-hydro_descr,0.23,273,
ammo_12.7x55_ap,AMMO_S,w_ammo,ammo_12.7x55_ap,ammo_12.7x55_ap_descr,0.85,12500,
ammo_12.7x55_ap_bad,AMMO_S,w_ammo,ammo_12.7x55_ap,ammo_12.7x55_ap_descr,0.85,6880,
ammo_12.7x55_ap_verybad,AMMO_S,w_ammo,ammo_12.7x55_ap,ammo_12.7x55_ap_descr,0.85,2120,
ammo_12.7x55_fmj,AMMO,w_ammo,ammo-12.7x55-fmj,ammo-12.7x55-fmj_descr,0.75,7500,
ammo_12.7x55_fmj_bad,AMMO,w_ammo,ammo-12.7x55-fmj,ammo-12.7x55-fmj_descr,0.75,4120,
ammo_12.7x55_fmj_verybad,AMMO,w_ammo,ammo-12.7x55-fmj,ammo-12.7x55-fmj_descr,0.75,1260,
ammo_12x70_buck,AMMO_S,w_ammo,ammo-12x70-buck,ammo-12x70-buck_descr,0.45,750,
ammo_12x70_buck_bad,AMMO_S,w_ammo,ammo-12x70-buck,ammo-12x70-buck_descr,0.45,415,
ammo_12x70_buck_self,AMMO_S,w_ammo,ammo-12x70-buck_self,ammo-12x70-buck_self_descr,0.52,460,
ammo_12x70_buck_verybad,AMMO_S,w_ammo,ammo-12x70-buck,ammo-12x70-buck_descr,0.45,125,
ammo_12x76_bull,AMMO,w_ammo,ammo-12x76-bull,ammo-12x76-bull_descr,0.60,5000,
ammo_12x76_dart,AMMO,w_ammo,ammo-12x76-dart,ammo-12x76-dart_descr,0.40,2000,
ammo_12x76_dart_bad,AMMO,w_ammo,ammo-12x76-dart,ammo-12x76-dart_descr,0.40,1100,
ammo_12x76_dart_verybad,AMMO,w_ammo,ammo-12x76-dart,ammo-12x76-dart_descr,0.40,330,
ammo_12x76_zhekan,AMMO_S,w_ammo,ammo-12x76-zhekan,ammo-12x76-zhekan_descr,0.45,1250,
ammo_12x76_zhekan_bad,AMMO_S,w_ammo,ammo-12x76-zhekan,ammo-12x76-zhekan_descr,0.45,690,
ammo_12x76_zhekan_heli,AMMO_S,w_ammo,ammo-12x76-zhekan,ammo-12x76-zhekan_descr,0.45,1250,
ammo_12x76_zhekan_verybad,AMMO_S,w_ammo,ammo-12x76-zhekan,ammo-12x76-zhekan_descr,0.45,210,
ammo_357_hp_mag,AMMO,w_ammo,ammo-357-hp,ammo-357-hp_descr,0.21,1430,
ammo_357_hp_mag_bad,AMMO,w_ammo,ammo-357-hp,ammo-357-hp_descr,0.21,790,
ammo_357_hp_mag_verybad,AMMO,w_ammo,ammo-357-hp,ammo-357-hp_descr,0.21,240,
ammo_4.6x30_fmj,AMMO_S,w_ammo,ammo-4.6x30-fmj,ammo-4.6x30-fmj_descr,0.09,1600,
ammo_4.6x30_fmj_bad,AMMO_S,w_ammo,ammo-4.6x30-fmj,ammo-4.6x30-fmj_descr,0.09,880,
ammo_4.6x30_fmj_verybad,AMMO_S,w_ammo,ammo-4.6x30-fmj,ammo-4.6x30-fmj_descr,0.09,250,
ammo_5.45x39_ap,AMMO_S,w_ammo,ammo-5.45x39-ap,ammo-5.45x39-ap_descr,0.16,3000,
ammo_5.45x39_ap_bad,AMMO_S,w_ammo,ammo-5.45x39-ap,ammo-5.45x39-ap_descr,0.16,1650,
ammo_5.45x39_ap_verybad,AMMO_S,w_ammo,ammo-5.45x39-ap,ammo-5.45x39-ap_descr,0.16,460,
ammo_5.45x39_ep,AMMO_S,w_ammo,ammo-5.45x39-ep,ammo-5.45x39-ep_descr,0.16,1800,
ammo_5.45x39_ep_bad,AMMO_S,w_ammo,ammo-5.45x39-ep,ammo-5.45x39-ep_descr,0.16,1000,
ammo_5.45x39_ep_verybad,AMMO_S,w_ammo,ammo-5.45x39-ep,ammo-5.45x39-ep_descr,0.16,300,
ammo_5.45x39_fmj,AMMO_S,w_ammo,ammo-5.45x39-fmj,ammo-5.45x39-fmj_descr,0.16,1350,
ammo_5.45x39_fmj_bad,AMMO_S,w_ammo,ammo-5.45x39-fmj,ammo-5.45x39-fmj_descr,0.16,740,
ammo_5.45x39_fmj_verybad,AMMO_S,w_ammo,ammo-5.45x39-fmj,ammo-5.45x39-fmj_descr,0.16,220,
ammo_5.56x45_ap,AMMO_S,w_ammo,ammo-5.56x45-ap,ammo-5.56x45-ap_descr,0.18,3330,
ammo_5.56x45_ap_bad,AMMO_S,w_ammo,ammo-5.56x45-ap,ammo-5.56x45-ap_descr,0.18,1830,
ammo_5.56x45_ap_verybad,AMMO_S,w_ammo,ammo-5.56x45-ap,ammo-5.56x45-ap_descr,0.18,560,
ammo_5.56x45_fmj,AMMO_S,w_ammo,ammo-5.56x45-fmj,ammo-5.56x45-fmj_descr,0.17,1500,
ammo_5.56x45_fmj_bad,AMMO_S,w_ammo,ammo-5.56x45-fmj,ammo-5.56x45-fmj_descr,0.17,825,
ammo_5.56x45_fmj_verybad,AMMO_S,w_ammo,ammo-5.56x45-fmj,ammo-5.56x45-fmj_descr,0.17,230,
ammo_5.56x45_ss190,AMMO_S,w_ammo,ammo-5.56x45-ss190,ammo-5.56x45-ss190_descr,0.18,2000,
ammo_5.56x45_ss190_bad,AMMO_S,w_ammo,ammo-5.56x45-ss190,ammo-5.56x45-ss190_descr,0.18,1100,
ammo_5.56x45_ss190_verybad,AMMO_S,w_ammo,ammo-5.56x45-ss190,ammo-5.56x45-ss190_descr,0.18,320,
ammo_5.7x28_ss190,AMMO_S,w_ammo,ammo-5.7x28-ss190,ammo-5.7x28-ss190_descr,0.09,1600,
ammo_5.7x28_ss190_bad,AMMO_S,w_ammo,ammo-5.7x28-ss190,ammo-5.7x28-ss190_descr,0.09,880,
ammo_5.7x28_ss190_verybad,AMMO_S,w_ammo,ammo-5.7x28-ss190,ammo-5.7x28-ss190_descr,0.09,250,
ammo_5.7x28_ss195,AMMO_S,w_ammo,ammo-5.7x28-ss195,ammo-5.7x28-ss195_descr,0.10,1275,
ammo_5.7x28_ss195_bad,AMMO_S,w_ammo,ammo-5.7x28-ss195,ammo-5.7x28-ss195_descr,0.10,700,
ammo_5.7x28_ss195_verybad,AMMO_S,w_ammo,ammo-5.7x28-ss195,ammo-5.7x28-ss195_descr,0.10,195,
ammo_50_bmg,AMMO,w_ammo,ammo-50-bmg,ammo-50-bmg_descr,0.33,4000,
ammo_50_bmg_bad,AMMO,w_ammo,ammo-50-bmg,ammo-50-bmg_descr,0.33,2150,
ammo_50_bmg_verybad,AMMO,w_ammo,ammo-50-bmg,ammo-50-bmg_descr,0.33,500,
ammo_7.62x25_p,AMMO_S,w_ammo,ammo-7.62x25-p,ammo-7.62x25-p_descr,0.17,750,
ammo_7.62x25_p_bad,AMMO_S,w_ammo,ammo-7.62x25-p,ammo-7.62x25-p_descr,0.17,420,
ammo_7.62x25_p_verybad,AMMO_S,w_ammo,ammo-7.62x25-p,ammo-7.62x25-p_descr,0.17,115,
ammo_7.62x25_ps,AMMO_S,w_ammo,ammo-7.62x25-ps,ammo-7.62x25-ps_descr,0.17,1120,
ammo_7.62x25_ps_bad,AMMO_S,w_ammo,ammo-7.62x25-ps,ammo-7.62x25-ps_descr,0.17,624,
ammo_7.62x25_ps_verybad,AMMO_S,w_ammo,ammo-7.62x25-ps,ammo-7.62x25-ps_descr,0.17,160,
ammo_7.62x39_ap,AMMO_S,w_ammo,ammo-7.62x39_ap,ammo-7.62x39_ap_descr,0.24,2580,
ammo_7.62x39_ap_bad,AMMO_S,w_ammo,ammo-7.62x39_ap,ammo-7.62x39_ap_descr,0.24,1420,
ammo_7.62x39_ap_verybad,AMMO_S,w_ammo,ammo-7.62x39_ap,ammo-7.62x39_ap_descr,0.24,430,
ammo_7.62x39_fmj,AMMO,w_ammo,ammo-7.62x39_fmj,ammo-7.62x39_fmj_descr,0.24,1530,
ammo_7.62x39_fmj_bad,AMMO,w_ammo,ammo-7.62x39_fmj,ammo-7.62x39_fmj_descr,0.24,855,
ammo_7.62x39_fmj_verybad,AMMO,w_ammo,ammo-7.62x39_fmj,ammo-7.62x39_fmj_descr,0.24,255,
ammo_7.62x51_ap,AMMO,w_ammo,ammo-7.62x51_ap,ammo-7.62x51_ap_descr,0.38,3750,
ammo_7.62x51_ap_bad,AMMO,w_ammo,ammo-7.62x51_ap,ammo-7.62x51_ap_descr,0.38,2070,
ammo_7.62x51_ap_verybad,AMMO,w_ammo,ammo-7.62x51_ap,ammo-7.62x51_ap_descr,0.38,630,
ammo_7.62x51_fmj,AMMO,w_ammo,ammo-7.62x51_fmj,ammo-7.62x51_fmj_descr,0.38,2250,
ammo_7.62x51_fmj_bad,AMMO,w_ammo,ammo-7.62x51_fmj,ammo-7.62x51_fmj_descr,0.38,1240,
ammo_7.62x51_fmj_verybad,AMMO,w_ammo,ammo-7.62x51_fmj,ammo-7.62x51_fmj_descr,0.38,350,
ammo_7.62x54_7h1,AMMO_S,w_ammo,ammo-7.62x54-7n1,ammo-7.62x54-7n1_descr,0.22,1400,
ammo_7.62x54_7h14,AMMO,w_ammo,ammo-7.62x54_7n14,ammo-7.62x54_7n14_descr,0.22,2350,
ammo_7.62x54_7h14_bad,AMMO,w_ammo,ammo-7.62x54_7n14,ammo-7.62x54_7n14_descr,0.22,1290,
ammo_7.62x54_7h14_verybad,AMMO,w_ammo,ammo-7.62x54_7n14,ammo-7.62x54_7n14_descr,0.22,400,
ammo_7.62x54_7h1_bad,AMMO_S,w_ammo,ammo-7.62x54-7n1,ammo-7.62x54-7n1_descr,0.22,770,
ammo_7.62x54_7h1_verybad,AMMO_S,w_ammo,ammo-7.62x54-7n1,ammo-7.62x54-7n1_descr,0.22,235,
ammo_7.62x54_ap,AMMO,w_ammo,ammo-7.62x54-ap,ammo-7.62x54-ap_descr,0.33,3000,
ammo_7.62x54_ap_bad,AMMO,w_ammo,ammo-7.62x54-ap,ammo-7.62x54-ap_descr,0.33,1650,
ammo_7.62x54_ap_verybad,AMMO,w_ammo,ammo-7.62x54-ap,ammo-7.62x54-ap_descr,0.33,500,
ammo_7.92x33_ap,AMMO_S,w_ammo,ammo-7.92x33_ap,ammo-7.92x33_ap_descr,0.37,3120,
ammo_7.92x33_ap_bad,AMMO_S,w_ammo,ammo-7.92x33_ap,ammo-7.92x33_ap_descr,0.37,1720,
ammo_7.92x33_ap_verybad,AMMO_S,w_ammo,ammo-7.92x33_ap,ammo-7.92x33_ap_descr,0.37,530,
ammo_7.92x33_fmj,AMMO,w_ammo,ammo-7.92x33_fmj,ammo-7.92x33_fmj_descr,0.37,1980,
ammo_7.92x33_fmj_bad,AMMO,w_ammo,ammo-7.92x33_fmj,ammo-7.92x33_fmj_descr,0.37,1100,
ammo_7.92x33_fmj_verybad,AMMO,w_ammo,ammo-7.92x33_fmj,ammo-7.92x33_fmj_descr,0.37,335,
ammo_9x18_ap,AMMO_S,w_ammo,ammo-9x18-ap,ammo-9x18-ap_descr,0.17,840,
ammo_9x18_ap_bad,AMMO_S,w_ammo,ammo-9x18-ap,ammo-9x18-ap_descr,0.17,480,
ammo_9x18_ap_verybad,AMMO_S,w_ammo,ammo-9x18-ap,ammo-9x18-ap_descr,0.17,144,
ammo_9x18_fmj,AMMO_S,w_ammo,ammo-9x18-fmj,ammo-9x18-fmj_descr,0.16,560,
ammo_9x18_fmj_bad,AMMO_S,w_ammo,ammo-9x18-fmj,ammo-9x18-fmj_descr,0.16,320,
ammo_9x18_fmj_verybad,AMMO_S,w_ammo,ammo-9x18-fmj,ammo-9x18-fmj_descr,0.16,96,
ammo_9x18_pmm,AMMO_S,w_ammo,ammo-9x18-pmm,ammo-9x18-pmm_descr,0.15,960,
ammo_9x18_pmm_bad,AMMO_S,w_ammo,ammo-9x18-pmm,ammo-9x18-pmm_descr,0.15,544,
ammo_9x18_pmm_verybad,AMMO_S,w_ammo,ammo-9x18-pmm,ammo-9x18-pmm_descr,0.15,160,
ammo_9x19_ap,AMMO_S,w_ammo,ammo-9x19-ap,ammo-9x19-ap_descr,0.14,1300,
ammo_9x19_ap_bad,AMMO_S,w_ammo,ammo-9x19-ap,ammo-9x19-ap_descr,0.14,715,
ammo_9x19_ap_verybad,AMMO_S,w_ammo,ammo-9x19-ap,ammo-9x19-ap_descr,0.14,200,
ammo_9x19_fmj,AMMO_S,w_ammo,ammo-9x19-fmj,ammo-9x19-fmj_descr,0.18,645,
ammo_9x19_fmj_bad,AMMO_S,w_ammo,ammo-9x19-fmj,ammo-9x19-fmj_descr,0.18,360,
ammo_9x19_fmj_verybad,AMMO_S,w_ammo,ammo-9x19-fmj,ammo-9x19-fmj_descr,0.18,112,
ammo_9x19_pbp,AMMO_S,w_ammo,ammo-9x19-pbp,ammo-9x19-pbp_descr,0.17,1125,
ammo_9x19_pbp_bad,AMMO_S,w_ammo,ammo-9x19-pbp,ammo-9x19-pbp_descr,0.17,630,
ammo_9x19_pbp_verybad,AMMO_S,w_ammo,ammo-9x19-pbp,ammo-9x19-pbp_descr,0.17,188,
ammo_9x39_ap,AMMO_S,w_ammo,ammo-9x39-ap,ammo-9x39-ap_descr,0.36,3750,
ammo_9x39_ap_bad,AMMO_S,w_ammo,ammo-9x39-ap,ammo-9x39-ap_descr,0.36,2065,
ammo_9x39_ap_verybad,AMMO_S,w_ammo,ammo-9x39-ap,ammo-9x39-ap_descr,0.36,635,
ammo_9x39_pab9,AMMO_S,w_ammo,ammo-9x39-pab9,ammo-9x39-pab9_descr,0.37,2500,
ammo_9x39_pab9_bad,AMMO_S,w_ammo,ammo-9x39-pab9,ammo-9x39-pab9_descr,0.37,1380,
ammo_9x39_pab9_verybad,AMMO_S,w_ammo,ammo-9x39-pab9,ammo-9x39-pab9_descr,0.37,425,
ammo_base,AMMO,w_ammo,,no_description,0,0,
ammo_batteries,AMMO_S,w_ammo,st_energy,st_energy_descr,0.01,0,
ammo_batteries_ccell,AMMO_S,w_ammo,st_energy,st_energy_descr,0.10,0,
ammo_batteries_dead,AMMO_S,w_ammo,st_energy,st_energy_descr,0.10,0,
ammo_binoc,AMMO_S,w_ammo,none,none,0,0,
ammo_box,II_ATTCH,i_tool,st_ammo_box,st_ammo_box_descr,0.15,50,
ammo_dyno,AMMO,w_ammo,-,-,0,216,
ammo_gauss,AMMO_S,w_ammo,ammo-gauss,ammo-gauss_descr,0.60,11990,
ammo_gauss_bad,AMMO_S,w_ammo,ammo-gauss,ammo-gauss_descr,0.60,2230,
ammo_gauss_cardan,AMMO_S,w_ammo,ammo-gauss_cardan,ammo-gauss_cardan_descr,0.60,8399,
ammo_gauss_verybad,AMMO_S,w_ammo,ammo-gauss,ammo-gauss_descr,0.60,1570,
ammo_knife,AMMO_S,w_ammo,st_none,st_none,0,0,
ammo_knife_2,AMMO_S,w_ammo,st_none,st_none,0,0,
ammo_knife_3,AMMO_S,w_ammo,st_none,st_none,0,0,
ammo_knife_4,AMMO_S,w_ammo,st_none,st_none,0,0,
ammo_knife_5,AMMO_S,w_ammo,st_none,st_none,0,0,
ammo_m209,S_M209,w_ammo,ammo-m209,ammo-m209_descr,0.20,2264,
ammo_m209_bad,S_M209,w_ammo,ammo-m209,ammo-m209_descr,0.20,665,
ammo_m209_verybad,S_M209,w_ammo,ammo-m209,ammo-m209_descr,0.20,300,
ammo_magnum_300,AMMO_S,w_ammo,ammo-338-lapua,ammo-338-lapua_descr,0.44,4250,
ammo_magnum_300_bad,AMMO_S,w_ammo,ammo-338-lapua,ammo-338-lapua_descr,0.44,2330,
ammo_magnum_300_verybad,AMMO_S,w_ammo,ammo-338-lapua,ammo-338-lapua_descr,0.44,720,
ammo_og-7b,S_OG7B,w_ammo,ammo-og-7b,ammo-og-7b_descr,1.96,2490,
ammo_og-7b_bad,S_OG7B,w_ammo,ammo-og-7b,ammo-og-7b_descr,1.96,520,
ammo_og-7b_verybad,S_OG7B,w_ammo,ammo-og-7b,ammo-og-7b_descr,1.96,200,
ammo_pkm_100,AMMO_S,w_ammo,ammo-7.62x54-r,ammo-7.62x54-r_descr,1.80,6250,
ammo_pkm_100_bad,AMMO_S,w_ammo,ammo-7.62x54-r,ammo-7.62x54-r_descr,1.80,3430,
ammo_pkm_100_verybad,AMMO_S,w_ammo,ammo-7.62x54-r,ammo-7.62x54-r_descr,1.80,1060,
ammo_vog-25,S_VOG25,w_ammo,ammo-vog-25,ammo-vog-25_descr,0.26,2180,
ammo_vog-25_bad,S_VOG25,w_ammo,ammo-vog-25,ammo-vog-25_descr,0.26,480,
ammo_vog-25_verybad,S_VOG25,w_ammo,ammo-vog-25,ammo-vog-25_descr,0.26,230,
analgetic,II_FOOD,i_medical,st_analgetic,st_analgetic_descr,0.08,1360,
antibio_chlor,II_FOOD,i_medical,st_antibio_chlor,st_antibio_chlor_descr,0.04,521,
antibio_sulfad,II_FOOD,i_medical,st_antibio_sulfad,st_antibio_sulfad_descr,0.04,935,3
antiemetic,II_FOOD,i_medical,st_antiemetic,st_antiemetic_descr,0.04,680,3
antirad,II_FOOD,i_medical,st_antirad,st_antirad_descr,0.05,1860,
antirad_cystamine,II_FOOD,i_medical,st_antirad_cystamine,st_antirad_cystamine_descr,0.05,1080,
antirad_kalium,II_FOOD,i_medical,st_antirad_kalium,st_antirad_kalium_descr,0.05,3080,3
armor_repair_fa,II_FOOD,i_repair,st_armor_repair_fa,st_armor_repair_fa_descr,0.35,1872,2
army_bowler,II_FOOD,i_kit,st_army_bowler,st_army_bowler_descr,2.27,6160,7
army_isg_spy_pendrive,II_ATTCH,i_quest,st_army_isg_spy_pendrive_name,st_army_isg_spy_pendrive_descr,0.05,0,
army_nosorog_outfit,E_STLK,o_heavy,army_nosorog_outfit_name,nosorog_outfit_description,56,185000,
army_outfit,EQU_STLK,o_light,army_outfit_name,army_outfit_description,8,20530,
army_patch,II_ATTCH,i_misc,st_army_fp,st_army_fp_descr,0.01,650,
artefact_container,EQ_BAKPK,i_backpack,st_itm_artefact_container_name,st_itm_backpack_desc,5,5000,
as_script_grenade,S_EXPLO,w_base,,no_description,0.10,500,
attackers_pda,II_ATTCH,i_quest,attackers_pda_name,attackers_pda_desc,0.10,0,
bad_psy_helmet,II_ATTCH,i_quest,bad_psy_helmet_name,st_bad_psy_helmet_desc,0,44380,
ball_hammer,II_ATTCH,i_misc,st_ball_hammer,st_ball_hammer_descr,0.90,116,
bandage,II_FOOD,i_medical,st_bandage,st_bandage_descr,0.04,1000,
bandit_exo_outfit,E_STLK,o_heavy,bandit_exo_outfit_name,bandit_exo_outfit_description,41,130220,
bandit_exolight_outfit,E_STLK,o_heavy,bandit_exolight_outfit_name,bandit_exolight_outfit_description,20,83180,
bandit_nbc_outfit,EQU_STLK,o_medium,bandit_nbc_outfit_name,bandit_nbc_outfit_description,14.50,66340,
bandit_novice_outfit,EQU_STLK,o_light,bandit_novice_outfit_name,bandit_novice_outfit_description,3.86,10930,
bandit_novice_outfit_alt,EQU_STLK,o_light,bandit_novice_alt_outfit_name,bandit_novice_alt_outfit_description,4.22,12230,
bandit_patch,II_ATTCH,i_misc,st_bandit_fp,st_bandit_fp_descr,0.01,650,
bandit_ps5_outfit,EQU_STLK,o_medium,bandit_ps5_outfit_name,bandit_ps5_outfit_description,11,50280,
bandit_scientific_dark_outfit,EQU_STLK,o_sci,bandit_scientific_dark_outfit_name,bandit_scientific_dark_outfit_description,9.10,81000,
bandit_scientific_outfit,EQU_STLK,o_sci,bandit_scientific_outfit_name,bandit_scientific_outfit_description,15.10,75500,
bandit_sun_outfit,EQU_STLK,o_medium,bandit_sun_outfit_name,bandit_sun_outfit_description,16,37020,
banditmerc_outfit,EQU_STLK,o_light,banditmerc_outfit_name,banditmerc_outfit_description,8,36340,
batteries_dead,II_ATTCH,i_tool,st_batteries,st_batteries_descr,0.13,624,
beadspread,II_ATTCH,i_misc,st_beadspread,st_beadspread_descr,0.75,430,
beans,II_FOOD,i_food,st_beans,st_beans_descr,0.34,895,
beer,II_FOOD,i_drink,st_beer,st_beer_descr,0.71,1349,
blackbox_mlr,II_ATTCH,i_quest,blackbox_mlr,blackbox_mlr_descr,6,0,
bolt,II_BOLT,w_misc,st_bolty,st_bolty_descr,0.01,10,
bolt_bullet,II_BOLT,w_misc,st_bolt_bullet,st_bolt_bullet_descr,0.01,10,
bolts_pack,II_FOOD,i_tool,st_bolts_pack,st_bolts_pack_descr,0.35,710,
boots,II_ATTCH,i_misc,st_boots,st_boots_descr,1,690,
bottle_metal,II_FOOD,i_drink,st_bottle_metal,st_bottle_metal_descr,1.42,1264,3
box_matches,II_FOOD,i_tool,st_box_matches,st_box_matches_descr,0.05,662,5
bread,II_FOOD,i_food,st_bread,st_bread_descr,0.19,600,
breadold,II_FOOD,i_food,st_breadold,st_breadold_descr,0.19,500,
broken_detector,II_ATTCH,i_misc,st_broken_detector,st_broken_detector_descr,0.42,420,
broken_pda,II_ATTCH,i_quest,st_broken_pda,st_broken_pda_descr,0.10,0,
c-more,II_FOOD,w_misc,st_addon_scope_cmore,st_addon_scope_cmore_descr,0.30,3880,
caffeine,II_FOOD,i_medical,st_caffeine,st_caffeine_descr,0.01,2550,5
cards,II_ATTCH,i_misc,st_cards,st_cards_descr,0.11,210,
cash,II_ATTCH,i_tool,st_cash_name,st_cash_descr,0.05,0,
charcoal,II_FOOD,i_tool,st_charcoal,st_charcoal_descr,2.72,1262,3
chernobog_notes,II_ATTCH,i_quest,chernobog_notes_name,chernobog_notes_desc,0.05,2000,
chili,II_FOOD,i_food,st_chili,st_chili_descr,0.34,757,
chimera_scan_device,II_ATTCH,i_quest,chimera_scan_device_name,chimera_scan_device_desc,3,0,
chocolate,II_FOOD,i_food,st_chocolate,st_chocolate_descr,0.22,1980,
chocolate_p,II_FOOD,i_food,st_chocolate_p,st_chocolate_p_descr,0.12,1000,
cigar,II_FOOD,i_drink,st_cuban_cigar,st_cuban_cigar_descr,0.01,1898,
cigar1,II_FOOD,i_drink,st_cigar1,st_cigar1_descr,0,2506,3
cigar2,II_FOOD,i_drink,st_cigar2,st_cigar2_descr,0.01,3092,3
cigar3,II_FOOD,i_drink,st_cigar3,st_cigar3_descr,0.01,3581,3
cigarettes,II_FOOD,i_drink,st_cigarettes,st_cigarettes_descr,0.01,1402,3
cigarettes_lucky,II_FOOD,i_drink,st_cigarettes_lucky,st_cigarettes_lucky_descr,0.01,1663,3
cigarettes_russian,II_FOOD,i_drink,st_cigarettes_russian,st_cigarettes_russian_descr,0.01,1208,3
cit_doctors_key,II_ATTCH,i_quest,cit_doctors_key_name,cit_doctors_key_desc,0,0,
cit_doctors_pda,II_ATTCH,i_quest,cit_doctors_pda_name,cit_doctors_pda_desc,0.05,0,
cleaning_kit_p,II_FOOD,i_repair,st_cleaning_kit_p,st_cleaning_kit_p_descr,0.43,2654,3
cleaning_kit_r5,II_FOOD,i_repair,st_cleaning_kit_r5,st_cleaning_kit_r5_descr,0.50,3502,3
cleaning_kit_r7,II_FOOD,i_repair,st_cleaning_kit_r7,st_cleaning_kit_r7_descr,0.51,4104,3
cleaning_kit_s,II_FOOD,i_repair,st_cleaning_kit_s,st_cleaning_kit_s_descr,0.48,2954,3
cleaning_kit_u,II_FOOD,i_repair,st_cleaning_kit_u,st_cleaning_kit_u_descr,1.14,11139,3
cocaine,II_FOOD,i_medical,st_cocaine,st_cocaine_descr,0.01,4542,
compression_bag,II_FOOD,i_kit,st_compression_bag,st_compression_bag_descr,0.54,510,
conserva,II_FOOD,i_food,st_conserva,st_conserva_descr,0.17,620,
contact_lost_pda,II_ATTCH,i_quest,contact_lost_pda_name,contact_lost_pda_desc,0.10,0,
