~,pda_encyclopedia_name,st_ui_dbg_spawn_type,st_upgr_cost,st_data_export_can_be_looted_by_npc
ammo_12x76_dart_verybad,ammo-12x76-dart,w_ammo,330,Y
ammo_12x76_zhekan,ammo-12x76-zhekan,w_ammo,950,Y
ammo_12x76_zhekan_bad,ammo-12x76-zhekan,w_ammo,690,Y
ammo_12x76_zhekan_heli,ammo-12x76-zhekan,w_ammo,950,N
ammo_12x76_zhekan_verybad,ammo-12x76-zhekan,w_ammo,210,Y
ammo_20x70_buck,ammo_20x70_buck,w_ammo,450,N
ammo_23_eco,ammo_23_eco,w_ammo,3500,N
ammo_23x75_barrikada,ammo_23x75_barrikada,w_ammo,1450,N
ammo_23x75_shrapnel,ammo_23x75_shrapnel,w_ammo,1300,N
ammo_338_federal,ammo_338_federal,w_ammo,4100,N
ammo_357_hp_mag,ammo-357-hp,w_ammo,900,Y
ammo_357_hp_mag_bad,ammo-357-hp,w_ammo,1975,Y
ammo_357_hp_mag_verybad,ammo-357-hp,w_ammo,240,Y
ammo_4.6x30_fmj,ammo-4.6x30-fmj,w_ammo,700,N
ammo_4.6x30_fmj_bad,ammo-4.6x30-fmj,w_ammo,1750,N
ammo_4.6x30_fmj_verybad,ammo-4.6x30-fmj,w_ammo,250,N
ammo_5.45x39_ap,ammo-5.45x39-ap,w_ammo,1750,Y
ammo_5.45x39_ap_bad,ammo-5.45x39-ap,w_ammo,2550,Y
ammo_5.45x39_ap_verybad,ammo-5.45x39-ap,w_ammo,460,Y
ammo_5.45x39_ep,ammo-5.45x39-ep,w_ammo,1050,Y
ammo_5.45x39_ep_bad,ammo-5.45x39-ep,w_ammo,900,Y
ammo_5.45x39_ep_verybad,ammo-5.45x39-ep,w_ammo,300,Y
ammo_5.45x39_fmj,ammo-5.45x39-fmj,w_ammo,800,Y
ammo_5.45x39_fmj_bad,ammo-5.45x39-fmj,w_ammo,740,Y
ammo_5.45x39_fmj_verybad,ammo-5.45x39-fmj,w_ammo,220,Y
ammo_5.56x45_ap,ammo-5.56x45-ap,w_ammo,1750,Y
ammo_5.56x45_ap_bad,ammo-5.56x45-ap,w_ammo,3220,Y
ammo_5.56x45_ap_verybad,ammo-5.56x45-ap,w_ammo,560,Y
ammo_5.56x45_fmj,ammo-5.56x45-fmj,w_ammo,800,Y
ammo_5.56x45_fmj_bad,ammo-5.56x45-fmj,w_ammo,825,Y
ammo_5.56x45_fmj_verybad,ammo-5.56x45-fmj,w_ammo,230,Y
ammo_5.56x45_ss190,ammo-5.56x45-ss190,w_ammo,1050,Y
ammo_5.56x45_ss190_bad,ammo-5.56x45-ss190,w_ammo,1100,Y
ammo_5.56x45_ss190_verybad,ammo-5.56x45-ss190,w_ammo,320,Y
ammo_5.7x28_ss190,ammo-5.7x28-ss190,w_ammo,650,Y
ammo_5.7x28_ss190_bad,ammo-5.7x28-ss190,w_ammo,2083,Y
ammo_5.7x28_ss190_verybad,ammo-5.7x28-ss190,w_ammo,250,Y
ammo_5.7x28_ss195,ammo-5.7x28-ss195,w_ammo,500,Y
ammo_5.7x28_ss195_bad,ammo-5.7x28-ss195,w_ammo,700,Y
ammo_5.7x28_ss195_verybad,ammo-5.7x28-ss195,w_ammo,195,Y
ammo_50_bmg,ammo-50-bmg,w_ammo,3800,N
ammo_50_bmg_bad,ammo-50-bmg,w_ammo,15110,N
ammo_50_bmg_verybad,ammo-50-bmg,w_ammo,500,N
ammo_7.62x25_p,ammo-7.62x25-p,w_ammo,200,Y
ammo_7.62x25_p_bad,ammo-7.62x25-p,w_ammo,420,Y
ammo_7.62x25_p_verybad,ammo-7.62x25-p,w_ammo,115,Y
ammo_7.62x25_ps,ammo-7.62x25-ps,w_ammo,500,Y
ammo_7.62x25_ps_bad,ammo-7.62x25-ps,w_ammo,624,Y
ammo_7.62x25_ps_verybad,ammo-7.62x25-ps,w_ammo,160,Y
ammo_7.62x39_ap,ammo-7.62x39_ap,w_ammo,2000,Y
ammo_7.62x39_ap_bad,ammo-7.62x39_ap,w_ammo,2850,Y
ammo_7.62x39_ap_verybad,ammo-7.62x39_ap,w_ammo,430,Y
ammo_7.62x39_fmj,ammo-7.62x39_fmj,w_ammo,1000,Y
ammo_7.62x39_fmj_bad,ammo-7.62x39_fmj,w_ammo,855,Y
ammo_7.62x39_fmj_verybad,ammo-7.62x39_fmj,w_ammo,255,Y
ammo_7.62x51_ap,ammo-7.62x51_ap,w_ammo,2000,Y
ammo_7.62x51_ap_bad,ammo-7.62x51_ap,w_ammo,3125,Y
ammo_7.62x51_ap_verybad,ammo-7.62x51_ap,w_ammo,630,Y
ammo_7.62x51_fmj,ammo-7.62x51_fmj,w_ammo,1000,Y
ammo_7.62x51_fmj_bad,ammo-7.62x51_fmj,w_ammo,1240,Y
ammo_7.62x51_fmj_verybad,ammo-7.62x51_fmj,w_ammo,350,Y
ammo_7.62x54_7h1,ammo-7.62x54-7n1,w_ammo,1500,Y
ammo_7.62x54_7h14,ammo-7.62x54_7n14,w_ammo,1900,Y
ammo_7.62x54_7h14_bad,ammo-7.62x54_7n14,w_ammo,2925,Y
ammo_7.62x54_7h14_verybad,ammo-7.62x54_7n14,w_ammo,400,Y
ammo_7.62x54_7h1_bad,ammo-7.62x54-7n1,w_ammo,1540,Y
ammo_7.62x54_7h1_verybad,ammo-7.62x54-7n1,w_ammo,235,Y
ammo_7.62x54_ap,ammo-7.62x54-ap,w_ammo,3200,Y
ammo_7.62x54_ap_bad,ammo-7.62x54-ap,w_ammo,6840,Y
ammo_7.62x54_ap_verybad,ammo-7.62x54-ap,w_ammo,500,Y
ammo_7.92x33_ap,ammo-7.92x33_ap,w_ammo,1800,Y
ammo_7.92x33_ap_bad,ammo-7.92x33_ap,w_ammo,2500,Y
ammo_7.92x33_ap_verybad,ammo-7.92x33_ap,w_ammo,530,Y
ammo_7.92x33_fmj,ammo-7.92x33_fmj,w_ammo,700,Y
ammo_7.92x33_fmj_bad,ammo-7.92x33_fmj,w_ammo,1100,Y
ammo_7.92x33_fmj_verybad,ammo-7.92x33_fmj,w_ammo,335,Y
ammo_9x18_ap,ammo-9x18-ap,w_ammo,750,Y
ammo_9x18_ap_bad,ammo-9x18-ap,w_ammo,860,Y
ammo_9x18_ap_verybad,ammo-9x18-ap,w_ammo,144,Y
ammo_9x18_fmj,ammo-9x18-fmj,w_ammo,300,Y
ammo_9x18_fmj_bad,ammo-9x18-fmj,w_ammo,320,Y
ammo_9x18_fmj_verybad,ammo-9x18-fmj,w_ammo,96,Y
ammo_9x18_pmm,ammo-9x18-pmm,w_ammo,500,Y
ammo_9x18_pmm_bad,ammo-9x18-pmm,w_ammo,544,Y
ammo_9x18_pmm_verybad,ammo-9x18-pmm,w_ammo,160,Y
ammo_9x19_ap,ammo-9x19-ap,w_ammo,850,Y
ammo_9x19_ap_bad,ammo-9x19-ap,w_ammo,1500,Y
ammo_9x19_ap_verybad,ammo-9x19-ap,w_ammo,200,Y
ammo_9x19_fmj,ammo-9x19-fmj,w_ammo,400,Y
ammo_9x19_fmj_bad,ammo-9x19-fmj,w_ammo,360,Y
ammo_9x19_fmj_verybad,ammo-9x19-fmj,w_ammo,112,Y
ammo_9x19_pbp,ammo-9x19-pbp,w_ammo,600,Y
ammo_9x19_pbp_bad,ammo-9x19-pbp,w_ammo,630,Y
ammo_9x19_pbp_verybad,ammo-9x19-pbp,w_ammo,188,Y
ammo_9x21_sp10,ammo_9x21_sp10,w_ammo,800,N
ammo_9x39_ap,ammo-9x39-ap,w_ammo,1950,Y
ammo_9x39_ap_bad,ammo-9x39-ap,w_ammo,3325,Y
ammo_9x39_ap_verybad,ammo-9x39-ap,w_ammo,635,Y
ammo_9x39_pab9,ammo-9x39-pab9,w_ammo,1150,Y
ammo_9x39_pab9_bad,ammo-9x39-pab9,w_ammo,1380,Y
ammo_9x39_pab9_verybad,ammo-9x39-pab9,w_ammo,425,Y
ammo_base,,w_ammo,0,N
ammo_batteries,st_energy,w_ammo,0,N
ammo_batteries_ccell,st_energy,w_ammo,0,N
ammo_batteries_dead,st_energy,w_ammo,0,N
ammo_binoc,none,w_ammo,0,N
ammo_box,st_ammo_box,i_tool,50,Y
ammo_dyno,-,w_ammo,216,N
ammo_gauss,ammo-gauss,w_ammo,5500,Y
ammo_gauss_bad,ammo-gauss,w_ammo,10256,Y
ammo_gauss_cardan,ammo-gauss_cardan,w_ammo,8399,Y
ammo_gauss_verybad,ammo-gauss,w_ammo,1570,Y
ammo_knife,st_none,w_ammo,0,N
ammo_knife_2,st_none,w_ammo,0,N
ammo_knife_3,st_none,w_ammo,0,N
ammo_knife_4,st_none,w_ammo,0,N
ammo_knife_5,st_none,w_ammo,0,N
ammo_m209,ammo-m209,w_ammo,1750,Y
ammo_m209_bad,ammo-m209,w_ammo,665,Y
ammo_m209_verybad,ammo-m209,w_ammo,300,Y
ammo_magnum_300,ammo-338-lapua,w_ammo,3700,Y
ammo_magnum_300_bad,ammo-338-lapua,w_ammo,11000,Y
ammo_magnum_300_verybad,ammo-338-lapua,w_ammo,720,Y
ammo_og-7b,ammo-og-7b,w_ammo,2500,Y
ammo_og-7b_bad,ammo-og-7b,w_ammo,520,Y
ammo_og-7b_verybad,ammo-og-7b,w_ammo,200,Y
ammo_pg_26,ammo_pg_26,w_ammo,1500,Y
ammo_pg_26_bad,ammo_pg_26,w_ammo,810,Y
ammo_pkm_100,ammo-7.62x54-r,w_ammo,3700,Y
ammo_pkm_100_bad,ammo-7.62x54-r,w_ammo,4600,Y
ammo_pkm_100_verybad,ammo-7.62x54-r,w_ammo,1060,Y
ammo_vog-25,ammo-vog-25,w_ammo,1750,Y
ammo_vog-25_bad,ammo-vog-25,w_ammo,480,Y
ammo_vog-25_verybad,ammo-vog-25,w_ammo,230,Y
ammo_vog-30,ammo_vog_30,w_ammo,1850,N
analgetic,st_analgetic,i_medical,1360,Y
antibio_chlor,st_antibio_chlor,i_medical,521,Y
antibio_sulfad,st_antibio_sulfad,i_medical,935,Y
antiemetic,st_antiemetic,i_medical,680,Y
antirad,st_antirad,i_medical,1860,Y
antirad_cystamine,st_antirad_cystamine,i_medical,1080,Y
antirad_kalium,st_antirad_kalium,i_medical,3080,Y
apsabigo,st_addon_scope_apsabigo,w_misc,8000,Y
archangel,st_addon_scope_archangel,w_misc,24000,Y
armor_repair_fa,st_armor_repair_fa,i_repair,4570,Y
army_bowler,st_army_bowler,i_kit,6160,Y
army_isg_spy_pendrive,st_army_isg_spy_pendrive_name,i_quest,0,N
army_nosorog_outfit,army_nosorog_outfit_name,o_heavy,186420,Y
army_outfit,army_outfit_name,o_light,13340,Y
army_patch,st_army_fp,i_misc,650,Y
artefact_container,st_itm_artefact_container_name,i_backpack,5000,Y
as_script_grenade,,w_base,500,N
attackers_pda,attackers_pda_name,i_quest,0,N
bad_psy_helmet,bad_psy_helmet_name,i_quest,44380,Y
ball_hammer,st_ball_hammer,i_misc,116,Y
bandage,st_bandage,i_medical,1000,Y
bandit_exo_outfit,bandit_exo_outfit_name,o_heavy,124870,Y
bandit_exolight_outfit,bandit_exolight_outfit_name,o_heavy,68350,Y
bandit_nbc_outfit,bandit_nbc_outfit_name,o_medium,27500,Y
bandit_novice_outfit,bandit_novice_outfit_name,o_light,6870,Y
bandit_novice_outfit_alt,bandit_novice_alt_outfit_name,o_light,8840,Y
bandit_patch,st_bandit_fp,i_misc,650,Y
bandit_ps5_outfit,bandit_ps5_outfit_name,o_medium,29500,Y
bandit_scientific_dark_outfit,bandit_scientific_dark_outfit_name,o_sci,52130,Y
bandit_scientific_outfit,bandit_scientific_outfit_name,o_sci,51980,Y
bandit_sun_outfit,bandit_sun_outfit_name,o_medium,19920,Y
banditmerc_outfit,banditmerc_outfit_name,o_light,14500,Y
batteries_dead,st_batteries,i_tool,624,Y
beadspread,st_beadspread,i_misc,430,Y
beans,st_beans,i_food,895,Y
beer,st_beer,i_drink,1349,Y
blackbox_mlr,blackbox_mlr,i_quest,0,N
blue_box_item,st_placeable_blue_box,i_tool,370,N
bolt,st_bolty,w_misc,10,Y
bolt_bullet,st_bolt_bullet,w_misc,10,Y
bolts_pack,st_bolts_pack,i_tool,710,Y
boots,st_boots,i_misc,690,Y
bossxe,st_addon_scope_bossxe,w_misc,30950,N
bottle_metal,st_bottle_metal,i_drink,1264,Y
box_matches,st_box_matches,i_tool,662,Y
bravo4,st_addon_scope_bravo4,w_misc,6300,N
bread,st_bread,i_food,600,Y
breadold,st_breadold,i_food,500,Y
broken_detector,st_broken_detector,i_misc,420,Y
broken_pda,st_broken_pda,i_quest,0,N
c-more,st_addon_scope_cmore,w_misc,2500,Y
c79,st_addon_scope_c79,w_misc,14300,N
cablemilitary,st_accessories_cablemilitary,i_part,6100,N
caffeine,st_caffeine,i_medical,2550,Y
camelbak_chug,st_beer,i_drink,0,N
camelbak_sip,st_beer,i_drink,0,N
capacitors,st_accessories_capacitors,i_part,3000,N
car_battery,st_accessories_car_battery,i_part,17000,N
cards,st_cards,i_misc,210,Y
case_item,st_placeable_case,i_tool,170,N
cash,st_cash_name,i_tool,0,Y
charcoal,st_charcoal,i_tool,1262,Y
chernobog_notes,chernobog_notes_name,i_quest,2000,N
chili,st_chili,i_food,757,Y
chimera_scan_device,chimera_scan_device_name,i_quest,0,N
chocolate,st_chocolate,i_food,1980,Y
chocolate_p,st_chocolate_p,i_food,1000,Y
cigar,st_cuban_cigar,i_drink,1898,Y
cigar1,st_cigar1,i_drink,2506,Y
cigar2,st_cigar2,i_drink,3092,Y
cigar3,st_cigar3,i_drink,3581,Y
cigarettes,st_cigarettes,i_drink,1402,Y
cigarettes_lucky,st_cigarettes_lucky,i_drink,1663,Y
cigarettes_russian,st_cigarettes_russian,i_drink,1208,Y
cit_doctors_key,cit_doctors_key_name,i_quest,0,N
cit_doctors_pda,cit_doctors_pda_name,i_quest,0,N
cleaning_kit_p,st_cleaning_kit_p,i_repair,2654,Y
cleaning_kit_r5,st_cleaning_kit_r5,i_repair,3502,Y
cleaning_kit_r7,st_cleaning_kit_r7,i_repair,4104,Y
cleaning_kit_s,st_cleaning_kit_s,i_repair,2954,Y
cleaning_kit_u,st_cleaning_kit_u,i_repair,11139,Y
cocaine,st_cocaine,i_medical,6542,Y
compm4s,st_addon_scope_compm4s,w_misc,2900,Y
compression_bag,st_compression_bag,i_kit,510,Y
conserva,st_conserva,i_food,620,Y
contact_lost_pda,contact_lost_pda_name,i_quest,0,N
cooking,st_cooking,i_kit,2310,Y
corn,st_corn,i_food,650,Y
cortex,st_cortex_scope,w_misc,11700,N
cs_exo_outfit,cs_exo_outfit_name,o_heavy,125300,Y
cs_exolight_outfit,cs_exolight_outfit_name,o_heavy,78350,Y
cs_heavy_outfit,csky_heavy_outfit_name,o_medium,63330,Y
cs_light_novice_outfit,csky_light_novice_outfit_name,o_light,22760,Y
cs_light_outfit,csky_light_outfit_name,o_light,24680,Y
cs_medium_outfit,csky_medium_outfit_name,o_medium,47500,Y
cs_nbc_outfit,cs_nbc_outfit_name,o_medium,36810,Y
cs_novice_outfit,csky_novice_outfit_name,o_light,7680,Y
cs_scientific_outfit,cs_scientific_outfit_name,o_heavy,53270,Y
cs_scientific_outfit_good,cs_scientific_outfit_good_name,o_heavy,73760,Y
cs_stalker_outfit,cs_stalker_outfit_name,o_medium,23550,Y
cs_stalker_proto_exo_outfit,cs_stalker_proto_exo_outfit_name,o_heavy,73550,Y
csky_patch,st_clearsky_fp,i_misc,650,Y
cutlery,st_cutlery,i_misc,370,Y
d0cter,st_addon_scope_d0cter,w_misc,2800,Y
decoder,item_decoder_name,i_quest,50,Y
decor_arti_display,st_placeable_arti_display,i_tool,450,N
decor_ashtray,st_placeable_ashtray,i_tool,2,N
decor_barrel_metal,st_placeable_barrel_metal,i_tool,20,N
decor_bidon,st_placeable_bidon,i_tool,10,N
decor_biliard,st_placeable_biliard,i_tool,50,N
decor_box_paper,st_placeable_box_paper,i_tool,160,N
decor_box_wood,st_placeable_box_wood,i_tool,5,N
decor_cabinet,st_placeable_cabinet,i_tool,200,N
decor_clinic_equipments,st_placeable_clinic_equipments,i_tool,350,N
decor_countertop,st_placeable_countertop,i_tool,100,N
decor_cuttingboard,st_placeable_cuttingboard,i_tool,5,N
decor_dev_guitar,st_placeable_dev_guitar,i_tool,50,N
decor_documents_1,st_placeable_documents_1,i_tool,30,N
decor_documents_2,st_placeable_documents_2,i_tool,60,N
decor_door,st_placeable_door,i_tool,120,N
decor_door02,st_placeable_door02,i_tool,160,N
decor_door03,st_placeable_door03,i_tool,150,N
decor_door04,st_placeable_door04,i_tool,120,N
decor_door05,st_placeable_door05,i_tool,130,N
decor_exoskelet,st_placeable_exoskelet,i_tool,130,N
decor_fchair,st_placeable_fchair,i_tool,150,N
decor_fuel,st_placeable_fuel,i_tool,30,N
decor_game,st_placeable_game,i_tool,15,N
decor_gaz_balon,st_placeable_gaz_balon,i_tool,10,N
decor_grave1,st_placeable_grave1,i_tool,30,N
decor_grave2,st_placeable_grave2,i_tool,10,N
decor_guidebook1,st_placeable_guidebook1,i_tool,100,N
decor_guidebook2,st_placeable_guidebook2,i_tool,100,N
decor_gun_parts,st_placeable_gun_parts,i_tool,20,N
decor_junk,st_placeable_junk,i_tool,20,N
decor_kartina03,st_placeable_kartina03,i_tool,20,N
decor_lead_box_open,st_placeable_lead_box_open,i_tool,100,N
decor_light1,st_placeable_light1,i_tool,310,N
decor_light2,st_placeable_light2,i_tool,330,N
decor_light3,st_placeable_light3,i_tool,150,N
decor_light4,st_placeable_light4,i_tool,110,N
decor_light5,st_placeable_light5,i_tool,210,N
decor_light6,st_placeable_light6,i_tool,200,N
decor_light7,st_placeable_light7,i_tool,200,N
decor_light8,st_placeable_light8,i_tool,120,N
decor_map1,st_placeable_map1,i_tool,30,N
decor_map2,st_placeable_map2,i_tool,20,N
decor_merc_outfit,st_placeable_merc_outfit,i_tool,60,N
decor_metal_plate,st_placeable_metal_plate,i_tool,140,N
decor_metal_table1,st_placeable_metal_table1,i_tool,60,N
decor_metal_table2,st_placeable_metal_table2,i_tool,70,N
decor_microscope,st_placeable_microscope,i_tool,100,N
decor_money_5000,st_placeable_money_5000,i_tool,5000,N
decor_notes_writing_book,st_placeable_notes_writing_book,i_tool,10,N
decor_plant2,st_placeable_plant2,i_tool,140,N
decor_plant3,st_placeable_plant3,i_tool,2,N
decor_plant4,st_placeable_plant4,i_tool,50,N
decor_poster1,st_placeable_poster1,i_tool,10,N
decor_poster2,st_placeable_poster2,i_tool,10,N
decor_poster3,st_placeable_poster3,i_tool,10,N
decor_poster4,st_placeable_poster4,i_tool,20,N
decor_poster5,st_placeable_poster5,i_tool,20,N
decor_poster6,st_placeable_poster6,i_tool,20,N
decor_poster7,st_placeable_poster7,i_tool,10,N
decor_pot,st_placeable_pot,i_tool,20,N
decor_psi_helmet,st_placeable_psi_helmet,i_tool,270,N
decor_radiola,st_placeable_radiola,i_tool,200,N
decor_rug,st_placeable_rug,i_tool,100,N
decor_shelves,st_placeable_shelves,i_tool,30,N
decor_shelves_b,st_placeable_shelves_b,i_tool,20,N
decor_shield,st_placeable_shield,i_tool,102,N
decor_shooting_target_1,st_placeable_shooting_target_1,i_tool,50,N
decor_shower,st_placeable_shower,i_tool,70,N
decor_sidetable1,st_placeable_sidetable1,i_tool,50,N
decor_sidetable2,st_placeable_sidetable2,i_tool,50,N
decor_sink,st_placeable_sink,i_tool,80,N
decor_stalker_outfit,st_placeable_stalker_outfit,i_tool,40,N
decor_stool,st_placeable_stool,i_tool,30,N
decor_storage01,st_placeable_storage01,i_tool,320,N
decor_storage02,st_placeable_storage02,i_tool,350,N
decor_storage03,st_placeable_storage03,i_tool,250,N
decor_storage04,st_placeable_storage04,i_tool,125,N
decor_storage05,st_placeable_storage05,i_tool,214,N
decor_storage06,st_placeable_storage06,i_tool,300,N
decor_storage07,st_placeable_storage07,i_tool,310,N
decor_storage08,st_placeable_storage08,i_tool,250,N
decor_stretcher,st_placeable_stretcher,i_tool,130,N
decor_suit,st_placeable_suit,i_tool,120,N
decor_survivalguide,st_placeable_survivalguide,i_tool,100,N
decor_teapot,st_placeable_teapot,i_tool,10,N
decor_toilet,st_placeable_toilet,i_tool,120,N
decor_trophie1,st_placeable_trophie1,i_tool,190,N
decor_trophie2,st_placeable_trophie2,i_tool,450,N
decor_trophie3,st_placeable_trophie3,i_tool,220,N
decor_trophie4,st_placeable_trophie4,i_tool,140,N
decor_trophie5,st_placeable_trophie5,i_tool,360,N
decor_trophie6,st_placeable_trophie6,i_tool,290,N
decor_trophie7,st_placeable_trophie7,i_tool,140,N
decor_trophie8,st_placeable_trophie8,i_tool,120,N
decor_trophie9,st_placeable_trophie9,i_tool,180,N
decor_tv_box,st_placeable_tv_box,i_tool,340,N
decor_wall,st_placeable_wall,i_tool,120,N
decor_wall02,st_placeable_wall02,i_tool,110,N
decor_wall02_metal,st_placeable_wall02_metal,i_tool,150,N
decor_wall_divider,st_placeable_wall_divider,i_tool,100,N
decor_wall_doorway,st_placeable_wall_doorway,i_tool,130,N
decor_wall_doorway_metal,st_placeable_wall_doorway_metal,i_tool,170,N
decor_wall_metal,st_placeable_wall_metal,i_tool,160,N
decor_wooden_board,st_placeable_wooden_board,i_tool,160,N
decor_wooden_plank,st_placeable_wooden_plank,i_tool,40,N
decryption_radio,decryption_radio_name,i_quest,0,N
default_weapon_params,,w_base,0,N
delta_high,st_addon_scope_deltapoint_high,w_misc,2500,N
deltapoint,st_addon_scope_deltapoint,w_misc,2500,Y
detector_advanced,st_detector2,i_device,7480,Y
detector_anomaly,st_detector8,i_device,2700,N
detector_elite,st_detector3,i_device,46880,Y
detector_geiger,st_geiger_dead,i_device,2700,Y
detector_radio,st_detector9,i_device,2700,Y
detector_scientific,st_detector4,i_device,98680,Y
detector_simple,st_detector1,i_device,3460,Y
device_flash_snag,st_device_flash_snag,i_quest,100,Y
device_flashlight,st_device_flashlight,i_device,2440,Y
device_gas_lamp,st_placeable_gas_lamp,i_tool,310,N
device_glowstick,st_device_glowstick,i_device,400,N
device_glowstick_blue,st_device_glowstick_blue,i_device,320,N
device_glowstick_orange,st_device_glowstick_orange,i_device,480,N
device_glowstick_red,st_device_glowstick_red,i_device,560,N
device_light_altar,st_placeable_light_altar,i_tool,500,N
device_metal_torch,st_placeable_metal_torch,i_tool,366,N
device_pda_1,st_pda_1_name,i_device,4000,Y
device_pda_2,st_pda_2_name,i_device,25000,Y
device_pda_3,st_pda_3_name,i_device,50000,Y
device_pda_port_bandit_leader,st_device_pda_port_bandit_leader,i_quest,0,Y
device_pda_zat_b5_dealer,st_device_pda_zat_b5_dealer_name,i_quest,0,Y
device_torch_dummy,st_device_torch_name,i_device,4390,Y
device_torch_nv_1,st_device_torch_nv_1_name,i_device,19650,Y
device_torch_nv_2,st_device_torch_nv_2_name,i_device,24553,Y
device_torch_nv_3,st_device_torch_nv_3_name,i_device,31431,Y
device_torch_nv_4,st_device_torch_nv_4_name,i_device,135674,N
device_weather_radar,st_weather_radar,i_device,34000,N
devo,st_addon_scope_devo,w_misc,6800,N
dolg_exo_outfit,dolg_exo_outfit_name,o_heavy,125400,Y
dolg_exolight_outfit,dolg_exolight_outfit_name,o_heavy,71350,Y
dolg_heavy_outfit,dolg_heavy_outfit_name,o_medium,60350,Y
dolg_heavy_proto_exo_outfit,dolg_heavy_proto_exo_outfit_name,o_heavy,105350,Y
dolg_heavy_redline_outfit,dolg_heavy_redline_outfit_name,o_medium,63350,Y
dolg_nosorog_outfit,dolg_nosorog_outfit_name,o_heavy,185400,Y
dolg_novice_outfit,dolg_novice_outfit_name,o_light,8150,Y
dolg_outfit,dolg_outfit_name,o_medium,34500,Y
dolg_pantsir_outfit,dolg_pantsir_outfit_name,o_medium,64350,Y
dolg_patch,st_dolg_fp,i_misc,650,Y
dolg_proto_exo_outfit,dolg_proto_exo_outfit_name,o_heavy,84600,Y
dolg_red_outfit,dolg_red_outfit_name,o_medium,34600,Y
dolg_scientific_outfit,dolg_scientific_outfit_name,o_sci,52910,Y
dolg_scientific_red_outfit,dolg_scientific_red_outfit_name,o_heavy,64560,Y
dolg_scientific_wood_outfit,dolg_scientific_wood_outfit_name,o_heavy,65780,Y
dolg_scout_outfit,dolg_scout_outfit_name,o_medium,36500,Y
dolg_specops_red_outfit,dolg_specops_red_outfit_name,o_medium,41500,Y
dolg_voin_outfit,dolg_voin_outfit_name,o_medium,37600,Y
drekavac_notes,drekavac_notes_name,i_quest,1000,N
drink_crow,st_drink_crow,i_drink,5660,Y
drug_anabiotic,st_drug_anabiotic,i_medical,5650,Y
drug_antidot,st_drug_antidot,i_medical,3360,Y
drug_booster,st_drug_booster,i_medical,2382,Y
drug_coagulant,st_drug_coagulant,i_medical,3540,Y
drug_psy_blockade,st_drug_psy_blockade,i_medical,4450,Y
drug_radioprotector,st_drug_radioprotector,i_medical,1720,Y
drug_sleepingpills,st_sleepingpills,i_medical,2100,Y
drx_agr_u_documents,drx_agr_u_documents_name,i_quest,0,N
drx_jup_u_documents,drx_jup_u_documents_name,i_quest,0,N
drx_sl_quest_item_1,drx_sl_quest_item_1_name,i_quest,0,N
drx_sl_quest_item_2,drx_sl_quest_item_2_name,i_quest,0,N
drx_sl_quest_item_3,drx_sl_quest_item_3_name,i_quest,0,N
drx_x16_documents,drx_x16_documents_name,i_quest,0,N
drx_x18_documents,drx_x18_documents_name,i_quest,0,N
drx_x19_documents,drx_x19_documents_name,i_quest,0,N
drx_x8_documents,drx_x8_documents_name,i_quest,0,N
duct_tape,st_duct_tape,i_misc,190,Y
e0t2,st_addon_scope_e0t2,w_misc,2800,Y
e0t2_magd,st_addon_scope_e0t2_mag,w_misc,6400,N
e0t2_magd_flipped,st_addon_scope_e0t2_mag,w_misc,23280,N
e_syringe,st_e_syringe,i_misc,285,Y
echo1,st_addon_scope_echo1,w_misc,60000,N
ecolog_exo_outfit,ecolog_exo_outfit_name,o_heavy,125300,Y
ecolog_guard_outfit,ecologist_guard_outfit_name,o_medium,38300,Y
ecolog_outfit_blue,st_ecologist_outfit_blue_name,o_sci,24730,Y
ecolog_outfit_green,st_ecologist_outfit_grn_name,o_sci,24980,Y
ecolog_outfit_orange,st_ecologist_outfit_orange_name,o_sci,24500,Y
ecolog_outfit_red,st_ecologist_outfit_red_name,o_heavy,63160,Y
ecolog_outfit_white,st_ecologist_outfit_white_name,o_heavy,82400,Y
ecolog_outfit_yello,st_ecologist_outfit_yello_name,o_heavy,51400,Y
ecolog_patch,st_ecolog_fp,i_misc,650,Y
ecolog_proto_exo_outfit,ecolog_proto_exo_outfit_name,o_heavy,88200,Y
ecolog_raid_event_item,st_eco_event_package_name,i_misc,85300,N
ekp8_02,st_addon_scope_ekp8_02,w_misc,2150,Y
ekp8_18,st_addon_scope_ekp8_18,w_misc,3100,Y
energy_accum,st_accessories_energy_accum,i_part,4760,N
energy_drink,st_energy_drink,i_drink,1090,Y
eot,st_addon_scope_eotech,w_misc,2800,Y
equ_military_pack,st_equ_milpack_name,i_backpack,22500,Y
equ_small_military_pack,st_equ_smilpack_name,i_backpack,11250,Y
equ_small_pack,st_equ_smallpack_name,i_backpack,6750,Y
equ_tourist_pack,st_equ_touristpack_name,i_backpack,30000,Y
exo_dolg_outfit,exo_dolg_outfit_name,o_heavy,78350,Y
exo_dolg_red_outfit,exo_dolg_red_outfit_name,o_heavy,78350,N
exo_dolg_urban_outfit,exo_dolg_urban_outfit_name,o_heavy,78350,Y
exo_dolg_wood_outfit,exo_dolg_wood_outfit_name,o_heavy,82350,Y
exo_merc_grass_outfit,exo_merc_grass_outfit_name,o_heavy,74350,Y
exo_merc_urban_outfit,exo_merc_urban_outfit_name,o_heavy,82350,Y
