~,st_class,st_ui_dbg_spawn_type,pda_encyclopedia_name,st_data_export_description,st_prop_weight,st_upgr_cost,st_data_export_max_uses
beer,II_FOOD,i_drink,st_beer,st_beer_descr,0.71,1349,
blackbox_mlr,II_ATTCH,i_quest,blackbox_mlr,blackbox_mlr_descr,6,0,
blue_box_item,II_ATTCH,i_tool,st_placeable_blue_box,st_placeable_blue_box_descr,8,370,
bolt,II_BOLT,w_misc,st_bolty,st_bolty_descr,0.01,10,
bolt_bullet,II_BOLT,w_misc,st_bolt_bullet,st_bolt_bullet_descr,0.01,10,
bolts_pack,II_FOOD,i_tool,st_bolts_pack,st_bolts_pack_descr,0.35,710,
boots,II_ATTCH,i_misc,st_boots,st_boots_descr,1,690,
bossxe,WP_SCOPE,w_misc,st_addon_scope_bossxe,st_addon_scope_bossxe_descr,0.25,30950,
bottle_metal,II_FOOD,i_drink,st_bottle_metal,st_bottle_metal_descr,1.42,1264,3
box_matches,II_FOOD,i_tool,st_box_matches,st_box_matches_descr,0.05,662,5
bravo4,WP_SCOPE,w_misc,st_addon_scope_bravo4,st_addon_scope_bravo4_descr,0.42,6300,
bread,II_FOOD,i_food,st_bread,st_bread_descr,0.19,600,
breadold,II_FOOD,i_food,st_breadold,st_breadold_descr,0.19,500,
broken_detector,II_ATTCH,i_misc,st_broken_detector,st_broken_detector_descr,0.42,420,
broken_pda,II_ATTCH,i_quest,st_broken_pda,st_broken_pda_descr,0.10,0,
c-more,WP_SCOPE,w_misc,st_addon_scope_cmore,st_addon_scope_cmore_descr,0.30,2500,
c79,WP_SCOPE,w_misc,st_addon_scope_c79,st_addon_scope_c79_descr,0.35,14300,
cablemilitary,II_ATTCH,i_part,st_accessories_cablemilitary,st_accessories_cablemilitary_desc,0.30,6100,
caffeine,II_FOOD,i_medical,st_caffeine,st_caffeine_descr,0.01,2550,5
camelbak_chug,II_FOOD,i_drink,st_beer,st_beer_descr,0,0,
camelbak_sip,II_FOOD,i_drink,st_beer,st_beer_descr,0,0,
capacitors,II_ATTCH,i_part,st_accessories_capacitors,st_accessories_capacitors_desc,0.10,3000,
car_battery,II_ATTCH,i_part,st_accessories_car_battery,st_accessories_car_battery_desc,1.80,17000,
cards,II_ATTCH,i_misc,st_cards,st_cards_descr,0.11,210,
case_item,II_ATTCH,i_tool,st_placeable_case,st_placeable_case_descr,4,170,
cash,II_ATTCH,i_tool,st_cash_name,st_cash_descr,0.05,0,
charcoal,II_FOOD,i_tool,st_charcoal,st_charcoal_descr,2.72,1262,3
chernobog_notes,II_ATTCH,i_quest,chernobog_notes_name,chernobog_notes_desc,0.05,2000,
chili,II_FOOD,i_food,st_chili,st_chili_descr,0.34,757,
chimera_scan_device,II_ATTCH,i_quest,chimera_scan_device_name,chimera_scan_device_desc,3,0,
chocolate,II_FOOD,i_food,st_chocolate,st_chocolate_descr,0.22,1980,
chocolate_p,II_FOOD,i_food,st_chocolate_p,st_chocolate_p_descr,0.12,1000,
cigar,II_FOOD,i_drink,st_cuban_cigar,st_cuban_cigar_descr,0.01,1898,
cigar1,II_FOOD,i_drink,st_cigar1,st_cigar1_descr,0,2506,3
cigar2,II_FOOD,i_drink,st_cigar2,st_cigar2_descr,0.01,3092,3
cigar3,II_FOOD,i_drink,st_cigar3,st_cigar3_descr,0.01,3581,3
cigarettes,II_FOOD,i_drink,st_cigarettes,st_cigarettes_descr,0.01,1402,3
cigarettes_lucky,II_FOOD,i_drink,st_cigarettes_lucky,st_cigarettes_lucky_descr,0.01,1663,3
cigarettes_russian,II_FOOD,i_drink,st_cigarettes_russian,st_cigarettes_russian_descr,0.01,1208,3
cit_doctors_key,II_ATTCH,i_quest,cit_doctors_key_name,cit_doctors_key_desc,0,0,
cit_doctors_pda,II_ATTCH,i_quest,cit_doctors_pda_name,cit_doctors_pda_desc,0.05,0,
cleaning_kit_p,II_FOOD,i_repair,st_cleaning_kit_p,st_cleaning_kit_p_descr,0.43,2654,3
cleaning_kit_r5,II_FOOD,i_repair,st_cleaning_kit_r5,st_cleaning_kit_r5_descr,0.50,3502,3
cleaning_kit_r7,II_FOOD,i_repair,st_cleaning_kit_r7,st_cleaning_kit_r7_descr,0.51,4104,3
cleaning_kit_s,II_FOOD,i_repair,st_cleaning_kit_s,st_cleaning_kit_s_descr,0.48,2954,3
cleaning_kit_u,II_FOOD,i_repair,st_cleaning_kit_u,st_cleaning_kit_u_descr,1.14,11139,3
cocaine,II_FOOD,i_medical,st_cocaine,st_cocaine_descr,0.01,6542,
compm4s,WP_SCOPE,w_misc,st_addon_scope_compm4s,st_addon_scope_compm4s_descr,0.38,2900,
compression_bag,II_FOOD,i_kit,st_compression_bag,st_compression_bag_descr,0.54,510,
conserva,II_FOOD,i_food,st_conserva,st_conserva_descr,0.17,620,
contact_lost_pda,II_ATTCH,i_quest,contact_lost_pda_name,contact_lost_pda_desc,0.10,0,
cooking,II_FOOD,i_kit,st_cooking,st_cooking_descr,1.92,2310,3
corn,II_FOOD,i_food,st_corn,st_corn_descr,0.34,650,
cortex,WP_SCOPE,w_misc,st_cortex_scope,st_cortex_scope_desc,0.69,11700,
cs_exo_outfit,E_STLK,o_heavy,cs_exo_outfit_name,cs_exo_outfit_description,28.30,125300,
cs_exolight_outfit,E_STLK,o_heavy,cs_exolight_outfit_name,cs_exolight_outfit_description,13.30,78350,
cs_heavy_outfit,EQU_STLK,o_medium,csky_heavy_outfit_name,csky_heavy_outfit_description,9.12,63330,
cs_light_novice_outfit,EQU_STLK,o_light,csky_light_novice_outfit_name,csky_light_novice_outfit_description,4.33,22760,
cs_light_outfit,EQU_STLK,o_light,csky_light_outfit_name,csky_light_outfit_description,5.36,24680,
cs_medium_outfit,EQU_STLK,o_medium,csky_medium_outfit_name,csky_medium_outfit_description,8.14,47500,
cs_nbc_outfit,EQU_STLK,o_medium,cs_nbc_outfit_name,cs_nbc_outfit_description,8.94,36810,
cs_novice_outfit,EQU_STLK,o_light,csky_novice_outfit_name,csky_novice_outfit_description,3.87,7680,
cs_scientific_outfit,EQU_STLK,o_heavy,cs_scientific_outfit_name,cs_scientific_outfit_description,7.68,53270,
cs_scientific_outfit_good,EQU_STLK,o_heavy,cs_scientific_outfit_good_name,cs_scientific_outfit_good_description,8.40,73760,
cs_stalker_outfit,EQU_STLK,o_medium,cs_stalker_outfit_name,cs_stalker_outfit_description,6.30,23550,
cs_stalker_proto_exo_outfit,EQU_STLK,o_heavy,cs_stalker_proto_exo_outfit_name,cs_stalker_proto_exo_outfit_description,13.55,73550,
csky_patch,II_ATTCH,i_misc,st_clearsky_fp,st_clearsky_fp_descr,0.01,650,
cutlery,II_ATTCH,i_misc,st_cutlery,st_cutlery_descr,0.20,370,
d0cter,WP_SCOPE,w_misc,st_addon_scope_d0cter,st_addon_scope_d0cter_descr,0.03,2800,
decoder,II_ATTCH,i_quest,item_decoder_name,item_decoder_desc,0,50,
decor_arti_display,II_ATTCH,i_tool,st_placeable_arti_display,st_placeable_arti_display_descr,5,450,
decor_ashtray,II_ATTCH,i_tool,st_placeable_ashtray,st_placeable_ashtray_descr,0.05,2,
decor_barrel_metal,II_ATTCH,i_tool,st_placeable_barrel_metal,st_placeable_barrel_metal_descr,0.30,20,
decor_bidon,II_ATTCH,i_tool,st_placeable_bidon,st_placeable_bidon_descr,0.30,10,
decor_biliard,II_ATTCH,i_tool,st_placeable_biliard,st_placeable_biliard_descr,0.70,50,
decor_box_paper,II_ATTCH,i_tool,st_placeable_box_paper,st_placeable_box_paper_descr,0.10,160,
decor_box_wood,II_ATTCH,i_tool,st_placeable_box_wood,st_placeable_box_wood_descr,0.20,5,
decor_cabinet,II_ATTCH,i_tool,st_placeable_cabinet,st_placeable_cabinet_descr,1,200,
decor_clinic_equipments,II_ATTCH,i_tool,st_placeable_clinic_equipments,st_placeable_clinic_equipments_descr,5,350,
decor_countertop,II_ATTCH,i_tool,st_placeable_countertop,st_placeable_countertop_descr,1,100,
decor_cuttingboard,II_ATTCH,i_tool,st_placeable_cuttingboard,st_placeable_cuttingboard_descr,0.01,5,
decor_dev_guitar,II_ATTCH,i_tool,st_placeable_dev_guitar,st_placeable_dev_guitar_descr,0.30,50,
decor_documents_1,II_ATTCH,i_tool,st_placeable_documents_1,st_placeable_documents_1_descr,0.01,30,
decor_documents_2,II_ATTCH,i_tool,st_placeable_documents_2,st_placeable_documents_2_descr,0.05,60,
decor_door,II_ATTCH,i_tool,st_placeable_door,st_placeable_door_descr,0.30,120,
decor_door02,II_ATTCH,i_tool,st_placeable_door02,st_placeable_door02_descr,0.50,160,
decor_door03,II_ATTCH,i_tool,st_placeable_door03,st_placeable_door03_descr,0.40,150,
decor_door04,II_ATTCH,i_tool,st_placeable_door04,st_placeable_door04_descr,0.40,120,
decor_door05,II_ATTCH,i_tool,st_placeable_door05,st_placeable_door05_descr,0.60,130,
decor_exoskelet,II_ATTCH,i_tool,st_placeable_exoskelet,st_placeable_exoskelet_descr,1,130,
decor_fchair,II_ATTCH,i_tool,st_placeable_fchair,st_placeable_fchair_descr,0.60,150,
decor_fuel,II_ATTCH,i_tool,st_placeable_fuel,st_placeable_fuel_descr,0.30,30,
decor_game,II_ATTCH,i_tool,st_placeable_game,st_placeable_game_descr,0.10,15,
decor_gaz_balon,II_ATTCH,i_tool,st_placeable_gaz_balon,st_placeable_gaz_balon_descr,0.30,10,
decor_grave1,II_ATTCH,i_tool,st_placeable_grave1,st_placeable_grave1_descr,0.40,30,
decor_grave2,II_ATTCH,i_tool,st_placeable_grave2,st_placeable_grave2_descr,0.20,10,
decor_guidebook1,II_ATTCH,i_tool,st_placeable_guidebook1,st_placeable_guidebook1_descr,0.01,100,
decor_guidebook2,II_ATTCH,i_tool,st_placeable_guidebook2,st_placeable_guidebook2_descr,0.01,100,
decor_gun_parts,II_ATTCH,i_tool,st_placeable_gun_parts,st_placeable_gun_parts_descr,0.20,20,
decor_junk,II_ATTCH,i_tool,st_placeable_junk,st_placeable_junk_descr,0.10,20,
decor_kartina03,II_ATTCH,i_tool,st_placeable_kartina03,st_placeable_kartina03_descr,0.10,20,
decor_lead_box_open,II_ATTCH,i_tool,st_placeable_lead_box_open,st_placeable_lead_box_open_descr,0.20,100,
decor_light1,II_ATTCH,i_tool,st_placeable_light1,st_placeable_light1_descr,0.20,310,
decor_light2,II_ATTCH,i_tool,st_placeable_light2,st_placeable_light2_descr,0.30,330,
decor_light3,II_ATTCH,i_tool,st_placeable_light3,st_placeable_light3_descr,0.30,150,
decor_light4,II_ATTCH,i_tool,st_placeable_light4,st_placeable_light4_descr,0.20,110,
decor_light5,II_ATTCH,i_tool,st_placeable_light5,st_placeable_light5_descr,0.40,210,
decor_light6,II_ATTCH,i_tool,st_placeable_light6,st_placeable_light6_descr,0.20,200,
decor_light7,II_ATTCH,i_tool,st_placeable_light7,st_placeable_light7_descr,0.20,200,
decor_light8,II_ATTCH,i_tool,st_placeable_light8,st_placeable_light8_descr,0.20,120,
decor_map1,II_ATTCH,i_tool,st_placeable_map1,st_placeable_map1_descr,0.30,30,
decor_map2,II_ATTCH,i_tool,st_placeable_map2,st_placeable_map2_descr,0.10,20,
decor_merc_outfit,II_ATTCH,i_tool,st_placeable_merc_outfit,st_placeable_merc_outfit_descr,0.40,60,
decor_metal_plate,II_ATTCH,i_tool,st_placeable_metal_plate,st_placeable_metal_plate_descr,0.30,140,
decor_metal_table1,II_ATTCH,i_tool,st_placeable_metal_table1,st_placeable_metal_table1_descr,1,60,
decor_metal_table2,II_ATTCH,i_tool,st_placeable_metal_table2,st_placeable_metal_table2_descr,1.60,70,
decor_microscope,II_ATTCH,i_tool,st_placeable_microscope,st_placeable_microscope_descr,0.30,100,
decor_money_5000,II_ATTCH,i_tool,st_placeable_money_5000,st_placeable_money_5000_descr,0.01,5000,
decor_notes_writing_book,II_ATTCH,i_tool,st_placeable_notes_writing_book,st_placeable_notes_writing_book_descr,0.01,10,
decor_plant2,II_ATTCH,i_tool,st_placeable_plant2,st_placeable_plant2_descr,0.10,140,
decor_plant3,II_ATTCH,i_tool,st_placeable_plant3,st_placeable_plant3_descr,0.05,2,
decor_plant4,II_ATTCH,i_tool,st_placeable_plant4,st_placeable_plant4_descr,0.30,50,
decor_poster1,II_ATTCH,i_tool,st_placeable_poster1,st_placeable_poster1_descr,0.01,10,
decor_poster2,II_ATTCH,i_tool,st_placeable_poster2,st_placeable_poster2_descr,0.01,10,
decor_poster3,II_ATTCH,i_tool,st_placeable_poster3,st_placeable_poster3_descr,0.01,10,
decor_poster4,II_ATTCH,i_tool,st_placeable_poster4,st_placeable_poster4_descr,0.01,20,
decor_poster5,II_ATTCH,i_tool,st_placeable_poster5,st_placeable_poster5_descr,0.01,20,
decor_poster6,II_ATTCH,i_tool,st_placeable_poster6,st_placeable_poster6_descr,0.01,20,
decor_poster7,II_ATTCH,i_tool,st_placeable_poster7,st_placeable_poster7_descr,0.01,10,
decor_pot,II_ATTCH,i_tool,st_placeable_pot,st_placeable_pot_descr,0.10,20,
decor_psi_helmet,II_ATTCH,i_tool,st_placeable_psi_helmet,st_placeable_psi_helmet_descr,0.30,270,
decor_radiola,II_ATTCH,i_tool,st_placeable_radiola,st_placeable_radiola_descr,0.30,200,
decor_rug,II_ATTCH,i_tool,st_placeable_rug,st_placeable_rug_descr,0.50,100,
decor_shelves,II_ATTCH,i_tool,st_placeable_shelves,st_placeable_shelves_descr,2,30,
decor_shelves_b,II_ATTCH,i_tool,st_placeable_shelves_b,st_placeable_shelves_b_descr,0.30,20,
decor_shield,II_ATTCH,i_tool,st_placeable_shield,st_placeable_shield_descr,0.50,102,
decor_shooting_target_1,II_ATTCH,i_tool,st_placeable_shooting_target_1,st_placeable_shooting_target_1_descr,0.70,50,
decor_shower,II_ATTCH,i_tool,st_placeable_shower,st_placeable_shower_descr,0.20,70,
decor_sidetable1,II_ATTCH,i_tool,st_placeable_sidetable1,st_placeable_sidetable1_descr,0.40,50,
decor_sidetable2,II_ATTCH,i_tool,st_placeable_sidetable2,st_placeable_sidetable2_descr,0.30,50,
decor_sink,II_ATTCH,i_tool,st_placeable_sink,st_placeable_sink_descr,0.30,80,
decor_stalker_outfit,II_ATTCH,i_tool,st_placeable_stalker_outfit,st_placeable_stalker_outfit_descr,0.30,40,
decor_stool,II_ATTCH,i_tool,st_placeable_stool,st_placeable_stool_descr,0.50,30,
decor_storage01,II_ATTCH,i_tool,st_placeable_storage01,st_placeable_storage01_descr,8,320,
decor_storage02,II_ATTCH,i_tool,st_placeable_storage02,st_placeable_storage02_descr,30,350,
decor_storage03,II_ATTCH,i_tool,st_placeable_storage03,st_placeable_storage03_descr,3,250,
decor_storage04,II_ATTCH,i_tool,st_placeable_storage04,st_placeable_storage04_descr,0.50,125,
decor_storage05,II_ATTCH,i_tool,st_placeable_storage05,st_placeable_storage05_descr,1.50,214,
decor_storage06,II_ATTCH,i_tool,st_placeable_storage06,st_placeable_storage06_descr,6,300,
decor_storage07,II_ATTCH,i_tool,st_placeable_storage07,st_placeable_storage07_descr,3,310,
decor_storage08,II_ATTCH,i_tool,st_placeable_storage08,st_placeable_storage08_descr,0.40,250,
decor_stretcher,II_ATTCH,i_tool,st_placeable_stretcher,st_placeable_stretcher_descr,2,130,
decor_suit,II_ATTCH,i_tool,st_placeable_suit,st_placeable_suit_descr,0.01,120,
decor_survivalguide,II_ATTCH,i_tool,st_placeable_survivalguide,st_placeable_survivalguide_descr,0.01,100,
decor_teapot,II_ATTCH,i_tool,st_placeable_teapot,st_placeable_teapot_descr,0.10,10,
decor_toilet,II_ATTCH,i_tool,st_placeable_toilet,st_placeable_toilet_descr,0.30,120,
decor_trophie1,II_ATTCH,i_tool,st_placeable_trophie1,st_placeable_trophie1_descr,0.50,190,
decor_trophie2,II_ATTCH,i_tool,st_placeable_trophie2,st_placeable_trophie2_descr,0.70,450,
decor_trophie3,II_ATTCH,i_tool,st_placeable_trophie3,st_placeable_trophie3_descr,0.60,220,
decor_trophie4,II_ATTCH,i_tool,st_placeable_trophie4,st_placeable_trophie4_descr,0.70,140,
decor_trophie5,II_ATTCH,i_tool,st_placeable_trophie5,st_placeable_trophie5_descr,0.70,360,
decor_trophie6,II_ATTCH,i_tool,st_placeable_trophie6,st_placeable_trophie6_descr,6,290,
decor_trophie7,II_ATTCH,i_tool,st_placeable_trophie7,st_placeable_trophie7_descr,0.50,140,
decor_trophie8,II_ATTCH,i_tool,st_placeable_trophie8,st_placeable_trophie8_descr,2,120,
decor_trophie9,II_ATTCH,i_tool,st_placeable_trophie9,st_placeable_trophie9_descr,3,180,
decor_tv_box,II_ATTCH,i_tool,st_placeable_tv_box,st_placeable_tv_box_descr,0.30,340,
decor_wall,II_ATTCH,i_tool,st_placeable_wall,st_placeable_wall_descr,5,120,
decor_wall02,II_ATTCH,i_tool,st_placeable_wall02,st_placeable_wall02_descr,2.50,110,
decor_wall02_metal,II_ATTCH,i_tool,st_placeable_wall02_metal,st_placeable_wall02_metal_descr,2.50,150,
decor_wall_divider,II_ATTCH,i_tool,st_placeable_wall_divider,st_placeable_wall_divider_descr,0.50,100,
decor_wall_doorway,II_ATTCH,i_tool,st_placeable_wall_doorway,st_placeable_wall_doorway_descr,5,130,
decor_wall_doorway_metal,II_ATTCH,i_tool,st_placeable_wall_doorway_metal,st_placeable_wall_doorway_metal_descr,5,170,
decor_wall_metal,II_ATTCH,i_tool,st_placeable_wall_metal,st_placeable_wall_metal_descr,5,160,
decor_wooden_board,II_ATTCH,i_tool,st_placeable_wooden_board,st_placeable_wooden_board_descr,0.30,160,
decor_wooden_plank,II_ATTCH,i_tool,st_placeable_wooden_plank,st_placeable_wooden_plank_descr,0.15,40,
decryption_radio,II_ATTCH,i_quest,decryption_radio_name,decryption_radio_desc,0.42,0,
default_weapon_params,,w_base,,no_description,0,0,
delta_high,WP_SCOPE,w_misc,st_addon_scope_deltapoint_high,st_addon_scope_deltapoint_high_descr,0.04,2500,
deltapoint,WP_SCOPE,w_misc,st_addon_scope_deltapoint,st_addon_scope_deltapoint_descr,0.04,2500,
detector_advanced,DET_ADVA,i_device,st_detector2,st_detector2_descr,0.36,7480,
detector_anomaly,D_CUSTOM,i_device,st_detector8,st_detector8_descr,0.53,2700,
detector_elite,DET_ELIT,i_device,st_detector3,st_detector3_descr,0.29,46880,
detector_geiger,D_CUSTOM,i_device,st_geiger_dead,st_geiger_dead_descr,0.25,2700,
detector_radio,D_CUSTOM,i_device,st_detector9,st_detector9_descr,0.37,2700,
detector_scientific,DET_SCIE,i_device,st_detector4,st_detector4_descr,0.28,98680,
detector_simple,DET_SIMP,i_device,st_detector1,st_detector1_descr,0.44,3460,
device_flash_snag,II_ATTCH,i_quest,st_device_flash_snag,st_device_flash_snag_descr,0.10,100,
device_flashlight,D_FLALIT,i_device,st_device_flashlight,st_device_flashlight_descr,0.48,2440,
device_gas_lamp,II_ATTCH,i_tool,st_placeable_gas_lamp,st_placeable_gas_lamp_descr,0.20,310,
device_glowstick,D_FLALIT,i_device,st_device_glowstick,st_device_glowstick_descr,0.08,400,
device_glowstick_blue,D_FLALIT,i_device,st_device_glowstick_blue,st_device_glowstick_blue_descr,0.08,320,
device_glowstick_orange,D_FLALIT,i_device,st_device_glowstick_orange,st_device_glowstick_orange_descr,0.08,480,
device_glowstick_red,D_FLALIT,i_device,st_device_glowstick_red,st_device_glowstick_red_descr,0.08,560,
device_light_altar,II_ATTCH,i_tool,st_placeable_light_altar,st_placeable_light_altar_descr,5,500,
device_metal_torch,II_ATTCH,i_tool,st_placeable_metal_torch,st_placeable_metal_torch_descr,0.60,366,
device_pda_1,D_PDA,i_device,st_pda_1_name,st_pda_1_descr,0.10,4000,
device_pda_2,D_PDA,i_device,st_pda_2_name,st_pda_2_descr,0.10,25000,
device_pda_3,D_PDA,i_device,st_pda_3_name,st_pda_3_descr,0.10,50000,
device_pda_port_bandit_leader,II_ATTCH,i_quest,st_device_pda_port_bandit_leader,st_device_pda_port_bandit_leader_descr,0.10,0,
device_pda_zat_b5_dealer,II_ATTCH,i_quest,st_device_pda_zat_b5_dealer_name,st_device_pda_zat_b5_dealer_desc,0.10,0,
device_torch_dummy,TORCH_S,i_device,st_device_torch_name,st_device_torch_descr,0.19,4390,
device_torch_nv_1,TORCH_S,i_device,st_device_torch_nv_1_name,st_device_torch_nv_1_descr,0.19,19650,
device_torch_nv_2,TORCH_S,i_device,st_device_torch_nv_2_name,st_device_torch_nv_2_descr,0.19,24553,
device_torch_nv_3,TORCH_S,i_device,st_device_torch_nv_3_name,st_device_torch_nv_3_descr,0.19,31431,
device_torch_nv_4,TORCH_S,i_device,st_device_torch_nv_4_name,st_device_torch_nv_4_descr,0.19,135674,
device_weather_radar,II_ANTIR,i_device,st_weather_radar,st_weather_radar_descr,4.70,34000,
devo,WP_SCOPE,w_misc,st_addon_scope_devo,st_addon_scope_devo_descr,0.47,6800,
dolg_exo_outfit,E_STLK,o_heavy,dolg_exo_outfit_name,dolg_exo_outfit_description,28.70,125400,
dolg_exolight_outfit,E_STLK,o_heavy,dolg_exolight_outfit_name,dolg_exolight_outfit_description,13.70,71350,
dolg_heavy_outfit,EQU_STLK,o_medium,dolg_heavy_outfit_name,dolg_heavy_outfit_description,11.52,60350,
dolg_heavy_proto_exo_outfit,EQU_STLK,o_heavy,dolg_heavy_proto_exo_outfit_name,dolg_heavy_proto_exo_outfit_description,20.32,105350,
dolg_heavy_redline_outfit,EQU_STLK,o_medium,dolg_heavy_redline_outfit_name,dolg_heavy_redline_outfit_description,10.72,63350,
dolg_nosorog_outfit,E_STLK,o_heavy,dolg_nosorog_outfit_name,nosorog_outfit_description,48.70,185400,
dolg_novice_outfit,EQU_STLK,o_light,dolg_novice_outfit_name,dolg_novice_outfit_description,4.09,8150,
dolg_outfit,EQU_STLK,o_medium,dolg_outfit_name,dolg_outfit_description,7.44,34500,
dolg_pantsir_outfit,EQU_STLK,o_medium,dolg_pantsir_outfit_name,dolg_pantsir_outfit_description,12.22,64350,
dolg_patch,II_ATTCH,i_misc,st_dolg_fp,st_dolg_fp_descr,0.01,650,
dolg_proto_exo_outfit,EQU_STLK,o_heavy,dolg_proto_exo_outfit_name,dolg_proto_exo_outfit_description,15.24,84600,
dolg_red_outfit,EQU_STLK,o_medium,dolg_red_outfit_name,dolg_red_outfit_description,7.24,34600,
dolg_scientific_outfit,EQU_STLK,o_sci,dolg_scientific_outfit_name,dolg_scientific_outfit_description,8.45,52910,
dolg_scientific_red_outfit,EQU_STLK,o_heavy,dolg_scientific_red_outfit_name,dolg_scientific_red_outfit_description,8.28,64560,
dolg_scientific_wood_outfit,EQU_STLK,o_heavy,dolg_scientific_wood_outfit_name,dolg_scientific_wood_outfit_description,9.10,65780,
dolg_scout_outfit,EQU_STLK,o_medium,dolg_scout_outfit_name,dolg_scout_outfit_description,6.24,36500,
dolg_specops_red_outfit,EQU_STLK,o_medium,dolg_specops_red_outfit_name,dolg_specops_red_outfit_description,7.66,41500,
dolg_voin_outfit,EQU_STLK,o_medium,dolg_voin_outfit_name,dolg_voin_outfit_description,8.44,37600,
drekavac_notes,II_ATTCH,i_quest,drekavac_notes_name,drekavac_notes_desc,0.05,1000,
drink_crow,II_FOOD,i_drink,st_drink_crow,st_drink_crow_descr,0.22,5660,
drug_anabiotic,II_FOOD,i_medical,st_drug_anabiotic,st_drug_anabiotic_descr,0.01,5650,
drug_antidot,II_FOOD,i_medical,st_drug_antidot,st_drug_antidot_descr,0.01,3360,3
drug_booster,II_FOOD,i_medical,st_drug_booster,st_drug_booster_descr,0.18,2382,
drug_coagulant,II_FOOD,i_medical,st_drug_coagulant,st_drug_coagulant_descr,0.01,3540,5
drug_psy_blockade,II_FOOD,i_medical,st_drug_psy_blockade,st_drug_psy_blockade_descr,0.01,4450,5
drug_radioprotector,II_FOOD,i_medical,st_drug_radioprotector,st_drug_radioprotector_descr,0.01,1720,2
drug_sleepingpills,II_FOOD,i_medical,st_sleepingpills,st_sleepingpills_descr,0.01,2100,5
drx_agr_u_documents,II_ATTCH,i_quest,drx_agr_u_documents_name,drx_agr_u_documents_desc,0,0,
drx_jup_u_documents,II_ATTCH,i_quest,drx_jup_u_documents_name,drx_jup_u_documents_desc,0,0,
drx_sl_quest_item_1,II_ATTCH,i_quest,drx_sl_quest_item_1_name,drx_sl_quest_item_1_desc,0.05,0,
drx_sl_quest_item_2,II_ATTCH,i_quest,drx_sl_quest_item_2_name,drx_sl_quest_item_2_desc,7,0,
drx_sl_quest_item_3,II_ATTCH,i_quest,drx_sl_quest_item_3_name,drx_sl_quest_item_3_name,0.10,0,
drx_x16_documents,II_ATTCH,i_quest,drx_x16_documents_name,drx_x16_documents_desc,0,0,
drx_x18_documents,II_ATTCH,i_quest,drx_x18_documents_name,drx_x18_documents_desc,0,0,
drx_x19_documents,II_ATTCH,i_quest,drx_x19_documents_name,drx_x19_documents_desc,0,0,
drx_x8_documents,II_ATTCH,i_quest,drx_x8_documents_name,drx_x8_documents_desc,0,0,
duct_tape,II_ATTCH,i_misc,st_duct_tape,st_duct_tape_descr,0.12,190,
e0t2,WP_SCOPE,w_misc,st_addon_scope_e0t2,st_addon_scope_e0t2_descr,0.23,2800,
e0t2_magd,WP_SCOPE,w_misc,st_addon_scope_e0t2_mag,st_addon_scope_e0t2_mag_descr,0.58,6400,
e0t2_magd_flipped,WP_SCOPE,w_misc,st_addon_scope_e0t2_mag,st_addon_scope_e0t2_mag_descr,0.58,23280,
e_syringe,II_ATTCH,i_misc,st_e_syringe,st_e_syringe_descr,0.01,285,
echo1,WP_SCOPE,w_misc,st_addon_scope_echo1,st_addon_scope_echo1_descr,0.60,60000,
ecolog_exo_outfit,E_STLK,o_heavy,ecolog_exo_outfit_name,ecolog_exo_outfit_description,27.30,125300,
ecolog_guard_outfit,EQU_STLK,o_medium,ecologist_guard_outfit_name,ecologist_guard_outfit_description,7.84,38300,
ecolog_outfit_blue,EQU_STLK,o_sci,st_ecologist_outfit_blue_name,st_ecologist_outfit_blue_description,2.85,24730,
ecolog_outfit_green,EQU_STLK,o_sci,st_ecologist_outfit_grn_name,st_ecologist_outfit_grn_description,2.72,24980,
ecolog_outfit_orange,EQU_STLK,o_sci,st_ecologist_outfit_orange_name,st_ecologist_outfit_orange_description,2.50,24500,
ecolog_outfit_red,EQU_STLK,o_heavy,st_ecologist_outfit_red_name,st_ecologist_outfit_red_description,9.57,63160,
ecolog_outfit_white,EQU_STLK,o_heavy,st_ecologist_outfit_white_name,st_ecologist_outfit_white_description,7.63,82400,
ecolog_outfit_yello,EQU_STLK,o_heavy,st_ecologist_outfit_yello_name,st_ecologist_outfit_yello_description,6.63,51400,
ecolog_patch,II_ATTCH,i_misc,st_ecolog_fp,st_ecolog_fp_descr,0.01,650,
ecolog_proto_exo_outfit,EQU_STLK,o_heavy,ecolog_proto_exo_outfit_name,ecolog_proto_exo_outfit_description,15.64,88200,
ecolog_raid_event_item,II_ATTCH,i_misc,st_eco_event_package_name,st_eco_event_package_desc,1.60,85300,
ekp8_02,WP_SCOPE,w_misc,st_addon_scope_ekp8_02,st_addon_scope_ekp8_02_descr,0.27,2150,
ekp8_18,WP_SCOPE,w_misc,st_addon_scope_ekp8_18,st_addon_scope_ekp8_18_descr,0.34,3100,
energy_accum,II_ATTCH,i_part,st_accessories_energy_accum,st_accessories_energy_accum_desc,0.20,4760,
energy_drink,II_FOOD,i_drink,st_energy_drink,st_energy_drink_descr,0.33,1090,
eot,WP_SCOPE,w_misc,st_addon_scope_eotech,st_addon_scope_eotech_descr,0.30,2800,
equ_military_pack,EQ_BAKPK,i_backpack,st_equ_milpack_name,st_equ_milpack_desc,1.24,22500,
equ_small_military_pack,EQ_BAKPK,i_backpack,st_equ_smilpack_name,st_equ_smilpack_desc,0.67,11250,
