~,st_ui_dbg_spawn_type,pda_encyclopedia_name,army,bandit,csky,dolg,ecolog,freedom,greh,isg,killer,monolith,renegade,stalker,zombied
wpn_akm_bas,st_data_export_weapon_kind_rifle,st_wpn_akm_bas,"st_rank_novice, st_rank_trainee","st_rank_master, st_rank_legend","st_rank_experienced, st_rank_professional, st_rank_master, st_rank_legend","st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert","st_rank_novice, st_rank_trainee, st_rank_professional, st_rank_expert",,st_rank_trainee,,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional","st_rank_novice, st_rank_trainee","st_rank_master, st_rank_legend","st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",
wpn_vepr,st_data_export_weapon_kind_shotgun,st_wpn_vepr12,,,,,,,"st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master",,"st_rank_master, st_rank_legend",st_rank_master,,,
wpn_oc33,st_data_export_weapon_kind_pistol,st_wpn_oc33,"st_rank_master, st_rank_legend, st_rank_ssu","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",,"st_rank_novice, st_rank_trainee, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",,st_rank_master,,,st_rank_master,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_any, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend"
wpn_saiga12s_m2,st_data_export_weapon_kind_shotgun,st_wpn_saiga12s_m2,,,,,,,,,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional",,,,
wpn_m16a2,st_data_export_weapon_kind_rifle,st_wpn_m16a2,,,,,st_rank_expert,"st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",st_rank_master,,,"st_rank_veteran, st_rank_expert, st_rank_master",,st_rank_expert,
wpn_hk417,st_data_export_weapon_kind_rifle,st_wpn_hk417,,,,,,,,st_rank_blackops,,,,,
wpn_fn2000_camo,st_data_export_weapon_kind_rifle,st_wpn_fn2000_camo,,,,,,,st_rank_master,,,st_rank_master,,,
wpn_glock,st_data_export_weapon_kind_pistol,st_wpn_glock,,,,,"st_rank_experienced, st_rank_veteran, st_rank_expert","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",st_rank_master,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_rg6, st_rank_sniper, st_rank_gauss",,,
wpn_ak104_alfa,st_data_export_weapon_kind_rifle,st_wpn_ak104_alfa,"st_rank_master, st_rank_legend",,,,st_rank_expert,,,,,st_rank_legend,,,
wpn_m4a1_freedom,st_data_export_weapon_kind_rifle,st_wpn_m4a1_freedom,,,,,,"st_rank_master, st_rank_legend",,,,,,,
wpn_usp_custom,st_data_export_weapon_kind_pistol,st_wpn_usp_custom,,,,,,"st_rank_master, st_rank_legend",st_rank_master,"st_rank_master, st_rank_legend","st_rank_master, st_rank_legend",,,,
wpn_vssk,st_data_export_weapon_kind_sniper,st_wpn_vssk,,,,"st_rank_master, st_rank_legend",,,st_rank_master,,"st_rank_master, st_rank_legend","st_rank_master, st_rank_sniper, st_rank_rg6",,,
wpn_ak74m_n,st_data_export_weapon_kind_rifle,st_wpn_ak74m_n,"st_rank_novice, st_rank_trainee, st_rank_veteran, st_rank_expert","st_rank_master, st_rank_legend","st_rank_experienced, st_rank_professional, st_rank_master, st_rank_legend","st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert","st_rank_veteran, st_rank_expert",,"st_rank_trainee, st_rank_experienced",,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert","st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert","st_rank_master, st_rank_legend","st_rank_veteran, st_rank_expert",
wpn_mp443,st_data_export_weapon_kind_pistol,st_wpn_grach,,,"st_rank_master, st_rank_legend","st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_veteran, st_rank_expert",,"st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master","st_rank_veteran, st_rank_expert","st_rank_veteran, st_rank_expert",st_rank_master,,"st_rank_master, st_rank_legend",
wpn_mk14,st_data_export_weapon_kind_rifle,st_wpn_mk14,,"st_rank_veteran, st_rank_expert",,,,"st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",st_rank_master,,,"st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master","st_rank_veteran, st_rank_expert","st_rank_expert, st_rank_master, st_rank_legend",
wpn_vsk94,st_data_export_weapon_kind_rifle,st_wpn_vsk94,,,"st_rank_experienced, st_rank_professional",,st_rank_expert,,,,,"st_rank_experienced, st_rank_professional",,,
wpn_glock_custom,st_data_export_weapon_kind_pistol,st_wpn_glock_custom,,,,,,"st_rank_master, st_rank_legend",st_rank_master,"st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",,,,
wpn_ak101,st_data_export_weapon_kind_rifle,st_wpn_ak101,,,,,"st_rank_master, st_rank_legend","st_rank_master, st_rank_legend",st_rank_experienced,,"st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_veteran, st_rank_expert",,,
wpn_mp5_custom,st_data_export_weapon_kind_smg,st_wpn_mp5_custom,,,,,,"st_rank_master, st_rank_legend",st_rank_master,,"st_rank_master, st_rank_legend","st_rank_veteran, st_rank_expert, st_rank_master",,,
wpn_abakan_n,st_data_export_weapon_kind_rifle,st_wpn_abakan_n,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional",,,"st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",st_rank_expert,,"st_rank_experienced, st_rank_professional, st_rank_master",,"st_rank_master, st_rank_legend","st_rank_experienced, st_rank_professional, st_rank_master",,"st_rank_master, st_rank_legend",
wpn_toz34_obrez_decor,st_data_export_weapon_kind_shotgun,st_wpn_toz34_obrez_decor,,,"st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",,,,,,,,,"st_rank_veteran, st_rank_master, st_rank_legend",
wpn_m4_ru556,st_data_export_weapon_kind_rifle,st_wpn_m4_ru556,,,,,st_rank_expert,,,,,,,,
wpn_sig552_tac_siber,st_data_export_weapon_kind_rifle,st_wpn_sig552_tac_siber,,,,,,,st_rank_master,,"st_rank_master, st_rank_legend",st_rank_master,,,
wpn_sks_b,st_data_export_weapon_kind_sniper,st_wpn_sks_b,,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_master, st_rank_legend","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert","st_rank_novice, st_rank_trainee, st_rank_professional",,,,,,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert",st_rank_any
wpn_toz106_m1,st_data_export_weapon_kind_shotgun,st_wpn_toz106_m1,,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional","st_rank_novice, st_rank_trainee",,,,st_rank_novice,,,,"st_rank_novice, st_rank_trainee","st_rank_novice, st_rank_trainee",st_rank_any
wpn_fn57,st_data_export_weapon_kind_pistol,st_wpn_fn57,,,,,,,,st_rank_blackops,,,,,
wpn_ak74m_duty,st_data_export_weapon_kind_rifle,st_wpn_ak74m_duty,,,,"st_rank_master, st_rank_legend",,,,,,,,,
wpn_sr25,st_data_export_weapon_kind_sniper,st_wpn_sr25,,,,,,,st_rank_master,,"st_rank_master, st_rank_legend",st_rank_master,,,
wpn_sr1m,st_data_export_weapon_kind_pistol,st_wpn_sr1m,"st_rank_veteran, st_rank_expert",,,"st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",,,,,"st_rank_master, st_rank_legend","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_rg6, st_rank_sniper, st_rank_gauss",,,
wpn_m249,st_data_export_weapon_kind_rifle,st_wpn_m249,,,,,,,st_rank_master,"st_rank_master, st_rank_legend","st_rank_master, st_rank_legend",,,,
wpn_ak74u_n1,st_data_export_weapon_kind_rifle,st_wpn_ak74u_n1,"st_rank_experienced, st_rank_professional","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert","st_rank_novice, st_rank_trainee, st_rank_professional",,"st_rank_novice, st_rank_trainee","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional","st_rank_experienced, st_rank_professional","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_veteran, st_rank_expert",st_rank_any
wpn_usp,st_data_export_weapon_kind_pistol,st_wpn_usp,,,"st_rank_master, st_rank_legend",,"st_rank_experienced, st_rank_veteran, st_rank_expert","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_experienced, st_rank_professional, st_rank_master","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend, st_rank_blackops","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_rg6, st_rank_sniper, st_rank_gauss",,"st_rank_expert, st_rank_master, st_rank_legend",
wpn_sr2_m2,st_data_export_weapon_kind_smg,st_wpn_sr2_m2,,,,"st_rank_master, st_rank_legend",,,,,,,,,
wpn_pmm_bas,st_data_export_weapon_kind_pistol,st_wpn_pmm_bas,"st_rank_novice, st_rank_trainee, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",,"st_rank_master, st_rank_legend","st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert",st_rank_experienced,,st_rank_trainee,"st_rank_veteran, st_rank_expert","st_rank_veteran, st_rank_expert",,,"st_rank_expert, st_rank_master, st_rank_legend",
wpn_lr300,st_data_export_weapon_kind_rifle,st_wpn_lr300,,"st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_master, st_rank_legend",,"st_rank_novice, st_rank_trainee, st_rank_professional, st_rank_veteran, st_rank_expert","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert","st_rank_trainee, st_rank_experienced, st_rank_professional",,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert","st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_novice, st_rank_trainee, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_any, st_rank_master, st_rank_legend"
wpn_ak103_camo,st_data_export_weapon_kind_rifle,st_wpn_ak103_camo,,,,"st_rank_master, st_rank_legend",st_rank_expert,,"st_rank_professional, st_rank_master",,"st_rank_master, st_rank_legend",st_rank_master,,,
wpn_aek_duty,st_data_export_weapon_kind_rifle,st_wpn_aek973,,,,"st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",,,,,,,,"st_rank_master, st_rank_legend",
wpn_fnp45,st_data_export_weapon_kind_pistol,st_wpn_fnp45,,,,,"st_rank_veteran, st_rank_expert","st_rank_master, st_rank_legend",st_rank_master,"st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_rg6, st_rank_sniper, st_rank_gauss",,,
wpn_sig550_sniper,st_data_export_weapon_kind_sniper,st_wpn_sig550_sniper,,,,,,,,,,"st_rank_sniper, st_rank_rg6",,,
wpn_colt1911_new,st_data_export_weapon_kind_pistol,st_wpn_colt1911_new,,,"st_rank_master, st_rank_legend",,,,st_rank_master,"st_rank_veteran, st_rank_expert","st_rank_veteran, st_rank_expert",,,"st_rank_master, st_rank_legend",
wpn_svu,st_data_export_weapon_kind_sniper,st_wpn_svu,st_rank_sniper,,,,,,,,,"st_rank_experienced, st_rank_professional, st_rank_sniper, st_rank_rg6",,,
wpn_fal,st_data_export_weapon_kind_rifle,st_wpn_fal,,,,,,"st_rank_veteran, st_rank_expert",,,,"st_rank_experienced, st_rank_professional",,"st_rank_expert, st_rank_master, st_rank_legend",
wpn_glock17,st_data_export_weapon_kind_pistol,st_wpn_glock17,,,"st_rank_experienced, st_rank_professional",,"st_rank_experienced, st_rank_professional","st_rank_novice, st_rank_trainee","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional",,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional",,"st_rank_experienced, st_rank_professional",st_rank_experienced,
wpn_remington700_bas_magpul_pro,st_data_export_weapon_kind_sniper,st_wpn_remington700_bas_magpul_pro,,,,,,,,,"st_rank_master, st_rank_legend",,,,
wpn_remington700_bas_archangel,st_data_export_weapon_kind_sniper,st_wpn_remington700_bas_archangel,,,,,,,,,,st_rank_master,,,
wpn_svds_pmc,st_data_export_weapon_kind_sniper,st_wpn_svds_pmc,,,,"st_rank_master, st_rank_legend",,,"st_rank_master, st_rank_legend","st_rank_master, st_rank_legend","st_rank_master, st_rank_legend","st_rank_master, st_rank_legend",,"st_rank_master, st_rank_legend",
wpn_ppsh_bas,st_data_export_weapon_kind_rifle,st_wpn_ppsh_bas,,"st_rank_novice, st_rank_trainee, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_novice, st_rank_trainee, st_rank_veteran, st_rank_expert",,,,,,,,"st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional",st_rank_any
wpn_akm_isg,st_data_export_weapon_kind_rifle,st_wpn_akm_isg,,,,,,,,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional",,,,,
wpn_sig552_siber,st_data_export_weapon_kind_rifle,st_wpn_sig552_siber,,,,,"st_rank_veteran, st_rank_master, st_rank_legend","st_rank_experienced, st_rank_professional",,,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_master, st_rank_legend","st_rank_experienced, st_rank_professional",,,
wpn_mossberg590,st_data_export_weapon_kind_shotgun,st_wpn_mossberg590,,,,,"st_rank_novice, st_rank_trainee, st_rank_veteran, st_rank_expert","st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",,,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional",,"st_rank_master, st_rank_legend",
wpn_svt40,st_data_export_weapon_kind_sniper,st_wpn_svt40,,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert",st_rank_professional,,,,,"st_rank_experienced, st_rank_professional","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert","st_rank_any, st_rank_master, st_rank_legend"
wpn_vz61_scorpion_m1,st_data_export_weapon_kind_smg,st_wpn_vz61_scorpion_m1,,"st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",,,st_rank_expert,"st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",,,"st_rank_master, st_rank_legend","st_rank_veteran, st_rank_expert, st_rank_master","st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",,
wpn_trg,st_data_export_weapon_kind_sniper,st_trg_sako,,,,,,,,,,"st_rank_sniper, st_rank_rg6",,,
wpn_p90,st_data_export_weapon_kind_smg,st_wpn_p90,,,,,,,st_rank_master,st_rank_blackops,"st_rank_master, st_rank_legend",st_rank_master,,,
wpn_glock17_m1,st_data_export_weapon_kind_pistol,st_wpn_glock17_m1,,,"st_rank_master, st_rank_legend","st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_novice, st_rank_trainee, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_master, st_rank_legend","st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend, st_rank_gauss, st_rank_sniper, st_rank_rg6","st_rank_master, st_rank_legend","st_rank_master, st_rank_legend",
wpn_beretta_camo,st_data_export_weapon_kind_pistol,st_wpn_beretta_camo,,,,,,"st_rank_master, st_rank_legend",st_rank_master,"st_rank_master, st_rank_legend","st_rank_master, st_rank_legend",st_rank_master,,,
wpn_korth,st_data_export_weapon_kind_pistol,st_wpn_korth,,,"st_rank_master, st_rank_legend",,,"st_rank_veteran, st_rank_expert","st_rank_veteran, st_rank_expert",,"st_rank_veteran, st_rank_expert",,,"st_rank_master, st_rank_legend",
wpn_m4_skryaga,st_data_export_weapon_kind_rifle,st_wpn_m4_skryaga,,,,,,"st_rank_master, st_rank_legend",,,,,,,
wpn_sig220,st_data_export_weapon_kind_pistol,st_wpn_sig220,,,,,,,,st_rank_blackops,,,,,"st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend"
wpn_pm,st_data_export_weapon_kind_pistol,st_wpn_pm,,,,,,,,,,,,,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend"
wpn_sv98,st_data_export_weapon_kind_sniper,st_wpn_sv98,st_rank_sniper,,,,,,,,,"st_rank_sniper, st_rank_rg6",,,
wpn_ak74_custom,st_data_export_weapon_kind_rifle,st_wpn_ak74_custom,,,"st_rank_master, st_rank_legend","st_rank_master, st_rank_legend",,,st_rank_master,,,st_rank_master,,"st_rank_master, st_rank_legend",
wpn_kiparis_m3,st_data_export_weapon_kind_smg,st_wpn_kiparis_m3,,"st_rank_veteran, st_rank_expert","st_rank_novice, st_rank_experienced, st_rank_professional, st_rank_master, st_rank_legend",,,,,,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional","st_rank_experienced, st_rank_professional","st_rank_master, st_rank_legend",st_rank_veteran,
wpn_pkp_tac_siber,st_data_export_weapon_kind_rifle,st_wpn_pkp_tac_siber,"st_rank_master, st_rank_legend",,,"st_rank_master, st_rank_legend",,,,,"st_rank_master, st_rank_legend",st_rank_legend,,,
wpn_sr2_veresk,st_data_export_weapon_kind_smg,st_wpn_sr2_veresk,"st_rank_master, st_rank_legend",,,"st_rank_master, st_rank_legend",,,,,,,,,
wpn_g3sg1,st_data_export_weapon_kind_rifle,st_wpn_g3sg1,,,,,,"st_rank_experienced, st_rank_professional, st_rank_master, st_rank_legend",st_rank_master,,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert","st_rank_experienced, st_rank_professional, st_rank_master",,,
wpn_desert_eagle_custom,st_data_export_weapon_kind_pistol,st_wpn_desert_eagle_custom,,,,,,,st_rank_legend,"st_rank_master, st_rank_legend","st_rank_master, st_rank_legend",st_rank_legend,,,
wpn_toz34,st_data_export_weapon_kind_shotgun,st_wpn_toz34,,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional",,,"st_rank_novice, st_rank_trainee",,,,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran","st_rank_any, st_rank_master, st_rank_legend"
wpn_mp5sd,st_data_export_weapon_kind_smg,st_wpn_mp5sd,,,,,,"st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_novice, st_rank_trainee",,,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional",,,
wpn_gsh18_custom,st_data_export_weapon_kind_pistol,st_wpn_gsh18_custom,,,,"st_rank_master, st_rank_legend",,,st_rank_master,,,st_rank_master,,,
wpn_scar_siber_m2,st_data_export_weapon_kind_rifle,st_wpn_scar_siber_m2,,,,,,"st_rank_master, st_rank_legend",st_rank_legend,"st_rank_master, st_rank_legend","st_rank_master, st_rank_legend",st_rank_legend,,,
wpn_vintorez_m2,st_data_export_weapon_kind_rifle,st_wpn_vintorez_m2,,,,,,,st_rank_master,"st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_veteran, st_rank_expert, st_rank_master",,,
wpn_toz34_custom,st_data_export_weapon_kind_shotgun,st_wpn_toz34_custom,,,"st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_veteran, st_rank_expert",st_rank_professional,,,,,,,"st_rank_professional, st_rank_veteran, st_rank_master, st_rank_legend",
wpn_sig550_tac_siber,st_data_export_weapon_kind_rifle,st_wpn_sig550_tac_siber,,,,,,,st_rank_master,,"st_rank_master, st_rank_legend",st_rank_master,,,
wpn_rpk74_16,st_data_export_weapon_kind_rifle,st_wpn_rpk74_16,"st_rank_novice, st_rank_trainee, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_experienced, st_rank_professional, st_rank_master, st_rank_legend","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",,,,"st_rank_master, st_rank_legend","st_rank_master, st_rank_legend","st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master","st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",
wpn_kar98_retrotac,st_data_export_weapon_kind_sniper,st_wpn_kar98_retrotac,,,,,,"st_rank_experienced, st_rank_professional",,,,,,st_rank_experienced,
wpn_eft_rsh12,st_data_export_weapon_kind_pistol,st_wpn_eft_rsh12,,,,,,,st_rank_legend,,,st_rank_legend,,,
wpn_ash12,st_data_export_weapon_kind_rifle,st_wpn_ash12,st_rank_ssu,,"st_rank_master, st_rank_legend",,,,,,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert",,,"st_rank_master, st_rank_legend",
wpn_aps_bas,st_data_export_weapon_kind_pistol,st_wpn_aps_bas,,,"st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",,,st_rank_master,,,st_rank_master,,"st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",
wpn_remington700_bas_lapua700,st_data_export_weapon_kind_sniper,st_wpn_remington700_bas_lapua700,,,,,,,st_rank_legend,,,,,,
wpn_kiparis_m1,st_data_export_weapon_kind_smg,st_wpn_kiparis_m1,,"st_rank_master, st_rank_legend",,,"st_rank_novice, st_rank_trainee",,st_rank_trainee,,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional","st_rank_experienced, st_rank_professional","st_rank_experienced, st_rank_professional",st_rank_experienced,
wpn_ak74_n,st_data_export_weapon_kind_rifle,st_wpn_ak74_n,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional","st_rank_novice, st_rank_trainee, st_rank_professional, st_rank_expert",,st_rank_trainee,,,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_veteran",st_rank_any
wpn_aek_camo,st_data_export_weapon_kind_rifle,st_wpn_aek971_camo,,,,"st_rank_master, st_rank_legend",,,,,,,,,
wpn_mp5,st_data_export_weapon_kind_smg,st_wpn_mp5,,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",,,"st_rank_novice, st_rank_trainee, st_rank_professional","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert","st_rank_novice, st_rank_trainee",,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_experienced, st_rank_veteran, st_rank_master, st_rank_legend",
wpn_sks,st_data_export_weapon_kind_sniper,st_wpn_sks,,,,,,,,,,,,,"st_rank_master, st_rank_legend"
wpn_vz61,st_data_export_weapon_kind_smg,st_wpn_vz61,,,,,,,,,,,,,"st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend"
wpn_mp133,st_data_export_weapon_kind_shotgun,st_wpn_mp133,,,,,,,,,,,,,"st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend"
wpn_m98b,st_data_export_weapon_kind_sniper,st_wpn_m98b,,,,,,,st_rank_master,,"st_rank_master, st_rank_legend",st_rank_master,,,
wpn_ak74u,st_data_export_weapon_kind_rifle,st_wpn_ak74u,,,,,,,,,,,,,"st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend"
