~,st_class,st_ui_dbg_spawn_type,pda_encyclopedia_name,st_data_export_description,st_prop_weight,st_upgr_cost,st_data_export_max_uses
jup_b47_merc_pda,II_ATTCH,i_quest,jup_b47_merc_pda,jup_b47_merc_pda_desc,0.10,0,
jup_b9_blackbox,II_ATTCH,i_quest,jup_b9_blackbox,jup_b9_blackbox_descr,3.00,0,
jupiter_documents,II_ATTCH,i_quest,jupiter_documents_name,jupiter_documents_desc,0.50,0,
kab_up,II_FOOD,w_misc,st_addon_scope_kab_up,st_addon_scope_kab_up_descr,1.10,33999,
kashtan_rmr,II_FOOD,w_misc,st_addon_scope_kashtan_rmr,st_addon_scope_kashtan_rmr_descr,0.76,48950,
kemper,II_FOOD,w_misc,st_addon_scope_kemper,st_addon_scope_kemper_descr,0.27,25000,
kemper_x,II_FOOD,w_misc,st_addon_scope_dummy,st_addon_scope_dummy_descr,0.27,25000,
kerosene,II_FOOD,i_misc,st_kerosene,st_kerosene_descr,4.47,3500,5
killer_patch,II_ATTCH,i_misc,st_merc_fp,st_merc_fp_descr,0.00,650,
kit_aus_tri,II_FOOD,w_misc,st_addon_scope_kit_aus_tri,st_addon_scope_kit_aus_tri_descr,0.56,28950,
kit_fal_leup,II_FOOD,w_misc,st_addon_scope_kit_fal_leup,st_addon_scope_kit_fal_leup_descr,0.85,24950,
kit_hunt,EQ_BAKPK,i_tool,st_kit_hunt,st_kit_hunt_descr,1.70,8043,
kit_sa5x_spec,II_FOOD,w_misc,st_addon_scope_kit_sa5x_spec,st_addon_scope_kit_sa5x_spec_descr,0.85,26950,
kobra,II_FOOD,w_misc,st_addon_scope_kobra,st_addon_scope_kobra_descr,0.41,4350,
kobra_x,II_FOOD,w_misc,st_addon_scope_dummy,st_addon_scope_dummy_descr,0.41,4350,
kolbasa,II_FOOD,i_food,st_kolbasa,st_kolbasa_descr,0.33,1275,
kovalev_pda_item,II_ATTCH,i_quest,st_kovalev_pda_name,st_kovalev_pda_descr,0.00,0,
kp_sr2,II_FOOD,w_misc,st_addon_scope_kp_sr2,st_addon_scope_kp_sr2_descr,0.03,9500,
kp_sr2_x,II_FOOD,w_misc,st_addon_scope_dummy,st_addon_scope_dummy_descr,0.03,9500,
labx8_poltergeist,SM_POLTR,SM_POLTER_G,,,0.00,0,
lapua700,II_FOOD,w_misc,st_addon_scope_lapua700,st_addon_scope_lapua700_descr,2.60,55350,
lazup_pl15,II_FOOD,w_misc,st_addon_scope_lazup_generic,st_addon_scope_lazup_generic_descr,0.09,12300,
lco1,II_FOOD,w_misc,st_addon_scope_lco1,st_addon_scope_lco1_descr,0.27,16950,
lco1_x,II_FOOD,w_misc,st_addon_scope_dummy,st_addon_scope_dummy_descr,0.27,16950,
lead_box,II_ATTCH,i_arty_cont,st_lead_box_name,st_lead_box_descr,0.30,1500,
lead_box_closed,II_ATTCH,i_arty_cont,st_lead_box_closed_name,st_lead_box_closed_descr,2.12,0,
lead_box_closed_dummy,II_ATTCH,i_arty_cont,st_lead_box_closed_name,st_lead_box_closed_descr,2.12,0,
lead_box_dummy,II_ATTCH,i_arty_cont,st_lead_box_name,st_lead_box_descr,0.30,1500,
lead_box_half,II_ATTCH,i_arty_cont,st_lead_box_half_name,st_lead_box_half_descr,2.12,0,
lead_box_half_dummy,II_ATTCH,i_arty_cont,st_lead_box_half_name,st_lead_box_half_descr,2.12,0,
leatherman_tool,II_ATTCH,i_tool,st_leatherman_tool,st_leatherman_tool_descr,0.40,4000,
letter_ecologist_report_1_of_3,II_ATTCH,i_letter,st_ecologist_report_1_of_3_name,st_ecologist_report_1_of_3_desc,0.01,785,
letter_ecologist_report_2_of_3,II_ATTCH,i_letter,st_ecologist_report_2_of_3_name,st_ecologist_report_2_of_3_desc,0.01,785,
letter_ecologist_report_3_of_3,II_ATTCH,i_letter,st_ecologist_report_3_of_3_name,st_ecologist_report_3_of_3_desc,0.01,785,
letter_freedom_manual_1_of_2,II_ATTCH,i_letter,st_freedom_manual_1_of_2_name,st_freedom_manual_1_of_2_desc,0.01,165,
letter_freedom_manual_2_of_2,II_ATTCH,i_letter,st_freedom_manual_1_of_2_name,st_freedom_manual_1_of_2_desc,0.01,165,
letter_letter_to_outside,II_ATTCH,i_letter,st_letter_to_outside_name,st_letter_to_outside_desc,0.01,145,
letter_memoirs_1_of_2,II_ATTCH,i_letter,st_memoirs_1_of_2_name,st_memoirs_1_of_2_desc,0.02,140,
letter_memoirs_2_of_2,II_ATTCH,i_letter,st_memoirs_2_of_2_name,st_memoirs_2_of_2_desc,0.02,140,
letter_mercenary,II_ATTCH,i_letter,st_letter_mercenary_name,st_letter_mercenary_desc,0.01,165,
letter_military_log,II_ATTCH,i_letter,st_letter_military_log_name,st_letter_military_log_desc,0.01,780,
letter_military_stalker,II_ATTCH,i_letter,st_letter_military_stalker_name,st_letter_military_stalker_desc,0.01,195,
letter_monolith_prayer_1_of_3,II_ATTCH,i_letter,st_monolith_prayer_1_of_3_name,st_monolith_prayer_1_of_3_desc,0.01,345,
letter_monolith_prayer_2_of_3,II_ATTCH,i_letter,st_monolith_prayer_2_of_3_name,st_monolith_prayer_2_of_3_desc,0.01,345,
letter_monolith_prayer_3_of_3,II_ATTCH,i_letter,st_monolith_prayer_3_of_3_name,st_monolith_prayer_3_of_3_desc,0.01,345,
letter_monolithian_thoughts,II_ATTCH,i_letter,st_monolithian_thoughts_name,st_monolithian_thoughts_desc,0.01,255,
letter_rf_tip_af_black_spray,II_ATTCH,i_letter,st_note_rf_tip_af_black_spray_name,st_note_rf_tip_desc,0.01,500,
letter_rf_tip_af_compass,II_ATTCH,i_letter,st_note_rf_tip_af_compass_name,st_note_rf_tip_desc,0.01,500,
letter_rf_tip_af_death_lamp,II_ATTCH,i_letter,st_note_rf_tip_af_death_lamp_name,st_note_rf_tip_desc,0.01,500,
letter_rf_tip_af_electra_flash,II_ATTCH,i_letter,st_note_rf_tip_af_electra_flash_name,st_note_rf_tip_desc,0.01,500,
letter_rf_tip_af_electra_moonlight,II_ATTCH,i_letter,st_note_rf_tip_af_electra_moonlight_name,st_note_rf_tip_desc,0.01,500,
letter_rf_tip_af_full_empty,II_ATTCH,i_letter,st_note_rf_tip_af_full_empty_name,st_note_rf_tip_desc,0.01,500,
letter_rf_tip_af_ice,II_ATTCH,i_letter,st_note_rf_tip_af_ice_name,st_note_rf_tip_desc,0.01,500,
letter_rf_tip_af_ring,II_ATTCH,i_letter,st_note_rf_tip_af_ring_name,st_note_rf_tip_desc,0.01,500,
letter_rf_tip_af_soul,II_ATTCH,i_letter,st_note_rf_tip_af_soul_name,st_note_rf_tip_desc,0.01,500,
letter_rf_tip_base,II_ATTCH,i_letter,st_note_rf_tip_name,st_note_rf_tip_desc,0.01,500,
letter_rf_tip_burer,II_ATTCH,i_letter,st_note_rf_tip_burer_name,st_note_rf_tip_desc,0.01,500,
letter_rf_tip_controller,II_ATTCH,i_letter,st_note_rf_tip_controller_name,st_note_rf_tip_desc,0.01,500,
letter_rf_tip_poltergeist,II_ATTCH,i_letter,st_note_rf_tip_poltergeist_name,st_note_rf_tip_desc,0.01,500,
letter_rf_tip_psydog,II_ATTCH,i_letter,st_note_rf_tip_psydog_name,st_note_rf_tip_desc,0.01,500,
letter_stalker_letter_1_of_2,II_ATTCH,i_letter,st_stalker_letter_1_of_2_name,st_stalker_letter_1_of_2_desc,0.01,135,
letter_stalker_letter_2_of_2,II_ATTCH,i_letter,st_stalker_letter_2_of_2_name,st_stalker_letter_2_of_2_desc,0.01,135,
letter_stalker_letter_3,II_ATTCH,i_letter,st_letter_stalker_letter_3_name,st_letter_stalker_letter_3_desc,0.01,161,
leupold,II_FOOD,w_misc,st_addon_scope_leupold,st_addon_scope_leupold_descr,0.66,23000,
leupold_x,II_FOOD,w_misc,st_addon_scope_dummy,st_addon_scope_dummy_descr,0.66,23000,
light_dolg_outfit,EQU_STLK,o_heavy,light_dolg_outfit_name,light_dolg_outfit_description,18.00,56280,
light_freedom_outfit,EQU_STLK,o_heavy,light_freedom_outfit_name,light_freedom_outfit_description,16.00,53280,
light_isg_outfit,EQU_STLK,o_heavy,light_isg_outfit_name,light_isg_outfit_description,16.00,57280,
light_loner_outfit,EQU_STLK,o_heavy,light_loner_outfit_name,light_loner_outfit_description,14.00,51280,
light_merc_outfit,EQU_STLK,o_heavy,light_merc_outfit_name,light_merc_outfit_description,17.00,53280,
light_monolit_outfit,EQU_STLK,o_heavy,light_monolit_outfit_name,light_monolit_outfit_description,16.00,54280,
light_repair_kit,II_FOOD,i_repair,st_light_repair_kit,st_light_repair_kit_descr,4.48,13360,4
light_voen_outfit,EQU_STLK,o_heavy,light_voen_outfit_name,light_voen_outfit_description,15.00,55280,
lurker_1_normal,SM_CHIMS,SM_LURKER,,,0.00,0,
lurker_1_strong,SM_CHIMS,SM_LURKER,,,0.00,0,
lurker_1_weak,SM_CHIMS,SM_LURKER,,,0.00,0,
lurker_2_normal,SM_CHIMS,SM_LURKER,,,0.00,0,
lurker_2_strong,SM_CHIMS,SM_LURKER,,,0.00,0,
lurker_2_weak,SM_CHIMS,SM_LURKER,,,0.00,0,
lurker_3_normal,SM_CHIMS,SM_LURKER,,,0.00,0,
lurker_3_strong,SM_CHIMS,SM_LURKER,,,0.00,0,
lurker_3_weak,SM_CHIMS,SM_LURKER,,,0.00,0,
lx8_history_2_documents,II_ATTCH,i_quest,lx8_history_2_documents_name,lx8_history_2_documents_desc,0.00,0,
lx8_history_3_documents,II_ATTCH,i_quest,lx8_history_3_documents_name,lx8_history_3_documents_desc,0.00,0,
lx8_history_documents,II_ATTCH,i_quest,lx8_history_documents_name,lx8_history_documents_desc,0.00,0,
lx8_poltergeist,SM_POLTR,SM_POLTER_G,,,0.00,0,
lx8_service_instruction,II_ATTCH,i_quest,st_lx8_service_instruction_name,st_lx8_service_instruction_descr,0.05,0,
m_karlik_e,SM_TUSHK,SM_KARLIK,,,0.00,0,
m_lurker_e,SM_CHIMS,SM_LURKER,,,0.00,0,
m_poltergeist_normal_black,SM_POLTR,SM_PSEUDO_G,,,0.00,0,
m_poltergeist_normal_flame,SM_POLTR,SM_PYRO_G,,,0.00,0,
m_poltergeist_normal_flame_tlf,SM_POLTR,SM_PYRO_G,,,0.00,0,
m_poltergeist_normal_tele,SM_POLTR,SM_POLTER_G,,,0.00,0,
m_psysucker_e,SM_BLOOD,SM_PSYSUCKER,,,0.00,0,
magnifier,II_FOOD,w_misc,st_addon_scope_mag,st_addon_scope_mag_descr,0.30,13280,
magpul_pro,II_FOOD,w_misc,st_addon_scope_magpul_pro,st_addon_scope_magpul_pro_descr,1.72,38000,
main_story_1_quest_case,II_ATTCH,i_quest,item_quest_case_02_name,item_quest_case_02_desc,0.00,1000,
main_story_2_lab_x18_documents,II_ATTCH,i_quest,item_doc_x18_name,item_doc_x18_desc,0.00,0,
main_story_3_lab_x16_documents,II_ATTCH,i_quest,item_doc_x16_name,item_doc_x16_desc,0.00,0,
main_story_4_lab_x10_documents,II_ATTCH,i_quest,item_doc_x10_name,item_doc_x10_desc,0.05,0,
main_story_5_lab_x8_documents,II_ATTCH,i_quest,item_doc_x8_name,item_doc_x8_desc,0.05,0,
main_story_6_jup_ug_documents,II_ATTCH,i_quest,item_doc_jup_ug_name,item_doc_jup_ug_desc,0.02,0,
main_story_7_mon_con_documents,II_ATTCH,i_quest,item_doc_mon_con_name,item_doc_mon_con_name_desc,0.05,0,
mar_base_owl_stalker_trader_task_1_pda,II_ATTCH,i_quest,st_pda_name,st_pda_descr,0.10,0,
march_f_shorty,II_FOOD,w_misc,st_addon_scope_march_f_shorty,st_addon_scope_march_f_shorty_descr,0.54,27280,
march_f_shorty_alt,II_FOOD,w_misc,st_addon_scope_march_f_shorty_alt,st_addon_scope_march_f_shorty_alt_descr,0.59,64280,
march_f_shorty_x,II_FOOD,w_misc,st_addon_scope_dummy,st_addon_scope_dummy_descr,0.54,27280,
marchf,II_FOOD,w_misc,st_addon_scope_marchf,st_addon_scope_marchf_descr,0.61,23000,
marchf_x,II_FOOD,w_misc,st_addon_scope_dummy,st_addon_scope_dummy_descr,0.61,23000,
marijuana,II_FOOD,i_medical,st_marijuana,st_marijuana_descr,0.03,1040,
mark8_rmr,II_FOOD,w_misc,st_addon_scope_mark8_rmr,st_addon_scope_mark8_rmr_descr,0.71,69950,
marker,SCRPTART,i_arty,st_af_electra_flash_name,st_af_electra_flash_descr,0.04,97800,
matches,II_ATTCH,i_tool,st_matches,st_matches_descr,0.02,320,
mauser_kit,II_FOOD,w_misc,st_addon_scope_mauser_kit,st_addon_scope_mauser_kit_descr,3.60,51500,
meat_bloodsucker,II_FOOD,i_mutant_cooked,st_meat_bloodsucker,st_meat_bloodsucker_descr,0.17,1422,
meat_bloodsucker_a,II_FOOD,i_mutant_cooked,st_meat_bloodsucker,st_meat_bloodsucker_descr,0.17,3722,
meat_bloodsucker_b,II_FOOD,i_mutant_cooked,st_meat_bloodsucker,st_meat_bloodsucker_descr,0.17,1922,
meat_boar,II_FOOD,i_mutant_cooked,st_meat_boar,st_meat_boar_descr,0.19,1034,
meat_boar_a,II_FOOD,i_mutant_cooked,st_meat_boar,st_meat_boar_descr,0.19,3534,
meat_boar_b,II_FOOD,i_mutant_cooked,st_meat_boar,st_meat_boar_descr,0.19,1734,
meat_chimera,II_FOOD,i_mutant_cooked,st_meat_chimera,st_meat_chimera_descr,0.25,2203,
meat_chimera_a,II_FOOD,i_mutant_cooked,st_meat_chimera,st_meat_chimera_descr,0.25,5303,
meat_chimera_b,II_FOOD,i_mutant_cooked,st_meat_chimera,st_meat_chimera_descr,0.25,3103,
meat_dog,II_FOOD,i_mutant_cooked,st_meat_dog,st_meat_dog_descr,0.14,644,
meat_dog_a,II_FOOD,i_mutant_cooked,st_meat_dog,st_meat_dog_descr,0.14,1244,
meat_dog_b,II_FOOD,i_mutant_cooked,st_meat_dog,st_meat_dog_descr,0.14,844,
meat_flesh,II_FOOD,i_mutant_cooked,st_meat_flesh,st_meat_flesh_descr,0.18,950,
meat_flesh_a,II_FOOD,i_mutant_cooked,st_meat_flesh,st_meat_flesh_descr,0.18,3150,
meat_flesh_b,II_FOOD,i_mutant_cooked,st_meat_flesh,st_meat_flesh_descr,0.18,1550,
meat_lurker,II_FOOD,i_mutant_cooked,st_meat_lurker,st_meat_lurker_descr,0.20,2203,
meat_lurker_a,II_FOOD,i_mutant_cooked,st_meat_lurker,st_meat_lurker_descr,0.20,4103,
meat_lurker_b,II_FOOD,i_mutant_cooked,st_meat_lurker,st_meat_lurker_descr,0.20,2803,
meat_pseudodog,II_FOOD,i_mutant_cooked,st_meat_pseudodog,st_meat_pseudodog_descr,0.09,802,
meat_pseudodog_a,II_FOOD,i_mutant_cooked,st_meat_pseudodog,st_meat_pseudodog_descr,0.09,2502,
meat_pseudodog_b,II_FOOD,i_mutant_cooked,st_meat_pseudodog,st_meat_pseudodog_descr,0.09,1202,
meat_psysucker,II_FOOD,i_mutant_cooked,st_meat_psysucker,st_meat_psysucker_descr,0.16,1700,
meat_psysucker_a,II_FOOD,i_mutant_cooked,st_meat_psysucker,st_meat_psysucker_descr,0.16,3600,
meat_psysucker_b,II_FOOD,i_mutant_cooked,st_meat_psysucker,st_meat_psysucker_descr,0.16,2400,
meat_snork,II_FOOD,i_mutant_cooked,st_meat_snork,st_meat_snork_descr,0.06,866,
meat_snork_a,II_FOOD,i_mutant_cooked,st_meat_snork,st_meat_snork_descr,0.06,2966,
meat_snork_b,II_FOOD,i_mutant_cooked,st_meat_snork,st_meat_snork_descr,0.06,1366,
meat_tushkano,II_FOOD,i_mutant_cooked,st_meat_tushkano,st_meat_tushkano_descr,0.03,322,
meat_tushkano_a,II_FOOD,i_mutant_cooked,st_meat_tushkano,st_meat_tushkano_descr,0.03,822,
meat_tushkano_b,II_FOOD,i_mutant_cooked,st_meat_tushkano,st_meat_tushkano_descr,0.03,622,
medium_repair_kit,II_FOOD,i_repair,st_medium_repair_kit,st_medium_repair_kit_descr,6.48,17360,4
medkit,II_FOOD,i_medical,st_medkit,st_medkit_descr,0.50,2500,2
medkit_ai1,II_ATTCH,i_medical,st_medkit_ai1,st_medkit_ai1_descr,1.60,12624,
medkit_ai2,II_ATTCH,i_medical,st_medkit_ai2,st_medkit_ai2_descr,1.70,20342,
medkit_ai3,II_ATTCH,i_medical,st_medkit_ai3,st_medkit_ai3_descr,1.80,27782,
medkit_army,II_FOOD,i_medical,st_medkit_army,st_medkit_army_descr,0.50,4500,2
medkit_scientic,II_FOOD,i_medical,st_medkit_science,st_medkit_science_descr,0.50,6500,2
medkit_script,II_FOOD,i_medical,st_medkit,st_medkit_descr,0.10,300,
meinkampf,II_ATTCH,i_misc,st_meinkampf,st_meinkampf_descr,0.11,360,
mepro,II_FOOD,w_misc,st_addon_scope_mepro,st_addon_scope_mepro_descr,0.37,6580,
mepro_x,II_FOOD,w_misc,st_addon_scope_dummy,st_addon_scope_dummy_descr,0.37,6580,
merc_ace_outfit,EQU_STLK,o_sci,ace_outfit_name,ace_outfit_description,6.40,118000,
merc_combat_scientific_outfit,EQU_STLK,o_sci,merc_combat_scientific_outfit_name,merc_combat_scientific_outfit_description,10.70,78000,
merc_coyote_outfit,EQU_STLK,o_medium,merc_coyote_outfit_name,merc_coyote_outfit_description,12.00,51500,
merc_exo_outfit,E_STLK,o_heavy,merc_exo_outfit_name,merc_exo_outfit_description,24.00,112610,
merc_exolight_outfit,E_STLK,o_heavy,merc_exolight_outfit_name,merc_exolight_outfit_description,16.00,73890,
merc_fighter_outfit,EQU_STLK,o_light,merc_fighter_outfit_name,merc_fighter_outfit_description,6.00,34280,
merc_jackal_outfit,EQU_STLK,o_medium,merc_jackal_outfit_name,merc_jackal_outfit_description,7.00,43500,
merc_nighthunter_outfit,EQU_STLK,o_heavy,merc_nighthunter_outfit_name,merc_nighthunter_outfit_description,14.00,57500,
merc_nosorog_outfit,E_STLK,o_heavy,merc_nosorog_outfit_name,nosorog_outfit_description,33.00,158000,
merc_outfit,EQU_STLK,o_medium,merc_outfit_name,merc_outfit_description,9.00,38280,
merc_scientific_armored_outfit,EQU_STLK,o_sci,merc_scientific_armored_outfit_name,merc_scientific_armored_outfit_description,11.00,72000,
merc_scientific_outfit,EQU_STLK,o_sci,merc_scientific_outfit_name,merc_scientific_outfit_description,10.00,59600,
merc_scout_outfit,EQU_STLK,o_light,merc_scout_outfit_name,merc_scout_outfit_description,4.00,28500,
merc_sun_outfit,EQU_STLK,o_medium,merc_sun_outfit_name,merc_sun_outfit_description,12.00,45280,
merc_sunset_outfit,EQU_STLK,o_medium,merc_sunset_outfit_name,merc_sunset_outfit_description,11.00,47000,
merc_wolven_outfit,EQU_STLK,o_medium,merc_wolven_outfit_name,merc_wolven_outfit_description,6.30,52700,
mgs_codec,D_CUSTOM,i_device,st_mgs_codec,st_mgs_codec_descr,0.37,2700,
military_bandit_outfit,EQU_STLK,o_heavy,military_bandit_outfit_name,military_outfit_description,14.00,72700,
military_escape_docs,II_ATTCH,i_quest,escape_docs_name,escape_docs_desc,0.05,0,
military_exo_outfit,E_STLK,o_heavy,military_exo_outfit_name,military_exo_outfit_description,28.00,109510,
military_exolight_outfit,E_STLK,o_heavy,military_exolight_outfit_name,military_exolight_outfit_description,16.00,63480,
military_freedom_outfit,EQU_STLK,o_heavy,military_freedom_outfit_name,military_outfit_description,17.00,73700,
military_merc_outfit,EQU_STLK,o_heavy,military_merc_outfit_name,military_outfit_description,18.00,78700,
military_monolit_outfit,EQU_STLK,o_heavy,military_monolit_outfit_name,military_outfit_description,18.00,71700,
military_outfit,EQU_STLK,o_heavy,military_outfit_name,military_outfit_description,18.00,70700,
military_proto_exo_outfit,EQU_STLK,o_heavy,military_proto_exo_outfit_name,military_proto_exo_outfit_description,26.00,115700,
military_sky_outfit,EQU_STLK,o_heavy,military_sky_outfit_name,military_outfit_description,19.00,74700,
mine,II_ANTIR,w_explosive,st_mine_name,st_mine_descr,0.08,1790,
mine_actor,II_EXPLO,w_base,,no_description,0.75,1500,
mine_blow,II_EXPLO,w_explosive,,no_description,0.75,1500,
mine_new,II_ANTIR,w_explosive,st_mine_name,st_mine_descr,0.75,1790,
mine_new_blow,II_EXPLO,w_explosive,nil,no_description,0.75,1500,
mine_proximity,II_EXPLO,w_base,,no_description,0.75,1500,
mineral_water,II_FOOD,i_drink,st_mineral_water,st_mineral_water_descr,1.03,1719,3
mint,II_FOOD,i_food,st_mint,st_mint_descr,0.04,250,3
mirror,II_ATTCH,i_misc,st_mirror,st_mirror_descr,0.04,280,
mlr_strelok_item_01,II_FOOD,i_quest,mlr_strelok_item_01,mlr_strelok_item_01_desc,0.02,0,
mlr_x8_copybook,II_ATTCH,i_quest,mlr_x8_copybook,mlr_x8_copybook_desc,0.05,0,
mlr_x8_copybook_2,II_ATTCH,i_quest,mlr_x8_copybook_2,mlr_x8_copybook_2_desc,0.05,0,
mlr_x8_documents,II_ATTCH,i_quest,mlr_x8_documents,mlr_x8_documents_desc,0.05,0,
mod9,II_FOOD,w_misc,st_addon_scope_mod9,st_addon_scope_mod9_descr,0.26,6950,
mod_x_gen3,II_FOOD,w_misc,st_addon_scope_mod_x_gen3,st_addon_scope_mod_x_gen3_descr,1.65,48000,
mon_m_poltergeist_normal_flame_1,SM_POLTR,SM_PYRO_G,,,0.00,0,
mon_m_poltergeist_normal_flame_2,SM_POLTR,SM_PYRO_G,,,0.00,0,
mon_m_poltergeist_normal_flame_3,SM_POLTR,SM_PYRO_G,,,0.00,0,
money_10,II_FOOD,i_tool,st_roubles_10_name,st_roubles_10_descr,0.00,10,
money_100,II_FOOD,i_tool,st_roubles_100_name,st_roubles_100_descr,0.00,100,
money_1000,II_FOOD,i_tool,st_roubles_1000_name,st_roubles_1000_descr,0.00,1000,
money_1000_5000,II_FOOD,i_tool,st_roubles,st_roubles_500_descr,0.00,500,
money_100_200,II_FOOD,i_tool,st_roubles,st_roubles_100_descr,0.00,100,
money_10_50,II_FOOD,i_tool,st_roubles,st_roubles_10_descr,0.00,10,
money_200_300,II_FOOD,i_tool,st_roubles,st_roubles_100_descr,0.00,100,
money_300_400,II_FOOD,i_tool,st_roubles,st_roubles_100_descr,0.00,100,
money_400_500,II_FOOD,i_tool,st_roubles,st_roubles_100_descr,0.00,100,
money_50,II_FOOD,i_tool,st_roubles_50_name,st_roubles_50_descr,0.00,50,
money_500,II_FOOD,i_tool,st_roubles_500_name,st_roubles_500_descr,0.00,500,
money_5000,II_FOOD,i_tool,st_roubles_5000_name,st_roubles_5000_descr,0.00,5000,
money_5000_end,II_FOOD,i_tool,st_roubles,st_roubles_5000_descr,0.00,5000,
money_500_600,II_FOOD,i_tool,st_roubles,st_roubles_500_descr,0.00,500,
money_50_100,II_FOOD,i_tool,st_roubles,st_roubles_50_descr,0.00,50,
money_600_700,II_FOOD,i_tool,st_roubles,st_roubles_500_descr,0.00,500,
money_700_800,II_FOOD,i_tool,st_roubles,st_roubles_500_descr,0.00,500,
money_800_900,II_FOOD,i_tool,st_roubles,st_roubles_500_descr,0.00,500,
money_900_1000,II_FOOD,i_tool,st_roubles,st_roubles_500_descr,0.00,500,
mono_kit,II_FOOD,w_misc,st_addon_scope_mono_kit,st_addon_scope_mono_kit_descr,0.56,36850,
monolith_exo_outfit,E_STLK,o_heavy,monolith_exo_outfit_name,monolith_exo_outfit_description,19.00,124280,
monolith_exolight_outfit,E_STLK,o_heavy,monolith_exolight_outfit_name,monolith_exolight_outfit_description,17.00,72580,
monolith_nbc_outfit,EQU_STLK,o_medium,monolith_nbc_outfit_name,monolith_nbc_outfit_description,10.20,58120,
monolith_nosorog_outfit,E_STLK,o_heavy,monolith_nosorog_outfit_name,nosorog_outfit_description,35.00,158000,
monolith_outfit,EQU_STLK,o_medium,monolith_outfit_name,monolith_outfit_description,8.20,45120,
monolith_patch,II_ATTCH,i_misc,st_monolith_fp,st_monolith_fp_descr,0.00,650,
monolith_proto_exo_outfit,EQU_STLK,o_heavy,monolith_proto_exo_outfit_name,monolith_proto_exo_outfit_description,20.00,64120,
monolith_scientific_light_outfit,EQU_STLK,o_sci,monolith_scientific_light_outfit_name,monolith_scientific_light_outfit_description,5.90,68000,
monolith_scientific_outfit,EQU_STLK,o_sci,monolith_scientific_outfit_name,monolith_scientific_outfit_description,9.30,56400,
monolith_shard,ARTEFACT,i_arty_junk,item_monolith_shard_name,item_monolith_shard_desc,0.45,0,
monolith_trenchcoat_outfit,EQU_STLK,o_medium,monolith_trenchcoat_outfit_name,trenchcoat_outfit_description,6.00,44670,
monstrum,II_FOOD,w_misc,st_addon_scope_monstrum_2x32,st_addon_scope_monstrum_2x32_descr,0.39,15000,
monstrum_x,II_FOOD,w_misc,st_addon_scope_dummy,st_addon_scope_dummy_descr,0.39,15000,
morphine,II_FOOD,i_medical,st_morphine,st_morphine_descr,0.07,2000,
mre,II_FOOD,i_food,st_mre,st_mre_descr,0.69,8200,3
mutant_part_boar_chop,II_FOOD,i_mutant_raw,mutant_boar_chop,mutant_boar_chop_description,0.09,669,
mutant_part_boar_leg,II_ATTCH,i_mutant_part,mutant_boar_leg,mutant_boar_leg_description,0.11,670,
mutant_part_brain_burer,II_ATTCH,i_mutant_part,mutant_brain_burer,mutant_brain_burer_description,0.62,1750,
mutant_part_burer_hand,II_ATTCH,i_mutant_part,mutant_burer_hand,mutant_burer_hand_description,0.05,2940,
mutant_part_cat_claw,II_ATTCH,i_mutant_part,mutant_cat_claw,mutant_cat_claw_description,0.00,325,
mutant_part_cat_tail,II_ATTCH,i_mutant_part,mutant_cat_tail,mutant_cat_tail_description,0.06,690,
mutant_part_cat_thyroid,II_ATTCH,i_mutant_part,mutant_cat_thyroid,mutant_cat_thyroid_description,0.04,415,
mutant_part_chimera_claw,II_ATTCH,i_mutant_part,mutant_chimera_claw,mutant_chimera_claw_description,0.06,790,
mutant_part_chimera_kogot,II_ATTCH,i_mutant_part,mutant_chimera_cogot,mutant_chimera_cogot_description,0.06,3740,
mutant_part_chimera_meat,II_FOOD,i_mutant_raw,mutant_chimera_meat,mutant_chimera_meat_description,0.13,1408,
mutant_part_controller_glass,II_ATTCH,i_mutant_part,mutant_part_controller_brain_tissue,mutant_part_controller_brain_tissue_description,0.76,4790,
mutant_part_controller_hand,II_ATTCH,i_mutant_part,mutant_controller_hand,mutant_controller_hand_description,0.05,4180,
mutant_part_crow_beak,II_ATTCH,i_mutant_part,st_mutant_part_crow_beak,st_mutant_part_crow_beak_description,0.01,1630,
mutant_part_dog_heart,II_ATTCH,i_mutant_part,mutant_dog_heart,mutant_dog_heart_description,0.07,361,
mutant_part_dog_liver,II_ATTCH,i_mutant_part,mutant_dog_liver,mutant_dog_liver_description,0.13,375,
mutant_part_dog_meat,II_FOOD,i_mutant_raw,mutant_dog_meat,mutant_dog_meat_description,0.03,209,
mutant_part_dog_tail,II_ATTCH,i_mutant_part,mutant_dog_tail,mutant_dog_tail_description,0.04,620,
mutant_part_fang_psevdodog,II_ATTCH,i_mutant_part,mutant_fang_psevdodog,mutant_fang_psevdodog_description,0.02,250,
mutant_part_flesh_eye,II_ATTCH,i_mutant_part,mutant_flesh_eye,mutant_flesh_eye_description,0.01,640,
mutant_part_flesh_meat,II_FOOD,i_mutant_raw,mutant_flesh_meat,mutant_flesh_meat_description,0.08,504,
mutant_part_fracture_hand,II_ATTCH,i_mutant_part,mutant_fracture_hand,mutant_fracture_hand_description,0.06,560,
mutant_part_general,II_ATTCH,i_mutant_part,,no_description,0.05,0,
mutant_part_general_add,II_ATTCH,i_mutant_part,,no_description,0.05,0,
mutant_part_general_meat,II_FOOD,i_mutant_raw,default,default,0.05,1,
