~, St_ui_dbg_spawn_type, Pda_encyclopedia_name, Army, Bandit, Csky, Dolg, Ecolog, Freedom, Greh, Isg, Killer, Monolith, Renegade, Stalker, Zombied
wpn_pm_custom,st_data_export_weapon_kind_pistol,st_wpn_pm_custom,"st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend, st_rank_sniper","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_master, st_rank_legend",,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",,,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend, st_rank_gauss, st_rank_rg6, st_rank_sniper","st_rank_experienced, st_rank_professional","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_any, st_rank_novice, st_rank_trainee"
wpn_groza_nimble,st_data_export_weapon_kind_rifle,st_wpn_groza_guns_nimble,"st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend, st_rank_ssu",,,"st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",,,"st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",,"st_rank_master, st_rank_legend",,,
wpn_sr2_veresk,st_data_export_weapon_kind_smg,st_wpn_sr2_veresk,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert","st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert",,,"st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",,,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert",,
wpn_winchester1873,st_data_export_weapon_kind_sniper,st_wpn_winchester1873,,,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert",,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional",,,"st_rank_novice, st_rank_trainee",,,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert","st_rank_any, st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend"
wpn_sr2_m1,st_data_export_weapon_kind_smg,st_wpn_sr2_m1,"st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert",,,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert","st_rank_master, st_rank_legend",,,,,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert",,"st_rank_veteran, st_rank_expert",
wpn_glock_modern,st_data_export_weapon_kind_pistol,st_wpn_glock_modern,,,"st_rank_novice",,"st_rank_veteran, st_rank_expert","st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend, st_rank_gauss, st_rank_rg6, st_rank_sniper","st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",,
wpn_toz34,st_data_export_weapon_kind_shotgun,st_wpn_toz34,,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert","st_rank_trainee","st_rank_novice, st_rank_trainee","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional",,,,,,,"st_rank_novice, st_rank_trainee, st_rank_experienced","st_rank_any, st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert"
wpn_toz34_mark4_23,st_data_export_weapon_kind_shotgun,st_wpn_toz34_mark4_23,"st_rank_novice, st_rank_trainee","st_rank_master, st_rank_legend","st_rank_master, st_rank_legend","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_master, st_rank_legend",,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",,,,,"st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend"
wpn_mp5sd,st_data_export_weapon_kind_smg,st_wpn_mp5sd,,,"st_rank_novice, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",,"st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert",,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert",,,"st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend"
wpn_raptr,st_data_export_weapon_kind_shotgun,st_wpn_raptr,,,"st_rank_master, st_rank_legend","st_rank_master, st_rank_legend","st_rank_master, st_rank_legend","st_rank_master, st_rank_legend","st_rank_legend","st_rank_master, st_rank_legend","st_rank_master, st_rank_legend","st_rank_legend",,"st_rank_master, st_rank_legend",
wpn_vintorez_n1,st_data_export_weapon_kind_rifle,st_wpn_vintorez_n1,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert","st_rank_master, st_rank_legend",,"st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_master, st_rank_legend",,,,,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend"
wpn_svds,st_data_export_weapon_kind_sniper,st_wpn_svds,"st_rank_master, st_rank_legend","st_rank_master, st_rank_legend",,"st_rank_master, st_rank_legend","st_rank_master, st_rank_legend",,"st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",,,"st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_master, st_rank_legend","st_rank_master, st_rank_legend",
wpn_colt1911_camo,st_data_export_weapon_kind_pistol,st_wpn_coonan357,,,"st_rank_novice",,"st_rank_veteran, st_rank_expert","st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend, st_rank_gauss, st_rank_rg6, st_rank_sniper","st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",,
wpn_benelli_m1014,st_data_export_weapon_kind_shotgun,st_wpn_benelli_m1014,,,"st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",,"st_rank_master, st_rank_legend","st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_master, st_rank_legend","st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",,
wpn_ks23,st_data_export_weapon_kind_shotgun,st_wpn_ks23,"st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_master, st_rank_legend",,"st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",,,"st_rank_veteran, st_rank_expert, st_rank_master",,"st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",
wpn_sig550,st_data_export_weapon_kind_rifle,st_wpn_sig550,,,"st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",,"st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",,,"st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",,"st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend"
wpn_mp412,st_data_export_weapon_kind_pistol,st_wpn_mp412,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend, st_rank_sniper","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_master, st_rank_legend",,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",,,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend, st_rank_gauss, st_rank_rg6, st_rank_sniper","st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",
wpn_sig220_n_upg220,st_data_export_weapon_kind_pistol,st_wpn_sig220_n_upg220,,,,,,,,"st_rank_blackops",,,,,
wpn_mk47,st_data_export_weapon_kind_rifle,st_wpn_mk47,"st_rank_master, st_rank_legend",,,"st_rank_master, st_rank_legend","st_rank_master, st_rank_legend",,,,,"st_rank_master, st_rank_legend",,"st_rank_master, st_rank_legend",
wpn_aug_freedom,st_data_export_weapon_kind_smg,st_wpn_aug_9mm,,,"st_rank_novice, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert",,,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional",,,"st_rank_novice, st_rank_trainee","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert",,,"st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend"
wpn_g36ka4_rwap,st_data_export_weapon_kind_rifle,st_wpn_g36new_k,,,"st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",,"st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",,,"st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend"
wpn_remington700,st_data_export_weapon_kind_sniper,st_wpn_remington700,,,"st_rank_novice, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",,"st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend, st_rank_gauss, st_rank_rg6, st_rank_sniper",,,"st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend"
wpn_rpk74_16,st_data_export_weapon_kind_rifle,st_wpn_rpk74_16,"st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",,,"st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_master, st_rank_legend",,,,,"st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",,"st_rank_expert, st_rank_master, st_rank_legend",
wpn_pb,st_data_export_weapon_kind_pistol,st_wpn_pb,"st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend, st_rank_sniper","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_master, st_rank_legend",,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",,,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend, st_rank_gauss, st_rank_rg6, st_rank_sniper","st_rank_experienced, st_rank_professional","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_any, st_rank_novice, st_rank_trainee"
wpn_eft_rsh12,st_data_export_weapon_kind_pistol,st_wpn_eft_rsh12,"st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_master, st_rank_legend","st_rank_master, st_rank_legend","st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",,,"st_rank_master, st_rank_legend",,,"st_rank_master, st_rank_legend",,"st_rank_master, st_rank_legend",
wpn_gauss,st_data_export_weapon_kind_sniper,st_wpn_gauss_bas,,,,,,,,"st_rank_master, st_rank_legend",,"st_rank_legend",,,
wpn_sks_molot,st_data_export_weapon_kind_sniper,st_wpn_sks_molot,"st_rank_novice, st_rank_trainee","st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert",,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert",,,,,,,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert",,
wpn_saiga12s_m1,st_data_export_weapon_kind_shotgun,st_wpn_saiga12s_m1,"st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend, st_rank_ssu","st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",,"st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_master, st_rank_legend",,,,,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert","st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",
wpn_howa20,st_data_export_weapon_kind_rifle,st_wpn_howa20,,,"st_rank_master, st_rank_legend",,"st_rank_master, st_rank_legend","st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",,"st_rank_master, st_rank_legend","st_rank_master, st_rank_legend","st_rank_legend",,,
wpn_dvl10_m1,st_data_export_weapon_kind_sniper,st_wpn_dvl10_m1,"st_rank_veteran, st_rank_expert","st_rank_master, st_rank_legend",,"st_rank_veteran, st_rank_expert",,,,,,"st_rank_legend","st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_master, st_rank_legend",
wpn_9a91,st_data_export_weapon_kind_rifle,st_wpn_9a91,"st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend, st_rank_ssu","st_rank_master, st_rank_legend",,"st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_master, st_rank_legend",,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",,,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",,"st_rank_expert, st_rank_master, st_rank_legend",
wpn_mp5,st_data_export_weapon_kind_smg,st_wpn_mp5,,,"st_rank_novice, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert",,"st_rank_veteran, st_rank_expert","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert",,,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert",,,"st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend"
wpn_mp7,st_data_export_weapon_kind_smg,st_wpn_mp7,,,"st_rank_master, st_rank_legend",,"st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_master, st_rank_legend",,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend, st_rank_blackops","st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",,,,
wpn_sig220_n,st_data_export_weapon_kind_pistol,st_wpn_sig220_n,,,"st_rank_novice",,"st_rank_veteran, st_rank_expert","st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend, st_rank_blackops","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend, st_rank_gauss, st_rank_rg6, st_rank_sniper","st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",,
wpn_akm_alfa,st_data_export_weapon_kind_rifle,st_wpn_akm_alfa,"st_rank_master, st_rank_legend",,,"st_rank_master, st_rank_legend","st_rank_master, st_rank_legend",,,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",,"st_rank_master, st_rank_legend","st_rank_master, st_rank_legend","st_rank_master, st_rank_legend",
wpn_aug,st_data_export_weapon_kind_rifle,st_wpn_aug_a1,,,"st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",,"st_rank_veteran, st_rank_expert","st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert",,,"st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",,"st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend"
bolt,st_data_export_weapon_kind_unknown,st_bolty,"st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",
wpn_ak74_pmc,st_data_export_weapon_kind_rifle,st_wpn_ak74_pmc,"st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",,,"st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",,,,,,"st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",,,
wpn_ithacam37_stakeout_20x70,st_data_export_weapon_kind_shotgun,st_wpn_ithacam37_stakeout,,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional",,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert",,,"st_rank_novice, st_rank_trainee",,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional","st_rank_any, st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert"
wpn_ak74u_m1_isg,st_data_export_weapon_kind_rifle,st_wpn_ak74u_m1_isg,,,,,,,"st_rank_legend","st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",,"st_rank_master, st_rank_legend",,,
wpn_ump45_custom,st_data_export_weapon_kind_smg,st_wpn_ump45_custom,,,"st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",,"st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert",,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_blackops","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert","st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert","st_rank_master, st_rank_legend","st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend"
wpn_rpg7,st_data_export_weapon_kind_explosive,st_wpn_rpg7,"st_rank_master, st_rank_legend",,,"st_rank_master, st_rank_legend",,"st_rank_master, st_rank_legend","st_rank_master, st_rank_legend",,"st_rank_master, st_rank_legend","st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",,,
wpn_ak74m_beard,st_data_export_weapon_kind_rifle,st_wpn_ak74m_beard,"st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_master, st_rank_legend",,"st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_master, st_rank_legend",,,,,"st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend"
wpn_akms_alt,st_data_export_weapon_kind_rifle,st_wpn_akms_alt,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",,"st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_master, st_rank_legend",,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",,,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",,"st_rank_expert, st_rank_master, st_rank_legend",
wpn_remington700_magpul_pro,st_data_export_weapon_kind_sniper,st_wpn_remington700_magpul_pro,,,"st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",,"st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",,,"st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend, st_rank_gauss, st_rank_rg6, st_rank_sniper",,,
