id,name_key,field_name,spot,level,x,y,z,anomaly_types,artefacts
val_smart_terrain_9_10_anomal_zone,st_val_smart_terrain_9_10_anomaly_spot_name,val_smart_terrain_9_10_anomaly_spot,val_zone_field_thermal_average,l04_darkvalley,130.486,5.523,-487.680,Thermal; Gravitational,af_dummy_glassbeads:25.0;af_itcher:25.0;af_medusa:12.5;af_mincer_meat:12.5;af_night_star:12.5;af_soul:12.5
val_smart_terrain_9_4_anomal_zone,st_val_smart_terrain_9_4_anomaly_spot_name,val_smart_terrain_9_4_anomaly_spot,val_zone_field_radioactive_average_0000,l04_darkvalley,121.065,10.917,-49.599,Radioactive; Chemical,af_blood:12.5;af_cristall_flower:12.5;af_mincer_meat:12.5;af_soul:12.5;af_ball:3.1;af_black_angel:3.1;af_chelust:3.1;af_cocoon:3.1;af_ear:3.1;af_fonar:3.1;af_generator:3.1;af_kislushka:3.1;af_moh:3.1;af_peas:3.1;af_sandstone:3.1;af_signet:3.1;af_skull_miser:3.1;af_spaika:3.1;af_tapeworm:3.1;af_zhelch:3.1
labx18_2c_01_deep_burn_anomal_zone,st_labx18_2c_01_deep_burn_anomaly_spot_name,labx18_2c_01_deep_burn_anomaly_spot,labx18_2c_01_deep_burn_anomaly_spot,l04u_labx18,-44.542,-13.005,-16.202,Chemical,af_blood:25.0;af_cristall_flower:25.0;af_mincer_meat:25.0;af_soul:25.0
labx18_2c_02_ff_anomal_zone,st_labx18_2c_02_ff_anomaly_spot_name,labx18_2c_02_ff_anomaly_spot,labx18_2c_02_ff_anomaly_spot,l04u_labx18,20.554,-11.321,41.625,Gravitational,af_dummy_glassbeads:25.0;af_itcher:25.0;af_medusa:12.5;af_mincer_meat:12.5;af_night_star:12.5;af_soul:12.5
labx18_2c_03_elders_anomal_zone,st_labx18_2c_03_elders_anomaly_spot_name,labx18_2c_03_elders_anomaly_spot,labx18_2c_03_elders_anomaly_spot,l04u_labx18,24.043,-8.746,-22.117,Chemical; Thermal,af_dummy_glassbeads:16.7;af_itcher:16.7;af_blood:8.3;af_cristall_flower:8.3;af_mincer_meat:8.3;af_soul:8.3;af_cristall:5.6;af_lobster_eyes:5.6;af_pin:5.6;af_bracelet:4.2;af_eye:4.2;af_fuzz_kolobok:4.2;af_vyvert:4.2
labx18_2c_04_bioh_anomal_zone,st_labx18_2c_04_bioh_anomaly_spot_name,labx18_2c_04_bioh_anomaly_spot,labx18_2c_04_bioh_anomaly_spot,l04u_labx18,8.482,6.149,-15.790,Chemical,af_blood:16.7;af_cristall_flower:16.7;af_mincer_meat:16.7;af_soul:16.7;af_bracelet:8.3;af_eye:8.3;af_fuzz_kolobok:8.3;af_vyvert:8.3
bar_2c_01_grant_anomal_zone,st_bar_2c_01_grant_anomaly_spot_name,bar_2c_01_grant_anomaly_spot,bar_2c_01_grant_anomaly_spot,l05_bar,137.307,1.530,144.614,Gravitational,af_bat:6.7;af_grapes:6.7;af_lighthouse:6.7;af_star_phantom:6.7;af_sun:6.7;af_ball:4.2;af_black_angel:4.2;af_chelust:4.2;af_cocoon:4.2;af_ear:4.2;af_fonar:4.2;af_generator:4.2;af_kislushka:4.2;af_moh:4.2;af_peas:4.2;af_sandstone:4.2;af_signet:4.2;af_skull_miser:4.2;af_spaika:4.2;af_tapeworm:4.2;af_zhelch:4.2
ros_2c_01_tunnel_anomal_zone,st_ros_2c_01_tunnel_anomaly_spot_name,ros_2c_01_tunnel_anomaly_spot,ros_2c_01_tunnel_anomaly_spot,l06_rostok,-244.088,-4.236,89.968,Electro,af_dummy_battery:38.9;af_electra_sparkler:38.9;af_cristall:3.7;af_electra_moonlight:3.7;af_ring:3.7;af_ball:0.7;af_black_angel:0.7;af_chelust:0.7;af_cocoon:0.7;af_ear:0.7;af_fonar:0.7;af_generator:0.7;af_kislushka:0.7;af_moh:0.7;af_peas:0.7;af_sandstone:0.7;af_signet:0.7;af_skull_miser:0.7;af_spaika:0.7;af_tapeworm:0.7;af_zhelch:0.7
ros_2c_02_crispy_train_anomal_zone,st_ros_2c_02_crispy_train_anomaly_spot_name,ros_2c_02_crispy_train_anomaly_spot,ros_2c_02_crispy_train_anomaly_spot,l06_rostok,-282.980,1.476,183.129,,
ros_2c_03_yc_anomal_zone,st_ros_2c_03_yc_anomaly_spot_name,ros_2c_03_yc_anomaly_spot,ros_2c_03_yc_anomaly_spot,l06_rostok,-155.670,-3.802,-90.353,Thermal,af_dummy_glassbeads:38.9;af_itcher:38.9;af_cristall:3.7;af_lobster_eyes:3.7;af_pin:3.7;af_ball:0.7;af_black_angel:0.7;af_chelust:0.7;af_cocoon:0.7;af_ear:0.7;af_fonar:0.7;af_generator:0.7;af_kislushka:0.7;af_moh:0.7;af_peas:0.7;af_sandstone:0.7;af_signet:0.7;af_skull_miser:0.7;af_spaika:0.7;af_tapeworm:0.7;af_zhelch:0.7
mil_2c_01_hw_anomal_zone,st_mil_2c_01_hw_anomaly_spot_name,mil_2c_01_hw_anomaly_spot,mil_2c_01_hw_anomaly_spot,l07_military,-276.551,-18.546,291.917,Gravitational; Thermal,af_dummy_glassbeads:41.7;af_itcher:41.7;af_cristall:5.6;af_lobster_eyes:5.6;af_pin:5.6
mil_smart_terrain_2_1_anomal_zone,st_mil_smart_terrain_2_1_anomaly_spot_name,mil_smart_terrain_2_1_anomaly_spot,mil_zone_field_psychic_strong_0004,l07_military,-203.605,2.988,440.366,Psi,af_dummy_battery:21.9;af_electra_sparkler:21.9;af_medusa:10.9;af_mincer_meat:10.9;af_night_star:10.9;af_soul:10.9;af_cristall:2.1;af_electra_moonlight:2.1;af_ring:2.1;af_empty:1.3;af_fuzz_kolobok:1.3;af_gravi:1.3;af_sponge:1.3;af_vyvert:1.3
mil_smart_terrain_2_6_anomal_zone,st_mil_smart_terrain_2_6_anomaly_spot_name,mil_smart_terrain_2_6_anomaly_spot,mil_zone_field_radioactive_strong_1,l07_military,-8.365,-3.446,448.170,Radioactive,af_soul:30.9;af_cristall_flower:20.6;af_medusa:10.3;af_mincer_meat:10.3;af_night_star:10.3;af_fuzz_kolobok:2.0;af_empty:1.2;af_gravi:1.2;af_sponge:1.2;af_vyvert:1.2;af_bracelet:0.8;af_dummy_dummy:0.8;af_electra_moonlight:0.8;af_eye:0.8;af_lobster_eyes:0.8;af_pin:0.8;af_ball:0.4;af_black_angel:0.4;af_chelust:0.4;af_cocoon:0.4;af_ear:0.4;af_fonar:0.4;af_generator:0.4;af_kislushka:0.4;af_moh:0.4;af_peas:0.4;af_sandstone:0.4;af_signet:0.4;af_skull_miser:0.4;af_spaika:0.4;af_tapeworm:0.4;af_zhelch:0.4
mil_smart_terrain_4_7_anomal_zone,st_mil_smart_terrain_4_7_anomaly_spot_name,mil_smart_terrain_4_7_anomaly_spot,mil_zone_field_acidic_strong_0001,l07_military,101.613,-10.569,121.168,Chemical,af_blood:16.7;af_cristall_flower:16.7;af_mincer_meat:16.7;af_soul:16.7;af_bracelet:2.8;af_eye:2.8;af_fuzz_kolobok:2.8;af_vyvert:2.8;af_bat:2.2;af_grapes:2.2;af_lighthouse:2.2;af_star_phantom:2.2;af_sun:2.2;af_ball:0.7;af_black_angel:0.7;af_chelust:0.7;af_cocoon:0.7;af_ear:0.7;af_fonar:0.7;af_generator:0.7;af_kislushka:0.7;af_moh:0.7;af_peas:0.7;af_sandstone:0.7;af_signet:0.7;af_skull_miser:0.7;af_spaika:0.7;af_tapeworm:0.7;af_zhelch:0.7
mil_smart_terrain_7_4_anomal_zone,st_mil_smart_terrain_7_4_anomaly_spot_name,mil_smart_terrain_7_4_anomaly_spot,mil_zone_field_radioactive_strong_3,l07_military,-167.759,-3.492,5.570,Radioactive,af_soul:30.9;af_cristall_flower:20.6;af_medusa:10.3;af_mincer_meat:10.3;af_night_star:10.3;af_fuzz_kolobok:2.0;af_empty:1.2;af_gravi:1.2;af_sponge:1.2;af_vyvert:1.2;af_bracelet:0.8;af_dummy_dummy:0.8;af_electra_moonlight:0.8;af_eye:0.8;af_lobster_eyes:0.8;af_pin:0.8;af_ball:0.4;af_black_angel:0.4;af_chelust:0.4;af_cocoon:0.4;af_ear:0.4;af_fonar:0.4;af_generator:0.4;af_kislushka:0.4;af_moh:0.4;af_peas:0.4;af_sandstone:0.4;af_signet:0.4;af_skull_miser:0.4;af_spaika:0.4;af_tapeworm:0.4;af_zhelch:0.4
mil_smart_terrain_8_3_anomal_zone,st_mil_smart_terrain_8_3_anomaly_spot_name,mil_smart_terrain_8_3_anomaly_spot,mil_zone_field_thermal_strong_1,l07_military,-300.993,-13.228,34.864,Thermal,af_dummy_glassbeads:31.3;af_itcher:31.3;af_cristall:4.2;af_lobster_eyes:4.2;af_pin:4.2;af_bat:2.5;af_grapes:2.5;af_lighthouse:2.5;af_star_phantom:2.5;af_sun:2.5;af_ball:0.8;af_black_angel:0.8;af_chelust:0.8;af_cocoon:0.8;af_ear:0.8;af_fonar:0.8;af_generator:0.8;af_kislushka:0.8;af_moh:0.8;af_peas:0.8;af_sandstone:0.8;af_signet:0.8;af_skull_miser:0.8;af_spaika:0.8;af_tapeworm:0.8;af_zhelch:0.8
yan_2c_01_cd_anomal_zone,st_yan_2c_01_cd_anomaly_spot_name,yan_2c_01_cd_anomaly_spot,yan_2c_01_cd_anomaly_spot,l08_yantar,104.215,2.942,68.202,,af_soul:34.6;af_cristall_flower:23.1;af_medusa:11.5;af_mincer_meat:11.5;af_night_star:11.5;af_ball:0.5;af_black_angel:0.5;af_chelust:0.5;af_cocoon:0.5;af_ear:0.5;af_fonar:0.5;af_generator:0.5;af_kislushka:0.5;af_moh:0.5;af_peas:0.5;af_sandstone:0.5;af_signet:0.5;af_skull_miser:0.5;af_spaika:0.5;af_tapeworm:0.5;af_zhelch:0.5
yan_smart_terrain_2_5_anomal_zone,st_yan_smart_terrain_2_5_anomaly_spot_name,yan_smart_terrain_2_5_anomaly_spot,yan_zone_field_radioactive_weak_0000,l08_yantar,89.735,0.040,-62.950,Radioactive,af_dummy_battery:37.5;af_electra_sparkler:37.5;af_bat:2.5;af_grapes:2.5;af_lighthouse:2.5;af_star_phantom:2.5;af_sun:2.5;af_ball:0.8;af_black_angel:0.8;af_chelust:0.8;af_cocoon:0.8;af_ear:0.8;af_fonar:0.8;af_generator:0.8;af_kislushka:0.8;af_moh:0.8;af_peas:0.8;af_sandstone:0.8;af_signet:0.8;af_skull_miser:0.8;af_spaika:0.8;af_tapeworm:0.8;af_zhelch:0.8
yan_smart_terrain_4_2_anomal_zone,st_yan_smart_terrain_4_2_anomaly_spot_name,yan_smart_terrain_4_2_anomaly_spot,yan_zone_field_thermal_average,l08_yantar,-173.017,2.531,-146.167,Thermal,af_dummy_glassbeads:42.9;af_itcher:42.9;af_ball:0.9;af_black_angel:0.9;af_chelust:0.9;af_cocoon:0.9;af_ear:0.9;af_fonar:0.9;af_generator:0.9;af_kislushka:0.9;af_moh:0.9;af_peas:0.9;af_sandstone:0.9;af_signet:0.9;af_skull_miser:0.9;af_spaika:0.9;af_tapeworm:0.9;af_zhelch:0.9
yan_smart_terrain_5_3_anomal_zone,st_yan_smart_terrain_5_3_anomaly_spot_name,yan_smart_terrain_5_3_anomaly_spot,yan_zone_field_acidic_strong,l08_yantar,-49.216,-12.738,-244.988,Chemical,af_blood:21.4;af_cristall_flower:21.4;af_mincer_meat:21.4;af_soul:21.4;af_ball:0.9;af_black_angel:0.9;af_chelust:0.9;af_cocoon:0.9;af_ear:0.9;af_fonar:0.9;af_generator:0.9;af_kislushka:0.9;af_moh:0.9;af_peas:0.9;af_sandstone:0.9;af_signet:0.9;af_skull_miser:0.9;af_spaika:0.9;af_tapeworm:0.9;af_zhelch:0.9
yan_smart_terrain_zombi_spawn_anomal_zone,st_yan_smart_terrain_zombi_spawn_anomaly_spot_name,yan_smart_terrain_zombi_spawn_anomaly_spot,yan_zone_field_radioactive_weak_0002,l08_yantar,88.113,-0.004,-4.989,Radioactive,af_dummy_battery:42.9;af_electra_sparkler:42.9;af_ball:0.9;af_black_angel:0.9;af_chelust:0.9;af_cocoon:0.9;af_ear:0.9;af_fonar:0.9;af_generator:0.9;af_kislushka:0.9;af_moh:0.9;af_peas:0.9;af_sandstone:0.9;af_signet:0.9;af_skull_miser:0.9;af_spaika:0.9;af_tapeworm:0.9;af_zhelch:0.9
x16_lab_2c_01_fb_anomal_zone,,x16_lab_2c_01_fb_anomaly_spot,x16_lab_2c_01_fb_anomy_spot,l08u_brainlab,-33.870,-7.293,-16.077,Chemical; Gravitational; Thermal,af_dummy_glassbeads:25.0;af_itcher:25.0;af_mincer_meat:12.5;af_soul:12.5;af_blood:6.3;af_cristall_flower:6.3;af_medusa:6.3;af_night_star:6.3
cit_2c_01_ch_anomal_zone,st_cit_2c_01_ch_anomaly_spot_name,cit_2c_01_ch_anomaly_spot,cit_2c_01_ch_anomaly_spot,l09_deadcity,-122.547,4.376,37.081,Gravitational,af_soul:25.0;af_cristall_flower:16.7;af_medusa:8.3;af_mincer_meat:8.3;af_night_star:8.3;af_ball:2.1;af_black_angel:2.1;af_chelust:2.1;af_cocoon:2.1;af_ear:2.1;af_fonar:2.1;af_generator:2.1;af_kislushka:2.1;af_moh:2.1;af_peas:2.1;af_sandstone:2.1;af_signet:2.1;af_skull_miser:2.1;af_spaika:2.1;af_tapeworm:2.1;af_zhelch:2.1
cit_2c_02_pg_anomal_zone,st_cit_2c_02_pg_anomaly_spot_name,cit_2c_02_pg_anomaly_spot,cit_2c_02_pg_anomaly_spot,l09_deadcity,183.077,6.448,-75.361,,af_dummy_battery:50.0;af_electra_sparkler:50.0
lim_2c_01_ls_anomal_zone,st_lim_2c_01_ls_anomaly_spot_name,lim_2c_01_ls_anomaly_spot,lim_2c_01_ls_anomaly_spot,l10_limansk,-30.228,0.832,-92.035,Gravitational,af_soul:21.4;af_cristall_flower:14.3;af_medusa:7.1;af_mincer_meat:7.1;af_night_star:7.1;af_fuzz_kolobok:4.9;af_empty:2.9;af_gravi:2.9;af_sponge:2.9;af_vyvert:2.9;af_bracelet:2.0;af_dummy_dummy:2.0;af_electra_moonlight:2.0;af_eye:2.0;af_lobster_eyes:2.0;af_pin:2.0;af_cell:1.2;af_dragon_eye:1.2;af_elektron:1.2;af_generator:1.2;af_grapes:1.2;af_kogot:1.2;af_lighthouse:1.2;af_medallion:1.2;af_repei:1.2;af_serofim:1.2;af_star_phantom:1.2;af_sun:1.2
lim_2c_02_ib_anomal_zone,st_lim_2c_02_ib_anomaly_spot_name,lim_2c_02_ib_anomaly_spot,lim_2c_02_ib_anomaly_spot,l10_limansk,96.184,7.064,274.889,,af_dummy_battery:16.7;af_electra_sparkler:16.7;af_medusa:8.3;af_mincer_meat:8.3;af_night_star:8.3;af_soul:8.3;af_cristall:5.6;af_electra_moonlight:5.6;af_ring:5.6;af_empty:3.3;af_fuzz_kolobok:3.3;af_gravi:3.3;af_sponge:3.3;af_vyvert:3.3
rad_2c_01_bl_anomal_zone,st_rad_2c_01_bl_anomaly_spot_name,rad_2c_01_bl_anomaly_spot,rad_2c_01_bl_anomaly_spot,l10_radar,276.702,-48.521,-164.221,,af_medusa:12.5;af_mincer_meat:12.5;af_night_star:12.5;af_soul:12.5;af_empty:10.0;af_fuzz_kolobok:10.0;af_gravi:10.0;af_sponge:10.0;af_vyvert:10.0
rad_2c_02_pp_anomal_zone,st_rad_2c_02_pp_anomaly_spot_name,rad_2c_02_pp_anomaly_spot,rad_2c_02_pp_anomaly_spot,l10_radar,47.441,6.188,83.222,,af_dummy_battery:25.0;af_electra_sparkler:25.0;af_cristall:16.7;af_electra_moonlight:16.7;af_ring:16.7
red_smart_terrain_3_1_anomal_zone,st_red_smart_terrain_3_1_anomaly_spot_name,red_smart_terrain_3_1_anomaly_spot,red_smart_terrain_3_1_anomaly_spot,l10_red_forest,-80.965,1.426,-26.439,,af_dummy_battery:33.3;af_electra_sparkler:33.3;af_cristall:11.1;af_electra_moonlight:11.1;af_ring:11.1
red_smart_terrain_3_2_anomal_zone,st_red_smart_terrain_3_2_anomaly_spot_name,red_smart_terrain_3_2_anomaly_spot,red_zone_field_acidic_strong_0000,l10_red_forest,-113.895,-6.109,-57.846,Chemical,af_blood:16.7;af_cristall_flower:16.7;af_mincer_meat:16.7;af_soul:16.7;af_bracelet:8.3;af_eye:8.3;af_fuzz_kolobok:8.3;af_vyvert:8.3
red_smart_terrain_4_5_anomal_zone,st_red_smart_terrain_4_5_anomaly_spot_name,red_smart_terrain_4_5_anomaly_spot,red_smart_terrain_4_5_anomaly_spot,l10_red_forest,14.846,-0.342,-217.400,,af_dummy_battery:33.3;af_electra_sparkler:33.3;af_cristall:11.1;af_electra_moonlight:11.1;af_ring:11.1
red_smart_terrain_6_3_anomal_zone,st_red_smart_terrain_6_3_anomaly_spot_name,red_smart_terrain_6_3_anomaly_spot,red_smart_terrain_6_3_anomaly_spot,l10_red_forest,216.599,-6.524,-104.601,,af_dummy_glassbeads:33.3;af_itcher:33.3;af_cristall:11.1;af_lobster_eyes:11.1;af_pin:11.1
red_smart_terrain_6_6_anomal_zone,st_red_smart_terrain_6_6_anomaly_spot_name,red_smart_terrain_6_6_anomaly_spot,red_smart_terrain_6_6_anomaly_spot,l10_red_forest,134.332,-1.054,-280.733,,af_soul:16.7;af_cristall_flower:11.1;af_fuzz_kolobok:7.6;af_medusa:5.6;af_mincer_meat:5.6;af_night_star:5.6;af_empty:4.4;af_gravi:4.4;af_sponge:4.4;af_vyvert:4.4;af_bracelet:3.2;af_dummy_dummy:3.2;af_electra_moonlight:3.2;af_eye:3.2;af_lobster_eyes:3.2;af_pin:3.2;af_cell:0.9;af_dragon_eye:0.9;af_elektron:0.9;af_generator:0.9;af_grapes:0.9;af_kogot:0.9;af_lighthouse:0.9;af_medallion:0.9;af_repei:0.9;af_serofim:0.9;af_star_phantom:0.9;af_sun:0.9
red_smart_terrain_monsters_anomal_zone,st_red_smart_terrain_monsters_anomaly_spot_name,red_smart_terrain_monsters_anomaly_spot,red_smart_terrain_monsters_anomaly_spot,l10_red_forest,167.976,1.963,73.314,,af_soul:16.7;af_cristall_flower:11.1;af_fuzz_kolobok:7.6;af_medusa:5.6;af_mincer_meat:5.6;af_night_star:5.6;af_empty:4.4;af_gravi:4.4;af_sponge:4.4;af_vyvert:4.4;af_bracelet:3.2;af_dummy_dummy:3.2;af_electra_moonlight:3.2;af_eye:3.2;af_lobster_eyes:3.2;af_pin:3.2;af_cell:0.9;af_dragon_eye:0.9;af_elektron:0.9;af_generator:0.9;af_grapes:0.9;af_kogot:0.9;af_lighthouse:0.9;af_medallion:0.9;af_repei:0.9;af_serofim:0.9;af_star_phantom:0.9;af_sun:0.9
bun_2c_01_f_anomal_zone,st_bun_2c_01_f_anomaly_spot_name,bun_2c_01_f_anomaly_spot,bun_2c_01_f_anomaly_spot,l10u_bunker,14.432,-32.266,22.000,,af_class_psio-gravi_mid:33.3;af_atom:8.3;af_black_spray:8.3;af_full_empty:8.3;af_ice:8.3;af_cell:2.8;af_dragon_eye:2.8;af_elektron:2.8;af_generator:2.8;af_grapes:2.8;af_kogot:2.8;af_lighthouse:2.8;af_medallion:2.8;af_repei:2.8;af_serofim:2.8;af_star_phantom:2.8;af_sun:2.8
bun_2c_02_gp_anomal_zone,st_bun_2c_02_gp_anomaly_spot_name,bun_2c_02_gp_anomaly_spot,bun_2c_02_gp_anomaly_spot,l10u_bunker,-1.584,-32.460,24.214,,af_electra_flash:8.3;af_fire:8.3;af_fireball:8.3;af_gold_fish:8.3;af_dragon_eye:6.1;af_sun:6.1;af_cristall:3.3;af_dummy_glassbeads:3.3;af_itcher:3.3;af_lobster_eyes:3.3;af_medusa:3.3;af_pin:3.3;af_sandstone:3.3;af_signet:3.3;af_cell:2.8;af_elektron:2.8;af_generator:2.8;af_grapes:2.8;af_kogot:2.8;af_lighthouse:2.8;af_medallion:2.8;af_repei:2.8;af_serofim:2.8;af_star_phantom:2.8
pri_2c_01_pp_anomal_zone,st_pri_2c_01_pp_anomaly_spot_name,pri_2c_01_pp_anomaly_spot,pri_2c_01_pp_anomaly_spot,l11_pripyat,79.578,1.026,70.438,,af_cristall:23.3;af_electra_moonlight:23.3;af_ring:23.3;af_dummy_battery:5.0;af_electra_flash:5.0;af_electra_sparkler:5.0;af_ice:5.0;af_cell:0.8;af_dragon_eye:0.8;af_elektron:0.8;af_generator:0.8;af_grapes:0.8;af_kogot:0.8;af_lighthouse:0.8;af_medallion:0.8;af_repei:0.8;af_serofim:0.8;af_star_phantom:0.8;af_sun:0.8
pri_2c_02_gt_anomal_zone,st_pri_2c_02_gt_anomaly_spot_name,pri_2c_02_gt_anomaly_spot,pri_2c_02_gt_anomaly_spot,l11_pripyat,64.686,-0.596,-103.408,,af_empty:14.5;af_fuzz_kolobok:14.5;af_gravi:14.5;af_sponge:14.5;af_vyvert:14.5;af_full_empty:3.0;af_glass:3.0;af_gold_fish:3.0;af_medusa:2.3;af_mincer_meat:2.3;af_night_star:2.3;af_soul:2.3;af_cell:0.8;af_dragon_eye:0.8;af_elektron:0.8;af_generator:0.8;af_grapes:0.8;af_kogot:0.8;af_lighthouse:0.8;af_medallion:0.8;af_repei:0.8;af_serofim:0.8;af_star_phantom:0.8;af_sun:0.8
pri_2c_03_wr_anomal_zone,st_pri_2c_03_wr_anomaly_spot_name,pri_2c_03_wr_anomaly_spot,pri_2c_03_wr_anomaly_spot,l11_pripyat,97.847,3.044,352.487,,af_fuzz_kolobok:11.4;af_empty:6.7;af_gravi:6.7;af_sponge:6.7;af_vyvert:6.7;af_soul:5.0;af_bracelet:4.8;af_dummy_dummy:4.8;af_electra_moonlight:4.8;af_eye:4.8;af_lobster_eyes:4.8;af_pin:4.8;af_glass:4.4;af_cristall_flower:3.3;af_black_spray:2.2;af_electra_flash:2.2;af_full_empty:2.2;af_gold_fish:2.2;af_medusa:1.7;af_mincer_meat:1.7;af_night_star:1.7;af_cell:0.6;af_dragon_eye:0.6;af_elektron:0.6;af_generator:0.6;af_grapes:0.6;af_kogot:0.6;af_lighthouse:0.6;af_medallion:0.6;af_repei:0.6;af_serofim:0.6;af_star_phantom:0.6;af_sun:0.6
pri_2c_04_o_anomal_zone,st_pri_2c_04_o_anomaly_spot_name,pri_2c_04_o_anomaly_spot,pri_2c_04_o_anomaly_spot,l11_pripyat,-30.173,2.637,364.386,,af_fuzz_kolobok:11.4;af_empty:6.7;af_gravi:6.7;af_sponge:6.7;af_vyvert:6.7;af_soul:5.0;af_bracelet:4.8;af_dummy_dummy:4.8;af_electra_moonlight:4.8;af_eye:4.8;af_lobster_eyes:4.8;af_pin:4.8;af_glass:4.4;af_cristall_flower:3.3;af_black_spray:2.2;af_electra_flash:2.2;af_full_empty:2.2;af_gold_fish:2.2;af_medusa:1.7;af_mincer_meat:1.7;af_night_star:1.7;af_cell:0.6;af_dragon_eye:0.6;af_elektron:0.6;af_generator:0.6;af_grapes:0.6;af_kogot:0.6;af_lighthouse:0.6;af_medallion:0.6;af_repei:0.6;af_serofim:0.6;af_star_phantom:0.6;af_sun:0.6
aes_2c_01_ce_anomal_zone,st_aes_2c_01_ce_anomaly_spot_name,aes_2c_01_ce_anomaly_spot,aes_2c_01_ce_anomaly_spot,l12_stancia,994.337,3.441,-93.167,,af_fuzz_kolobok:11.4;af_empty:6.7;af_gravi:6.7;af_sponge:6.7;af_vyvert:6.7;af_soul:6.3;af_glass:5.6;af_bracelet:4.8;af_dummy_dummy:4.8;af_electra_moonlight:4.8;af_eye:4.8;af_lobster_eyes:4.8;af_pin:4.8;af_cristall_flower:4.2;af_black_spray:2.8;af_electra_flash:2.8;af_full_empty:2.8;af_gold_fish:2.8;af_medusa:2.1;af_mincer_meat:2.1;af_night_star:2.1
aes_2c_02_p_anomal_zone,st_aes_2c_02_p_anomaly_spot_name,aes_2c_02_p_anomaly_spot,aes_2c_02_p_anomaly_spot,l12_stancia,200.977,6.942,-101.496,,af_cristall:20.0;af_electra_moonlight:20.0;af_ring:20.0;af_dummy_battery:10.0;af_electra_flash:10.0;af_electra_sparkler:10.0;af_ice:10.0
aes2_2c_01_bo_anomal_zone,st_aes2_2c_01_bo_anomaly_spot_name,aes2_2c_01_bo_anomaly_spot,aes2_2c_01_bo_anomaly_spot,l12_stancia_2,341.247,2.142,123.582,,af_bracelet:17.9;af_eye:17.9;af_fuzz_kolobok:17.9;af_vyvert:17.9;af_baloon:7.1;af_glass:7.1;af_blood:3.6;af_cristall_flower:3.6;af_mincer_meat:3.6;af_soul:3.6
aes2_2c_02_at_anomal_zone,st_aes2_2c_02_at_anomaly_spot_name,aes2_2c_02_at_anomaly_spot,aes2_2c_02_at_anomaly_spot,l12_stancia_2,798.869,2.267,331.368,Chemical,af_bracelet:17.9;af_eye:17.9;af_fuzz_kolobok:17.9;af_vyvert:17.9;af_baloon:7.1;af_glass:7.1;af_blood:3.6;af_cristall_flower:3.6;af_mincer_meat:3.6;af_soul:3.6
sar_2c_01_r_anomal_zone,st_sar_2c_01_r_anomaly_spot_name,sar_2c_01_r_anomaly_spot,sar_2c_01_r_anomaly_spot,l12u_sarcofag,20.633,53.298,-8.778,,af_full_empty:16.7;af_glass:16.7;af_gold_fish:16.7;af_empty:10.0;af_fuzz_kolobok:10.0;af_gravi:10.0;af_sponge:10.0;af_vyvert:10.0
gen_2c_01_ss_anomal_zone,st_gen_2c_01_ss_anomaly_spot_name,gen_2c_01_ss_anomaly_spot,gen_2c_01_ss_anomaly_spot,l13_generators,-205.155,54.276,-516.604,Gravitational,af_fuzz_kolobok:11.4;af_glass:11.1;af_empty:6.7;af_gravi:6.7;af_sponge:6.7;af_vyvert:6.7;af_black_spray:5.6;af_electra_flash:5.6;af_full_empty:5.6;af_gold_fish:5.6;af_bracelet:4.8;af_dummy_dummy:4.8;af_electra_moonlight:4.8;af_eye:4.8;af_lobster_eyes:4.8;af_pin:4.8
gen_smart_terrain_urod_anomal_zone,st_gen_smart_terrain_urod_anomaly_spot_name,gen_smart_terrain_urod_anomaly_spot,gen_smart_terrain_urod_anomaly_spot,l13_generators,-51.254,37.308,-221.913,,
pri_b301_anomal_zone,,pri_b301_anomaly_spot,pri_b301_anomaly_spot,pripyat,63.036,13.139,124.544,,af_fuzz_kolobok:11.4;af_empty:6.7;af_gravi:6.7;af_sponge:6.7;af_vyvert:6.7;af_soul:5.0;af_bracelet:4.8;af_dummy_dummy:4.8;af_electra_moonlight:4.8;af_eye:4.8;af_lobster_eyes:4.8;af_pin:4.8;af_glass:4.4;af_cristall_flower:3.3;af_black_spray:2.2;af_electra_flash:2.2;af_full_empty:2.2;af_gold_fish:2.2;af_medusa:1.7;af_mincer_meat:1.7;af_night_star:1.7;af_cell:0.6;af_dragon_eye:0.6;af_elektron:0.6;af_generator:0.6;af_grapes:0.6;af_kogot:0.6;af_lighthouse:0.6;af_medallion:0.6;af_repei:0.6;af_serofim:0.6;af_star_phantom:0.6;af_sun:0.6
pri_b302_anomal_zone,,pri_b302_anomaly_spot,pri_b302_anomaly_spot,pripyat,136.071,28.908,237.293,Chemical,af_fuzz_kolobok:15.6;af_vyvert:15.6;af_bracelet:9.4;af_eye:9.4;af_empty:6.3;af_gravi:6.3;af_sponge:6.3;af_glass:5.2;af_baloon:3.1;af_mincer_meat:3.1;af_soul:3.1;af_full_empty:2.1;af_gold_fish:2.1;af_blood:1.6;af_cristall_flower:1.6;af_medusa:1.6;af_night_star:1.6;af_cell:0.5;af_dragon_eye:0.5;af_elektron:0.5;af_generator:0.5;af_grapes:0.5;af_kogot:0.5;af_lighthouse:0.5;af_medallion:0.5;af_repei:0.5;af_serofim:0.5;af_star_phantom:0.5;af_sun:0.5
